,Year,Scenario,Country,value
3336,2038,1.5deg,LY,622725007989.2637
3337,2038,1.5deg,MA,1247192369055.5327
3338,2038,1.5deg,ML,747850541532.7462
3339,2038,1.5deg,MR,127886427065.492
3340,2038,1.5deg,MW,286782530628.62366
3341,2038,1.5deg,MZ,1316483698266.2302
3342,2038,1.5deg,NE,481852532934.75366
3343,2038,1.5deg,NG,4135236809163.983
3344,2038,1.5deg,NM,329941820100.88464
3345,2038,1.5deg,RW,237614573867.99936
3346,2038,1.5deg,SD,1653451600931.1438
3347,2038,1.5deg,SL,143158768184.63956
3348,2038,1.5deg,SN,140746815382.09973
3349,2038,1.5deg,SO,339687185023.2358
3350,2038,1.5deg,SS,73376507611.94093
3351,2038,1.5deg,SZ,95882925556.48047
3352,2038,1.5deg,TD,344718177130.33374
3353,2038,1.5deg,TG,98600631855.14375
3354,2038,1.5deg,TN,604664910291.2701
3355,2038,1.5deg,TZ,574414541955.722
3356,2038,1.5deg,UG,380492947904.51276
3357,2038,1.5deg,ZA,886660031615.0198
3358,2038,1.5deg,ZM,1045804106505.5061
3359,2038,1.5deg,ZW,625720506002.9841
3360,2038,2.0deg,AO,864971213834.1201
3361,2038,2.0deg,BF,338110164636.635
3362,2038,2.0deg,BI,103765143630.90868
3363,2038,2.0deg,BJ,102441362711.34648
3364,2038,2.0deg,BW,335672012937.17737
3365,2038,2.0deg,CD,479530853675.5066
3366,2038,2.0deg,CF,57052069568.57507
3367,2038,2.0deg,CG,278586655938.10596
3368,2038,2.0deg,CI,252561681814.47757
3369,2038,2.0deg,CM,463000636472.64496
3370,2038,2.0deg,DJ,14753771299.44088
3371,2038,2.0deg,DZ,1149021181296.4253
3372,2038,2.0deg,EG,3060714499172.834
3373,2038,2.0deg,ER,69858541915.2323
3374,2038,2.0deg,ET,1040480295534.8699
3375,2038,2.0deg,GA,218717989624.6073
3376,2038,2.0deg,GH,492122036989.64215
3377,2038,2.0deg,GM,41199446791.353745
3378,2038,2.0deg,GN,130118234884.15503
3379,2038,2.0deg,GQ,88080196020.54175
3380,2038,2.0deg,GW,33400718453.44134
3381,2038,2.0deg,KE,1178241451595.0283
3382,2038,2.0deg,LR,91967606344.27759
3383,2038,2.0deg,LS,100200585364.63332
3384,2038,2.0deg,LY,765500136945.5338
3385,2038,2.0deg,MA,1325234788906.0483
3386,2038,2.0deg,ML,867494874383.5863
3387,2038,2.0deg,MR,110435830130.31686
3388,2038,2.0deg,MW,287681041086.082
3389,2038,2.0deg,MZ,1340881108149.7417
3390,2038,2.0deg,NE,469904784742.9979
3391,2038,2.0deg,NG,4055762650608.0615
3392,2038,2.0deg,NM,327704210096.9487
3393,2038,2.0deg,RW,252019559853.21606
3394,2038,2.0deg,SD,1377077753107.308
3395,2038,2.0deg,SL,100515607479.8836
3396,2038,2.0deg,SN,148378414357.2675
3397,2038,2.0deg,SO,359987282614.3313
3398,2038,2.0deg,SS,77013567353.88882
3399,2038,2.0deg,SZ,81647447181.908
3400,2038,2.0deg,TD,359042188135.30896
3401,2038,2.0deg,TG,51501414698.8443
3402,2038,2.0deg,TN,698109485162.4124
3403,2038,2.0deg,TZ,627399055325.2803
3404,2038,2.0deg,UG,410679633223.57635
3405,2038,2.0deg,ZA,1092334713265.5748
3406,2038,2.0deg,ZM,991499445242.4812
3407,2038,2.0deg,ZW,630176669452.2245
3408,2038,Reference,AO,983303942249.744
3409,2038,Reference,BF,358525010203.89386
3410,2038,Reference,BI,106218746541.41904
3411,2038,Reference,BJ,109724758726.37924
3412,2038,Reference,BW,333636729756.7045
3413,2038,Reference,CD,561283160755.8021
3414,2038,Reference,CF,65901305761.73279
3415,2038,Reference,CG,303243392388.9786
3416,2038,Reference,CI,313822257857.1361
3417,2038,Reference,CM,506367774957.2157
3418,2038,Reference,DJ,26147272387.56779
3419,2038,Reference,DZ,1479385371675.4038
3420,2038,Reference,EG,2981467530688.139
3421,2038,Reference,ER,78369720742.17796
3422,2038,Reference,ET,1192395697807.1475
3423,2038,Reference,GA,244814554947.28995
3424,2038,Reference,GH,541056283858.928
3425,2038,Reference,GM,42527140495.73007
3426,2038,Reference,GN,179043579441.27667
3427,2038,Reference,GQ,98414805284.86942
3428,2038,Reference,GW,36418711220.77065
3429,2038,Reference,KE,1309689683952.1997
3430,2038,Reference,LR,93957095150.20763
3431,2038,Reference,LS,111104330140.23792
3432,2038,Reference,LY,909961267671.2019
3433,2038,Reference,MA,1498140025752.7888
3434,2038,Reference,ML,929636191461.292
3435,2038,Reference,MR,204882352692.1499
3436,2038,Reference,MW,337617780915.5465
3437,2038,Reference,MZ,941513741071.2585
3438,2038,Reference,NE,472822597867.8113
3439,2038,Reference,NG,4456351113581.484
3440,2038,Reference,NM,223345998881.8411
3441,2038,Reference,RW,287653630335.94116
3442,2038,Reference,SD,1502279665349.5962
3443,2038,Reference,SL,162110606631.17963
3444,2038,Reference,SN,172287721341.6322
3445,2038,Reference,SO,405326458818.4242
3446,2038,Reference,SS,84763933602.18245
3447,2038,Reference,SZ,78926880292.71957
3448,2038,Reference,TD,390877262075.344
3449,2038,Reference,TG,58862747477.90075
3450,2038,Reference,TN,831328506170.9362
3451,2038,Reference,TZ,645750499224.9929
3452,2038,Reference,UG,468292822004.4304
3453,2038,Reference,ZA,2371207531230.746
3454,2038,Reference,ZM,1144125658566.6826
3455,2038,Reference,ZW,695086330303.1993
3456,2039,1.5deg,AO,883969076101.9587
3457,2039,1.5deg,BF,350063708044.4241
3458,2039,1.5deg,BI,93288240564.6883
3459,2039,1.5deg,BJ,100805521453.3574
3460,2039,1.5deg,BW,363906377289.77795
3461,2039,1.5deg,CD,626053463485.0732
3462,2039,1.5deg,CF,59404314317.92932
3463,2039,1.5deg,CG,286443373534.6472
3464,2039,1.5deg,CI,337565863911.10535
3465,2039,1.5deg,CM,467848724491.1094
3466,2039,1.5deg,DJ,16636833205.676266
3467,2039,1.5deg,DZ,958097827218.0754
3468,2039,1.5deg,EG,2814428916901.957
3469,2039,1.5deg,ER,72230515492.3938
3470,2039,1.5deg,ET,1041427725486.2682
3471,2039,1.5deg,GA,224330546020.01883
3472,2039,1.5deg,GH,589386502829.1736
3473,2039,1.5deg,GM,41198432640.22391
3474,2039,1.5deg,GN,179039522836.7574
3475,2039,1.5deg,GQ,87601947508.33487
3476,2039,1.5deg,GW,33520910805.547
3477,2039,1.5deg,KE,1184691513236.8044
3478,2039,1.5deg,LR,97435145205.41351
3479,2039,1.5deg,LS,104597062052.79567
3480,2039,1.5deg,LY,659330889384.9604
3481,2039,1.5deg,MA,1313239245330.519
3482,2039,1.5deg,ML,804876239969.2092
3483,2039,1.5deg,MR,124285666826.46442
3484,2039,1.5deg,MW,318519600102.89606
3485,2039,1.5deg,MZ,1510354377441.7375
3486,2039,1.5deg,NE,548209797489.1331
3487,2039,1.5deg,NG,4433130853982.223
3488,2039,1.5deg,NM,384960348040.7132
3489,2039,1.5deg,RW,252114745958.59055
3490,2039,1.5deg,SD,1922590534538.3667
3491,2039,1.5deg,SL,149312917769.1442
3492,2039,1.5deg,SN,150766057157.45856
3493,2039,1.5deg,SO,365092358971.6354
3494,2039,1.5deg,SS,76527134755.07059
3495,2039,1.5deg,SZ,105002612242.60593
3496,2039,1.5deg,TD,371347540727.3189
3497,2039,1.5deg,TG,120688120043.29424
3498,2039,1.5deg,TN,646373706127.9814
3499,2039,1.5deg,TZ,678495327412.8578
3500,2039,1.5deg,UG,434166788294.4429
3501,2039,1.5deg,ZA,980145555308.7668
3502,2039,1.5deg,ZM,1113151851767.8628
3503,2039,1.5deg,ZW,692295569339.9683
3504,2039,2.0deg,AO,936296149697.2059
3505,2039,2.0deg,BF,362739788320.6446
3506,2039,2.0deg,BI,113798042183.96878
3507,2039,2.0deg,BJ,107066113196.75774
3508,2039,2.0deg,BW,365824733427.455
3509,2039,2.0deg,CD,546944246699.0735
3510,2039,2.0deg,CF,62528989893.91536
3511,2039,2.0deg,CG,301257551679.3866
3512,2039,2.0deg,CI,294895578276.63873
3513,2039,2.0deg,CM,494221652856.84454
3514,2039,2.0deg,DJ,24422448031.57981
3515,2039,2.0deg,DZ,1162516465470.1755
3516,2039,2.0deg,EG,3201169880669.7275
3517,2039,2.0deg,ER,75577934994.77113
3518,2039,2.0deg,ET,1156949563393.1326
3519,2039,2.0deg,GA,232818717153.36264
3520,2039,2.0deg,GH,538456175064.69543
3521,2039,2.0deg,GM,42043328633.91794
3522,2039,2.0deg,GN,130907390786.01772
3523,2039,2.0deg,GQ,93737594397.51385
3524,2039,2.0deg,GW,35090510440.82941
3525,2039,2.0deg,KE,1262670633567.664
3526,2039,2.0deg,LR,94449282602.9059
3527,2039,2.0deg,LS,118477496234.91191
3528,2039,2.0deg,LY,787710616765.1396
3529,2039,2.0deg,MA,1359749028275.9124
3530,2039,2.0deg,ML,924313766697.096
3531,2039,2.0deg,MR,116482680263.31444
3532,2039,2.0deg,MW,337840807286.78033
3533,2039,2.0deg,MZ,1572070615193.7644
3534,2039,2.0deg,NE,504012284375.7953
3535,2039,2.0deg,NG,4375801514226.678
3536,2039,2.0deg,NM,386487144176.4466
3537,2039,2.0deg,RW,270905267117.4691
3538,2039,2.0deg,SD,1509456462784.8328
3539,2039,2.0deg,SL,106264085357.75024
3540,2039,2.0deg,SN,157189033377.8034
3541,2039,2.0deg,SO,388528259632.7882
3542,2039,2.0deg,SS,80712900945.86494
3543,2039,2.0deg,SZ,96568865653.27165
3544,2039,2.0deg,TD,391629889988.866
3545,2039,2.0deg,TG,54386013720.18027
3546,2039,2.0deg,TN,757019848890.7543
3547,2039,2.0deg,TZ,744517914348.6628
3548,2039,2.0deg,UG,465183036584.6592
3549,2039,2.0deg,ZA,1234340941721.0146
3550,2039,2.0deg,ZM,1098169109049.6696
3551,2039,2.0deg,ZW,687699275713.9155
3552,2039,Reference,AO,1074634418149.3925
3553,2039,Reference,BF,385079844356.67645
3554,2039,Reference,BI,126616949817.74638
3555,2039,Reference,BJ,115237796461.1154
3556,2039,Reference,BW,364300712985.77386
3557,2039,Reference,CD,643298492336.6215
3558,2039,Reference,CF,71170083729.2485
3559,2039,Reference,CG,328575544317.1929
3560,2039,Reference,CI,345969877100.87573
3561,2039,Reference,CM,560249961336.9918
3562,2039,Reference,DJ,32216682404.71232
3563,2039,Reference,DZ,1513333157368.7002
3564,2039,Reference,EG,2936116950558.292
3565,2039,Reference,ER,84193968667.6885
3566,2039,Reference,ET,1334588396521.1865
3567,2039,Reference,GA,262185307236.54294
3568,2039,Reference,GH,575991011676.2822
3569,2039,Reference,GM,43612421193.63543
3570,2039,Reference,GN,179039522836.7574
3571,2039,Reference,GQ,105681327771.36581
3572,2039,Reference,GW,38590793843.27611
3573,2039,Reference,KE,1417896073452.1287
3574,2039,Reference,LR,98650998806.28775
3575,2039,Reference,LS,126795255737.41278
3576,2039,Reference,LY,937749230691.8291
3577,2039,Reference,MA,1545406655521.2754
3578,2039,Reference,ML,1043026158753.4119
3579,2039,Reference,MR,210396433905.883
3580,2039,Reference,MW,380872780364.1765
3581,2039,Reference,MZ,1103114505613.6335
3582,2039,Reference,NE,513239741137.44946
3583,2039,Reference,NG,4829748540762.122
3584,2039,Reference,NM,250022843587.98596
3585,2039,Reference,RW,311666407383.8623
3586,2039,Reference,SD,1664230915203.0037
3587,2039,Reference,SL,171161542479.77808
3588,2039,Reference,SN,191507496953.50497
3589,2039,Reference,SO,441036529925.1326
3590,2039,Reference,SS,89524044345.79993
3591,2039,Reference,SZ,84720452820.90723
3592,2039,Reference,TD,420004131443.4064
3593,2039,Reference,TG,62493696461.66374
3594,2039,Reference,TN,875605581525.5793
3595,2039,Reference,TZ,792561417455.3372
3596,2039,Reference,UG,529639930259.3976
3597,2039,Reference,ZA,2541349553567.893
3598,2039,Reference,ZM,1224508942017.462
3599,2039,Reference,ZW,762564439728.1094
3600,2040,1.5deg,AO,963771293857.0619
3601,2040,1.5deg,BF,363935014866.3718
3602,2040,1.5deg,BI,96957792317.44958
3603,2040,1.5deg,BJ,104815969698.34055
3604,2040,1.5deg,BW,392515079568.27106
3605,2040,1.5deg,CD,713787932173.3914
3606,2040,1.5deg,CF,65490024812.49993
3607,2040,1.5deg,CG,304669820438.61786
3608,2040,1.5deg,CI,351780024828.0567
3609,2040,1.5deg,CM,492182839548.22296
3610,2040,1.5deg,DJ,24850162180.22495
3611,2040,1.5deg,DZ,945072670506.9143
3612,2040,1.5deg,EG,2805847021538.96
3613,2040,1.5deg,ER,79343698306.75856
3614,2040,1.5deg,ET,1147348294395.7915
3615,2040,1.5deg,GA,233309871077.1524
3616,2040,1.5deg,GH,613470453369.0658
3617,2040,1.5deg,GM,43249815835.05879
3618,2040,1.5deg,GN,176621984754.39148
3619,2040,1.5deg,GQ,93049344475.22897
3620,2040,1.5deg,GW,35090003365.26449
3621,2040,1.5deg,KE,1265959176198.1277
3622,2040,1.5deg,LR,113001847484.8612
3623,2040,1.5deg,LS,122203560045.7166
3624,2040,1.5deg,LY,697983349266.3944
3625,2040,1.5deg,MA,1358332000275.9185
3626,2040,1.5deg,ML,797170979461.8835
3627,2040,1.5deg,MR,135855912143.73567
3628,2040,1.5deg,MW,355414475270.901
3629,2040,1.5deg,MZ,1684337860745.5654
3630,2040,1.5deg,NE,607605705553.4362
3631,2040,1.5deg,NG,4701486030170.868
3632,2040,1.5deg,NM,430226301649.9262
3633,2040,1.5deg,RW,271112047526.7667
3634,2040,1.5deg,SD,2191913567462.0957
3635,2040,1.5deg,SL,157520478850.74335
3636,2040,1.5deg,SN,172209744853.41983
3637,2040,1.5deg,SO,390897917484.73865
3638,2040,1.5deg,SS,79910899494.98814
3639,2040,1.5deg,SZ,163549246107.28064
3640,2040,1.5deg,TD,402378491740.7375
3641,2040,1.5deg,TG,143685916555.22662
3642,2040,1.5deg,TN,687871342393.1119
3643,2040,1.5deg,TZ,787985785354.3962
3644,2040,1.5deg,UG,493262524919.16614
3645,2040,1.5deg,ZA,1009205116996.9894
3646,2040,1.5deg,ZM,1182430787872.949
3647,2040,1.5deg,ZW,799842819812.1191
3648,2040,2.0deg,AO,1012487481772.2671
3649,2040,2.0deg,BF,378520358623.6008
3650,2040,2.0deg,BI,108367195682.44783
3651,2040,2.0deg,BJ,111841130313.0271
3652,2040,2.0deg,BW,395881828837.9951
3653,2040,2.0deg,CD,611027233959.7604
3654,2040,2.0deg,CF,67000333946.477875
3655,2040,2.0deg,CG,319626750532.8524
3656,2040,2.0deg,CI,338513357905.8474
3657,2040,2.0deg,CM,525674485752.97943
3658,2040,2.0deg,DJ,30277493898.83685
3659,2040,2.0deg,DZ,1132146669952.4119
3660,2040,2.0deg,EG,3327428077041.8784
3661,2040,2.0deg,ER,83453923350.45413
3662,2040,2.0deg,ET,1249106848019.2559
3663,2040,2.0deg,GA,245577140743.96664
3664,2040,2.0deg,GH,571164083740.3433
3665,2040,2.0deg,GM,43008416979.717636
3666,2040,2.0deg,GN,141979438105.43417
3667,2040,2.0deg,GQ,99867370051.0983
3668,2040,2.0deg,GW,36900494780.32313
3669,2040,2.0deg,KE,1353785122901.1184
3670,2040,2.0deg,LR,90040252839.06363
3671,2040,2.0deg,LS,134219019056.99045
3672,2040,2.0deg,LY,813498550352.4594
3673,2040,2.0deg,MA,1444411685620.868
3674,2040,2.0deg,ML,933229612715.964
3675,2040,2.0deg,MR,122231027917.76276
3676,2040,2.0deg,MW,384768527770.7121
3677,2040,2.0deg,MZ,1743920860205.8682
3678,2040,2.0deg,NE,525960216465.7796
3679,2040,2.0deg,NG,4662546409754.343
3680,2040,2.0deg,NM,442092044309.56683
3681,2040,2.0deg,RW,290883543493.7064
3682,2040,2.0deg,SD,1644939558433.2434
3683,2040,2.0deg,SL,113986504437.2875
3684,2040,2.0deg,SN,166189628203.84598
3685,2040,2.0deg,SO,416634673211.91394
3686,2040,2.0deg,SS,84655320865.33887
3687,2040,2.0deg,SZ,223146018553.11206
3688,2040,2.0deg,TD,418781063636.5873
3689,2040,2.0deg,TG,61868364084.62616
3690,2040,2.0deg,TN,815838314371.2223
3691,2040,2.0deg,TZ,869961781672.0358
3692,2040,2.0deg,UG,533472453399.83234
3693,2040,2.0deg,ZA,1321068340391.0566
3694,2040,2.0deg,ZM,1207615078748.1006
3695,2040,2.0deg,ZW,745949837826.4741
3696,2040,Reference,AO,1161449390859.6157
3697,2040,Reference,BF,407887120640.6192
3698,2040,Reference,BI,140278604262.68387
3699,2040,Reference,BJ,121885173719.72566
3700,2040,Reference,BW,397754592644.69806
3701,2040,Reference,CD,738815722972.2017
3702,2040,Reference,CF,78656696209.10533
3703,2040,Reference,CG,353727283033.1524
3704,2040,Reference,CI,347623734941.6019
3705,2040,Reference,CM,605414278338.802
3706,2040,Reference,DJ,36559833498.5934
3707,2040,Reference,DZ,1522079342907.0234
3708,2040,Reference,EG,2972095616712.4717
3709,2040,Reference,ER,90564364129.25867
3710,2040,Reference,ET,1480967450962.495
3711,2040,Reference,GA,282089341222.536
3712,2040,Reference,GH,609105780445.7957
3713,2040,Reference,GM,44818908394.77628
3714,2040,Reference,GN,176621984754.39148
3715,2040,Reference,GQ,113563849152.86707
3716,2040,Reference,GW,40883575893.452126
3717,2040,Reference,KE,1502600334606.89
3718,2040,Reference,LR,105949960682.21686
3719,2040,Reference,LS,138317971451.42752
3720,2040,Reference,LY,966219717788.389
3721,2040,Reference,MA,1604693055060.969
3722,2040,Reference,ML,1147811530942.2463
3723,2040,Reference,MR,225874437406.70734
3724,2040,Reference,MW,425836665774.17145
3725,2040,Reference,MZ,1253118230899.276
3726,2040,Reference,NE,546864827400.0953
3727,2040,Reference,NG,5176085583399.976
3728,2040,Reference,NM,295100805740.7879
3729,2040,Reference,RW,335619502097.0867
3730,2040,Reference,SD,1818260791232.2756
3731,2040,Reference,SL,180815468391.1645
3732,2040,Reference,SN,215221075633.7405
3733,2040,Reference,SO,471281497514.6607
3734,2040,Reference,SS,94587886229.89839
3735,2040,Reference,SZ,92131724770.0215
3736,2040,Reference,TD,446805265269.0039
3737,2040,Reference,TG,66508792361.937904
3738,2040,Reference,TN,920209104293.7212
3739,2040,Reference,TZ,951693852987.5342
3740,2040,Reference,UG,592319528301.7251
3741,2040,Reference,ZA,2660513367981.2427
3742,2040,Reference,ZM,1307658119426.0916
3743,2040,Reference,ZW,831771543239.4912
3744,2041,1.5deg,AO,1056564176023.5023
3745,2041,1.5deg,BF,379133578681.7981
3746,2041,1.5deg,BI,116512113751.21272
3747,2041,1.5deg,BJ,127102862094.7983
3748,2041,1.5deg,BW,423660498130.106
3749,2041,1.5deg,CD,770582831104.9615
3750,2041,1.5deg,CF,73273429723.0182
3751,2041,1.5deg,CG,322743772504.1175
3752,2041,1.5deg,CI,370708148857.3406
3753,2041,1.5deg,CM,529115543445.2492
3754,2041,1.5deg,DJ,28591844438.012806
3755,2041,1.5deg,DZ,973076400148.5906
3756,2041,1.5deg,EG,2930393343959.1465
3757,2041,1.5deg,ER,89081330107.21284
3758,2041,1.5deg,ET,1280657258131.9492
3759,2041,1.5deg,GA,250885448597.96652
3760,2041,1.5deg,GH,642483378176.7146
3761,2041,1.5deg,GM,44215411256.4234
3762,2041,1.5deg,GN,179639470446.15588
3763,2041,1.5deg,GQ,99928682801.47314
3764,2041,1.5deg,GW,40159379327.42868
3765,2041,1.5deg,KE,1345180783545.9058
3766,2041,1.5deg,LR,114817916731.1339
3767,2041,1.5deg,LS,142279616610.2411
3768,2041,1.5deg,LY,718507901079.8938
3769,2041,1.5deg,MA,1450491165742.89
3770,2041,1.5deg,ML,817482293866.4888
3771,2041,1.5deg,MR,145010293995.9793
3772,2041,1.5deg,MW,411559069468.6561
3773,2041,1.5deg,MZ,1883468308470.1816
3774,2041,1.5deg,NE,693324996675.2922
3775,2041,1.5deg,NG,5255558047828.282
3776,2041,1.5deg,NM,490026974796.572
3777,2041,1.5deg,RW,296586709144.8085
3778,2041,1.5deg,SD,2449831795523.7456
3779,2041,1.5deg,SL,165728039932.3425
3780,2041,1.5deg,SN,207306490864.40262
3781,2041,1.5deg,SO,422150888398.2693
3782,2041,1.5deg,SS,84289310676.1199
3783,2041,1.5deg,SZ,311845706089.9116
3784,2041,1.5deg,TD,434026795307.81824
3785,2041,1.5deg,TG,153703969051.88443
3786,2041,1.5deg,TN,733075511109.2169
3787,2041,1.5deg,TZ,925575614329.1648
3788,2041,1.5deg,UG,567109114004.0652
3789,2041,1.5deg,ZA,1161446558511.8037
3790,2041,1.5deg,ZM,1260523317575.8118
3791,2041,1.5deg,ZW,862438561320.8185
3792,2041,2.0deg,AO,1095913576919.0289
3793,2041,2.0deg,BF,393658212720.0833
3794,2041,2.0deg,BI,126110011550.02249
3795,2041,2.0deg,BJ,134223665238.99638
3796,2041,2.0deg,BW,423526963997.38336
3797,2041,2.0deg,CD,671926227303.9578
3798,2041,2.0deg,CF,73981671271.44371
3799,2041,2.0deg,CG,339575785090.23126
3800,2041,2.0deg,CI,383114688404.2146
3801,2041,2.0deg,CM,562419049214.8696
3802,2041,2.0deg,DJ,33536378445.9424
3803,2041,2.0deg,DZ,1173704515295.8367
3804,2041,2.0deg,EG,3445604792217.6353
3805,2041,2.0deg,ER,88491766987.9792
3806,2041,2.0deg,ET,1397762500048.1177
3807,2041,2.0deg,GA,261651442987.83527
3808,2041,2.0deg,GH,591263200978.0571
3809,2041,2.0deg,GM,44939607822.44685
3810,2041,2.0deg,GN,152559877583.36465
3811,2041,2.0deg,GQ,105901488518.83841
3812,2041,2.0deg,GW,38710986195.38177
3813,2041,2.0deg,KE,1418735989188.185
3814,2041,2.0deg,LR,98489212776.00394
3815,2041,2.0deg,LS,150748081525.04465
3816,2041,2.0deg,LY,840562340692.2236
3817,2041,2.0deg,MA,1532598615837.4387
3818,2041,2.0deg,ML,936713322361.8961
3819,2041,2.0deg,MR,132962025441.6258
3820,2041,2.0deg,MW,421702552637.9084
3821,2041,2.0deg,MZ,2073095724142.2583
3822,2041,2.0deg,NE,568099078478.723
3823,2041,2.0deg,NG,5024088627968.215
3824,2041,2.0deg,NM,486674723871.07227
3825,2041,2.0deg,RW,311703309469.43695
3826,2041,2.0deg,SD,1783705315071.7725
3827,2041,2.0deg,SL,121168531065.82545
3828,2041,2.0deg,SN,183033308839.26675
3829,2041,2.0deg,SO,445396614260.2758
3830,2041,2.0deg,SS,93581786365.8649
3831,2041,2.0deg,SZ,250889095945.54462
3832,2041,2.0deg,TD,448562699116.155
3833,2041,2.0deg,TG,86008249618.74136
3834,2041,2.0deg,TN,872387048891.7699
3835,2041,2.0deg,TZ,993305318896.8323
3836,2041,2.0deg,UG,596697442454.1805
3837,2041,2.0deg,ZA,1707876027032.6821
3838,2041,2.0deg,ZM,1281241729627.1519
3839,2041,2.0deg,ZW,805648793071.0796
3840,2041,Reference,AO,1248432285608.0183
3841,2041,Reference,BF,428072599615.52313
3842,2041,Reference,BI,159228414406.9643
3843,2041,Reference,BJ,126647494112.25269
3844,2041,Reference,BW,427467334468.31744
3845,2041,Reference,CD,819188892847.1954
3846,2041,Reference,CF,84241561832.72708
3847,2041,Reference,CG,377346743777.14044
3848,2041,Reference,CI,371721199875.3474
3849,2041,Reference,CM,642539236230.8756
3850,2041,Reference,DJ,40180816328.71068
3851,2041,Reference,DZ,1571825862986.5803
3852,2041,Reference,EG,2990581521308.044
3853,2041,Reference,ER,98538935794.5365
3854,2041,Reference,ET,1657173900718.6902
3855,2041,Reference,GA,299691184751.17847
3856,2041,Reference,GH,634751403012.6752
3857,2041,Reference,GM,46870798665.17607
3858,2041,Reference,GN,176621984754.39148
3859,2041,Reference,GQ,120270694695.30655
3860,2041,Reference,GW,42935466163.85192
3861,2041,Reference,KE,1572668820178.5752
3862,2041,Reference,LR,110290167285.06917
3863,2041,Reference,LS,147615713912.94193
3864,2041,Reference,LY,990092542378.8164
3865,2041,Reference,MA,1658417688668.3135
3866,2041,Reference,ML,1228780579705.2366
3867,2041,Reference,MR,259815432018.5062
3868,2041,Reference,MW,458108122067.68317
3869,2041,Reference,MZ,1459114894758.3972
3870,2041,Reference,NE,598244066032.9711
3871,2041,Reference,NG,5559646837355.001
3872,2041,Reference,NM,317579666071.00055
3873,2041,Reference,RW,358032408776.0772
3874,2041,Reference,SD,1969908113233.5852
3875,2041,Reference,SL,189988624894.12827
3876,2041,Reference,SN,225509060350.1604
3877,2041,Reference,SO,503144663226.3723
3878,2041,Reference,SS,98984635171.18149
3879,2041,Reference,SZ,97328514104.22285
3880,2041,Reference,TD,474200399001.72943
3881,2041,Reference,TG,70491873475.06691
3882,2041,Reference,TN,966165067667.8308
3883,2041,Reference,TZ,1087186277961.1134
3884,2041,Reference,UG,650953849329.5004
3885,2041,Reference,ZA,2726610005780.6655
3886,2041,Reference,ZM,1388278636265.7004
3887,2041,Reference,ZW,893737070303.2686
3888,2042,1.5deg,AO,1148301434132.46
3889,2042,1.5deg,BF,396681226716.43835
3890,2042,1.5deg,BI,137713088925.20847
3891,2042,1.5deg,BJ,149383639433.68604
3892,2042,1.5deg,BW,462289281207.5167
3893,2042,1.5deg,CD,860503929297.5164
3894,2042,1.5deg,CF,78812411965.77025
3895,2042,1.5deg,CG,342945122961.63
3896,2042,1.5deg,CI,392015450571.6215
3897,2042,1.5deg,CM,572172746474.4464
3898,2042,1.5deg,DJ,32574925551.14181
3899,2042,1.5deg,DZ,995981374967.9933
3900,2042,1.5deg,EG,3034478705607.045
3901,2042,1.5deg,ER,98134801333.63588
3902,2042,1.5deg,ET,1430891183996.2605
3903,2042,1.5deg,GA,269986696449.73932
3904,2042,1.5deg,GH,675920357611.7968
3905,2042,1.5deg,GM,45301706105.45858
3906,2042,1.5deg,GN,184226048697.63776
3907,2042,1.5deg,GQ,116185568797.76761
3908,2042,1.5deg,GW,42573367880.840195
3909,2042,1.5deg,KE,1423923982094.3188
3910,2042,1.5deg,LR,121206366113.07089
3911,2042,1.5deg,LS,157004946786.0514
3912,2042,1.5deg,LY,738760731631.5604
3913,2042,1.5deg,MA,1542184265409.1082
3914,2042,1.5deg,ML,863823051140.9537
3915,2042,1.5deg,MR,144805119530.0883
3916,2042,1.5deg,MW,458832521153.7321
3917,2042,1.5deg,MZ,2152415767577.7883
3918,2042,1.5deg,NE,767128103782.234
3919,2042,1.5deg,NG,5827760259204.236
3920,2042,1.5deg,NM,571054395546.3557
3921,2042,1.5deg,RW,319205162569.6806
3922,2042,1.5deg,SD,2721497732080.522
3923,2042,1.5deg,SL,174657769277.7055
3924,2042,1.5deg,SN,225785256745.2047
3925,2042,1.5deg,SO,455958720952.5688
3926,2042,1.5deg,SS,92347788390.45067
3927,2042,1.5deg,SZ,393055081859.33246
3928,2042,1.5deg,TD,462099300111.1553
3929,2042,1.5deg,TG,164325518686.8951
3930,2042,1.5deg,TN,778189302804.1432
3931,2042,1.5deg,TZ,1074577364197.6824
3932,2042,1.5deg,UG,636398780163.7224
3933,2042,1.5deg,ZA,1455710015211.7598
3934,2042,1.5deg,ZM,1341598677812.4834
3935,2042,1.5deg,ZW,1053458493871.0106
3936,2042,2.0deg,AO,1182990578147.9722
3937,2042,2.0deg,BF,411225512021.13293
3938,2042,2.0deg,BI,144456324555.95004
3939,2042,2.0deg,BJ,156983012653.89276
3940,2042,2.0deg,BW,451051399729.101
3941,2042,2.0deg,CD,756794268048.4496
3942,2042,2.0deg,CF,78562003841.43735
3943,2042,2.0deg,CG,358188468236.7321
3944,2042,2.0deg,CI,411362667647.56213
3945,2042,2.0deg,CM,593816613469.8044
3946,2042,2.0deg,DJ,37036661848.38911
3947,2042,2.0deg,DZ,1212576413973.8079
3948,2042,2.0deg,EG,3564795552838.004
3949,2042,2.0deg,ER,96351281661.28613
3950,2042,2.0deg,ET,1541469475542.4854
3951,2042,2.0deg,GA,278714918787.60333
