,Year,Scenario,Country,value
633,2019,2.0deg,CM,64540042038.793655
634,2019,2.0deg,DJ,66426899.003701165
635,2019,2.0deg,DZ,942724797377.563
636,2019,2.0deg,EG,1826575973455.3396
637,2019,2.0deg,ER,272315021.579787
638,2019,2.0deg,ET,216182798239.95932
639,2019,2.0deg,GA,16688966673.042587
640,2019,2.0deg,GH,180108573586.5888
641,2019,2.0deg,GM,190168780.06375965
642,2019,2.0deg,GN,15821373697.137487
643,2019,2.0deg,GQ,17054751296.193317
644,2019,2.0deg,GW,26875004.94042871
645,2019,2.0deg,KE,124057723719.5179
646,2019,2.0deg,LR,3252114522.5939674
647,2019,2.0deg,LS,3291377140.566262
648,2019,2.0deg,LY,269969957664.5544
649,2019,2.0deg,MA,218721691504.64252
650,2019,2.0deg,ML,12576111916.401836
651,2019,2.0deg,MR,10900914898.466022
652,2019,2.0deg,MW,19762106312.65085
653,2019,2.0deg,MZ,106860990483.5118
654,2019,2.0deg,NE,6566089610.695349
655,2019,2.0deg,NG,628417093361.9686
656,2019,2.0deg,NM,20587681349.952312
657,2019,2.0deg,RW,8391934730.957443
658,2019,2.0deg,SD,87729572569.34613
659,2019,2.0deg,SL,3127703491.4570284
660,2019,2.0deg,SN,15198731467.960964
661,2019,2.0deg,SO,748533829.0133646
662,2019,2.0deg,SS,236804288.81472096
663,2019,2.0deg,SZ,2797068479.9173856
664,2019,2.0deg,TD,3336502323.577021
665,2019,2.0deg,TG,3168606507.9769516
666,2019,2.0deg,TN,121149959621.47705
667,2019,2.0deg,TZ,36820100028.1736
668,2019,2.0deg,UG,68292595351.56893
669,2019,2.0deg,ZA,712635743480.1149
670,2019,2.0deg,ZM,105801156904.21997
671,2019,2.0deg,ZW,56903774576.476036
672,2019,Reference,AO,195132833821.7693
673,2019,Reference,BF,10883895936.457563
674,2019,Reference,BI,2489026513.144624
675,2019,Reference,BJ,14449448923.721859
676,2019,Reference,BW,6041801120.098058
677,2019,Reference,CD,115779964362.01546
678,2019,Reference,CF,546652407.7236389
679,2019,Reference,CG,32497134284.629997
680,2019,Reference,CI,39430486253.83676
681,2019,Reference,CM,64540042038.793655
682,2019,Reference,DJ,66426899.003701165
683,2019,Reference,DZ,961906813000.5958
684,2019,Reference,EG,1836673334817.045
685,2019,Reference,ER,272822097.1447008
686,2019,Reference,ET,216182798239.95932
687,2019,Reference,GA,16688966673.042587
688,2019,Reference,GH,180108573586.5888
689,2019,Reference,GM,190168780.06375965
690,2019,Reference,GN,16124604884.95591
691,2019,Reference,GQ,17054751296.193317
692,2019,Reference,GW,57299538.83525368
693,2019,Reference,KE,124057723719.5179
694,2019,Reference,LR,3239944709.0360374
695,2019,Reference,LS,3290870065.0013485
696,2019,Reference,LY,295210366117.67865
697,2019,Reference,MA,218838229334.80826
698,2019,Reference,ML,12410805282.239952
699,2019,Reference,MR,11033768696.473423
700,2019,Reference,MW,19762106312.65085
701,2019,Reference,MZ,106860990483.5118
702,2019,Reference,NE,6566089610.695349
703,2019,Reference,NG,628417093361.9686
704,2019,Reference,NM,20587681349.952312
705,2019,Reference,RW,8391934730.957443
706,2019,Reference,SD,87729572569.34613
707,2019,Reference,SL,3108434619.990306
708,2019,Reference,SN,15486750388.831972
709,2019,Reference,SO,748533829.0133646
710,2019,Reference,SS,236804288.81472096
711,2019,Reference,SZ,2797068479.9173856
712,2019,Reference,TD,3336502323.577021
713,2019,Reference,TG,3168606507.9769516
714,2019,Reference,TN,125461826250.0643
715,2019,Reference,TZ,36808437290.18058
716,2019,Reference,UG,68292595351.56893
717,2019,Reference,ZA,713443989721.5869
718,2019,Reference,ZM,103872643779.21892
719,2019,Reference,ZW,56903774576.476036
720,2020,1.5deg,AO,217299103165.43027
721,2020,1.5deg,BF,26908031952.66519
722,2020,1.5deg,BI,19017749046.104744
723,2020,1.5deg,BJ,21995109070.42782
724,2020,1.5deg,BW,1590807864.7350194
725,2020,1.5deg,CD,123041622577.48897
726,2020,1.5deg,CF,16078847909.85941
727,2020,1.5deg,CG,47245787341.05081
728,2020,1.5deg,CI,39398033417.68228
729,2020,1.5deg,CM,111248407905.76648
730,2020,1.5deg,DJ,66426899.003701165
731,2020,1.5deg,DZ,898908774385.7002
732,2020,1.5deg,EG,1851825317183.518
733,2020,1.5deg,ER,5945695197.661773
734,2020,1.5deg,ET,264846134092.4765
735,2020,1.5deg,GA,33715383224.35059
736,2020,1.5deg,GH,197028789342.10455
737,2020,1.5deg,GM,2127951605.1368544
738,2020,1.5deg,GN,30848076407.776947
739,2020,1.5deg,GQ,26910241174.885963
740,2020,1.5deg,GW,8154302704.06212
741,2020,1.5deg,KE,169361963300.14417
742,2020,1.5deg,LR,14223085551.49354
743,2020,1.5deg,LS,3290870065.0013485
744,2020,1.5deg,LY,409822342328.2623
745,2020,1.5deg,MA,301402523518.6723
746,2020,1.5deg,ML,77107819475.25497
747,2020,1.5deg,MR,20747006717.811382
748,2020,1.5deg,MW,19538485988.523888
749,2020,1.5deg,MZ,106860990483.5118
750,2020,1.5deg,NE,47358836576.9048
751,2020,1.5deg,NG,942384388211.6438
752,2020,1.5deg,NM,20587681349.952312
753,2020,1.5deg,RW,35766211543.70609
754,2020,1.5deg,SD,87729572569.34613
755,2020,1.5deg,SL,21696146481.25901
756,2020,1.5deg,SN,62018586896.50975
757,2020,1.5deg,SO,18639431204.763954
758,2020,1.5deg,SS,18833256884.677803
759,2020,1.5deg,SZ,2797068479.9173856
760,2020,1.5deg,TD,10029781336.132696
761,2020,1.5deg,TG,6824726706.341671
762,2020,1.5deg,TN,127935686494.34274
763,2020,1.5deg,TZ,37156274165.34187
764,2020,1.5deg,UG,87323382674.90591
765,2020,1.5deg,ZA,727589314810.5032
766,2020,1.5deg,ZM,138822299762.49274
767,2020,1.5deg,ZW,50731028862.53507
768,2020,2.0deg,AO,217299103165.43027
769,2020,2.0deg,BF,27097678213.942932
770,2020,2.0deg,BI,19017749046.104744
771,2020,2.0deg,BJ,22211422520.388382
772,2020,2.0deg,BW,1590807864.7350194
773,2020,2.0deg,CD,122131950382.74072
774,2020,2.0deg,CF,16078847909.85941
775,2020,2.0deg,CG,47215464934.559204
776,2020,2.0deg,CI,39468009845.64038
777,2020,2.0deg,CM,111763888816.1238
778,2020,2.0deg,DJ,66426899.003701165
779,2020,2.0deg,DZ,917938302995.8174
780,2020,2.0deg,EG,1859860754903.7942
781,2020,2.0deg,ER,5946202273.2266865
782,2020,2.0deg,ET,264846134092.4765
783,2020,2.0deg,GA,29320221132.02009
784,2020,2.0deg,GH,196800098262.32846
785,2020,2.0deg,GM,189661704.4988459
786,2020,2.0deg,GN,28276894429.24216
787,2020,2.0deg,GQ,26910241174.885963
788,2020,2.0deg,GW,7375849052.592894
789,2020,2.0deg,KE,169361963300.14417
790,2020,2.0deg,LR,21960525811.53325
791,2020,2.0deg,LS,3290870065.0013485
792,2020,2.0deg,LY,428617364290.76526
793,2020,2.0deg,MA,301402523518.6723
794,2020,2.0deg,ML,114602209171.34422
795,2020,2.0deg,MR,20235657195.525036
796,2020,2.0deg,MW,19538485988.523888
797,2020,2.0deg,MZ,106860990483.5118
798,2020,2.0deg,NE,65394398551.55996
799,2020,2.0deg,NG,942384388211.6438
800,2020,2.0deg,NM,20587681349.952312
801,2020,2.0deg,RW,35462987478.79002
802,2020,2.0deg,SD,87729572569.34613
803,2020,2.0deg,SL,18564553344.167915
804,2020,2.0deg,SN,20957502342.191185
805,2020,2.0deg,SO,18639431204.763954
806,2020,2.0deg,SS,18833256884.677803
807,2020,2.0deg,SZ,2797068479.9173856
808,2020,2.0deg,TD,10022682278.223904
809,2020,2.0deg,TG,6824726706.341671
810,2020,2.0deg,TN,127935686494.34274
811,2020,2.0deg,TZ,37150696334.12782
812,2020,2.0deg,UG,89536918348.79326
813,2020,2.0deg,ZA,728826119524.1979
814,2020,2.0deg,ZM,138822299762.49274
815,2020,2.0deg,ZW,50633287456.5896
816,2020,Reference,AO,217299103165.43027
817,2020,Reference,BF,26894847987.977432
818,2020,Reference,BI,19017749046.104744
819,2020,Reference,BJ,20942040179.663395
820,2020,Reference,BW,6316228913.714191
821,2020,Reference,CD,123039594275.2293
822,2020,Reference,CF,16078847909.85941
823,2020,Reference,CG,41778223921.48328
824,2020,Reference,CI,39430486253.83676
825,2020,Reference,CM,113765167644.56989
826,2020,Reference,DJ,66426899.003701165
827,2020,Reference,DZ,1000203601010.5168
828,2020,Reference,EG,1863014285178.9214
829,2020,Reference,ER,4625100551.194228
830,2020,Reference,ET,264846134092.4765
831,2020,Reference,GA,27156251718.553253
832,2020,Reference,GH,197108907281.3609
833,2020,Reference,GM,438159617.7487904
834,2020,Reference,GN,30848076407.776947
835,2020,Reference,GQ,26820288106.540966
836,2020,Reference,GW,7913410924.285882
837,2020,Reference,KE,169361963300.14417
838,2020,Reference,LR,10722802149.046835
839,2020,Reference,LS,3290870065.0013485
840,2020,Reference,LY,333545510576.0125
841,2020,Reference,MA,243486727119.70178
842,2020,Reference,ML,77099199190.65141
843,2020,Reference,MR,29693804104.99225
844,2020,Reference,MW,19542035517.478283
845,2020,Reference,MZ,106860990483.5118
846,2020,Reference,NE,42052415440.873474
847,2020,Reference,NG,843963980822.6274
848,2020,Reference,NM,20587681349.952312
849,2020,Reference,RW,30913267417.780052
850,2020,Reference,SD,87729572569.34613
851,2020,Reference,SL,21696146481.25901
852,2020,Reference,SN,69260552556.74431
853,2020,Reference,SO,18639431204.763954
854,2020,Reference,SS,18833256884.677803
855,2020,Reference,SZ,2797068479.9173856
856,2020,Reference,TD,9990229442.069422
857,2020,Reference,TG,6400213015.459164
858,2020,Reference,TN,131769476998.61453
859,2020,Reference,TZ,37151203409.69273
860,2020,Reference,UG,85504038285.40945
861,2020,Reference,ZA,718281325536.6191
862,2020,Reference,ZM,137893756406.01074
863,2020,Reference,ZW,56903774576.476036
864,2021,1.5deg,AO,220409127069.3781
865,2021,1.5deg,BF,42999631310.58468
866,2021,1.5deg,BI,25048156749.54932
867,2021,1.5deg,BJ,26640117222.261055
868,2021,1.5deg,BW,3519970405.20458
869,2021,1.5deg,CD,118756528826.43893
870,2021,1.5deg,CF,20180600148.399338
871,2021,1.5deg,CG,55956750981.35958
872,2021,1.5deg,CI,38718263585.744064
873,2021,1.5deg,CM,101481550562.07935
874,2021,1.5deg,DJ,3926318098.633002
875,2021,1.5deg,DZ,956931837487.6128
876,2021,1.5deg,EG,1554849475231.6738
877,2021,1.5deg,ER,7997585468.061565
878,2021,1.5deg,ET,333843551262.11694
879,2021,1.5deg,GA,37527145128.67606
880,2021,1.5deg,GH,221202642667.21237
881,2021,1.5deg,GM,2067609612.9121184
882,2021,1.5deg,GN,66273478495.36129
883,2021,1.5deg,GQ,28790230377.36563
884,2021,1.5deg,GW,8588928236.077618
885,2021,1.5deg,KE,190086415293.557
886,2021,1.5deg,LR,14200774226.637335
887,2021,1.5deg,LS,3290870065.0013485
888,2021,1.5deg,LY,525448383839.1841
889,2021,1.5deg,MA,354978235110.5225
890,2021,1.5deg,ML,114092582785.38481
891,2021,1.5deg,MR,71679538483.03589
892,2021,1.5deg,MW,19516195208.73937
893,2021,1.5deg,MZ,106496107454.48267
894,2021,1.5deg,NE,62645233507.10338
895,2021,1.5deg,NG,1069210142645.9895
896,2021,1.5deg,NM,20465967771.15191
897,2021,1.5deg,RW,35460959176.530365
898,2021,1.5deg,SD,307057312537.7107
899,2021,1.5deg,SL,32846666843.294712
900,2021,1.5deg,SN,61641829751.77883
901,2021,1.5deg,SO,76431909535.32764
902,2021,1.5deg,SS,20015830737.850502
903,2021,1.5deg,SZ,2775791851.262695
904,2021,1.5deg,TD,51446710181.73765
905,2021,1.5deg,TG,8754903397.94106
906,2021,1.5deg,TN,143559670200.32104
907,2021,1.5deg,TZ,53741484674.32348
908,2021,1.5deg,UG,87289436005.4856
909,2021,1.5deg,ZA,729994473177.1108
910,2021,1.5deg,ZM,136898845796.42465
911,2021,1.5deg,ZW,48903241664.43535
912,2021,2.0deg,AO,220863963166.7522
913,2021,2.0deg,BF,43295256364.92939
914,2021,2.0deg,BI,24808279120.90291
915,2021,2.0deg,BJ,26852374067.70231
916,2021,2.0deg,BW,3519970405.20458
917,2021,2.0deg,CD,118362337542.04803
918,2021,2.0deg,CF,19940215444.188015
919,2021,2.0deg,CG,53343847453.47717
920,2021,2.0deg,CI,38720798963.568634
921,2021,2.0deg,CM,105514430625.46313
922,2021,2.0deg,DJ,3926318098.633002
923,2021,2.0deg,DZ,979491340012.4762
924,2021,2.0deg,EG,1554819152825.1824
925,2021,2.0deg,ER,7997585468.061565
926,2021,2.0deg,ET,333843551262.11694
927,2021,2.0deg,GA,37520092957.41461
928,2021,2.0deg,GH,223394758610.54315
929,2021,2.0deg,GM,1945896034.1117146
930,2021,2.0deg,GN,63645504053.556175
931,2021,2.0deg,GQ,28850875190.34885
932,2021,2.0deg,GW,8582336253.733739
933,2021,2.0deg,KE,190086415293.557
934,2021,2.0deg,LR,25681925046.724552
935,2021,2.0deg,LS,3290870065.0013485
936,2021,2.0deg,LY,548091664222.2009
937,2021,2.0deg,MA,354978235110.5225
938,2021,2.0deg,ML,179695218494.1147
939,2021,2.0deg,MR,26206931066.781593
940,2021,2.0deg,MW,19516195208.73937
941,2021,2.0deg,MZ,106496107454.48267
942,2021,2.0deg,NE,87661074891.12215
943,2021,2.0deg,NG,1071241021817.3374
944,2021,2.0deg,NM,20465967771.15191
945,2021,2.0deg,RW,35460959176.530365
946,2021,2.0deg,SD,304338641719.5707
947,2021,2.0deg,SL,29728257670.891376
948,2021,2.0deg,SN,36507491818.762245
949,2021,2.0deg,SO,75531841963.45969
950,2021,2.0deg,SS,20076475550.833717
951,2021,2.0deg,SZ,2775791851.262695
952,2021,2.0deg,TD,46332520231.431786
953,2021,2.0deg,TG,8875602825.611635
954,2021,2.0deg,TN,144711921647.00214
955,2021,2.0deg,TZ,53741484674.32348
956,2021,2.0deg,UG,89502971679.37296
957,2021,2.0deg,ZA,732821455379.8414
958,2021,2.0deg,ZM,136898845796.42465
959,2021,2.0deg,ZW,48895723094.74723
960,2021,Reference,AO,218195591395.49075
961,2021,Reference,BF,43046282262.55675
962,2021,Reference,BI,19044116975.48026
963,2021,Reference,BJ,26458182783.311405
964,2021,Reference,BW,3519970405.20458
965,2021,Reference,CD,118767684488.86703
966,2021,Reference,CF,16091524798.982256
967,2021,Reference,CG,46706694543.24574
968,2021,Reference,CI,38718263585.744064
969,2021,Reference,CM,113641849716.34383
970,2021,Reference,DJ,3950150650.183948
971,2021,Reference,DZ,1009338775041.7256
972,2021,Reference,EG,1535589157638.408
973,2021,Reference,ER,6918389676.935173
974,2021,Reference,ET,333843551262.11694
975,2021,Reference,GA,35479358349.44292
976,2021,Reference,GH,222541225570.31506
977,2021,Reference,GM,1945896034.1117146
978,2021,Reference,GN,66273478495.36129
979,2021,Reference,GQ,28912534154.46189
980,2021,Reference,GW,7986952324.41948
981,2021,Reference,KE,190088950671.3816
982,2021,Reference,LR,10700490824.19063
983,2021,Reference,LS,3290870065.0013485
984,2021,Reference,LY,475022326764.9114
985,2021,Reference,MA,354183195822.1755
986,2021,Reference,ML,92493961771.47446
987,2021,Reference,MR,76176709412.07962
988,2021,Reference,MW,19519744737.693764
989,2021,Reference,MZ,106496107454.48267
990,2021,Reference,NE,60626436261.88951
991,2021,Reference,NG,981070628785.8828
992,2021,Reference,NM,20465967771.15191
993,2021,Reference,RW,30921887702.38359
994,2021,Reference,SD,308646958819.2035
995,2021,Reference,SL,32847173918.859627
996,2021,Reference,SN,68997887414.11899
997,2021,Reference,SO,71501615868.83014
998,2021,Reference,SS,20167442770.30854
999,2021,Reference,SZ,2775791851.262695
1000,2021,Reference,TD,33183424527.25119
1001,2021,Reference,TG,8996302253.282211
1002,2021,Reference,TN,154239242192.1459
1003,2021,Reference,TZ,53765317225.87442
1004,2021,Reference,UG,85470091615.98915
1005,2021,Reference,ZA,726441948999.4773
1006,2021,Reference,ZM,138380004024.98297
1007,2021,Reference,ZW,56854129109.6151
1008,2022,1.5deg,AO,228371243087.54807
1009,2022,1.5deg,BF,59557695260.38411
1010,2022,1.5deg,BI,27182119754.015232
1011,2022,1.5deg,BJ,26334357779.520405
1012,2022,1.5deg,BW,5569832373.344717
1013,2022,1.5deg,CD,125175148492.0053
1014,2022,1.5deg,CF,20189220433.00287
1015,2022,1.5deg,CG,64692042092.46917
1016,2022,1.5deg,CI,38077436444.901
1017,2022,1.5deg,CM,98934468416.7843
1018,2022,1.5deg,DJ,3924289796.373347
1019,2022,1.5deg,DZ,958333256810.3077
1020,2022,1.5deg,EG,1876927257113.9902
1021,2022,1.5deg,ER,10530245146.884007
1022,2022,1.5deg,ET,393906915386.3564
1023,2022,1.5deg,GA,38503142095.02478
1024,2022,1.5deg,GH,230677871417.4895
1025,2022,1.5deg,GM,2066595461.782291
1026,2022,1.5deg,GN,66265872361.88759
1027,2022,1.5deg,GQ,30791002130.24682
1028,2022,1.5deg,GW,9087445289.27225
1029,2022,1.5deg,KE,243046583287.5901
1030,2022,1.5deg,LR,14206859133.4163
1031,2022,1.5deg,LS,3290870065.0013485
1032,2022,1.5deg,LY,534392336575.10535
1033,2022,1.5deg,MA,403840232593.7561
1034,2022,1.5deg,ML,125472794681.61197
1035,2022,1.5deg,MR,75416149985.1746
1036,2022,1.5deg,MW,19501503714.07133
1037,2022,1.5deg,MZ,106011032073.34789
1038,2022,1.5deg,NE,77261751343.8911
1039,2022,1.5deg,NG,1155867114487.8164
1040,2022,1.5deg,NM,20465460695.586994
1041,2022,1.5deg,RW,25493589465.532013
1042,2022,1.5deg,SD,307076697831.25024
1043,2022,1.5deg,SL,40382723479.11737
1044,2022,1.5deg,SN,61590615119.722534
1045,2022,1.5deg,SO,92911375921.11513
1046,2022,1.5deg,SS,21259049404.006416
1047,2022,1.5deg,SZ,2754515222.6080046
1048,2022,1.5deg,TD,71531831821.89671
1049,2022,1.5deg,TG,11047178372.552174
1050,2022,1.5deg,TN,163073636989.23563
1051,2022,1.5deg,TZ,56231073322.87126
1052,2022,1.5deg,UG,85228742445.65524
1053,2022,1.5deg,ZA,726218794081.388
1054,2022,1.5deg,ZM,136875033789.9454
1055,2022,1.5deg,ZW,49842288111.561295
1056,2022,2.0deg,AO,228492532713.51453
1057,2022,2.0deg,BF,59754947655.13556
1058,2022,2.0deg,BI,26942242125.36882
1059,2022,2.0deg,BJ,26546614624.961662
1060,2022,2.0deg,BW,5569832373.344717
1061,2022,2.0deg,CD,124265476297.25706
1062,2022,2.0deg,CF,19949342804.35646
1063,2022,2.0deg,CG,62140290453.134895
1064,2022,2.0deg,CI,38116988338.964264
1065,2022,2.0deg,CM,102451867569.81079
1066,2022,2.0deg,DJ,3924289796.373347
1067,2022,2.0deg,DZ,981208967762.596
1068,2022,2.0deg,EG,1876927257113.9902
1069,2022,2.0deg,ER,10771644002.225157
1070,2022,2.0deg,ET,393906915386.3564
1071,2022,2.0deg,GA,45873014919.230965
1072,2022,2.0deg,GH,234126167967.32266
1073,2022,2.0deg,GM,1944881882.981887
1074,2022,2.0deg,GN,63775822473.739006
1075,2022,2.0deg,GQ,30972936569.196465
1076,2022,2.0deg,GW,8825763411.334547
1077,2022,2.0deg,KE,243090698861.73758
1078,2022,2.0deg,LR,25673811837.685932
1079,2022,2.0deg,LS,3290870065.0013485
1080,2022,2.0deg,LY,557589533484.0098
1081,2022,2.0deg,MA,403840232593.7561
1082,2022,2.0deg,ML,207849623826.38354
1083,2022,2.0deg,MR,29144913291.39615
1084,2022,2.0deg,MW,19501503714.07133
1085,2022,2.0deg,MZ,106011032073.34789
1086,2022,2.0deg,NE,112957520148.77428
1087,2022,2.0deg,NG,1162555250094.6587
1088,2022,2.0deg,NM,20465460695.586994
1089,2022,2.0deg,RW,25404143472.751934
1090,2022,2.0deg,SD,304339265217.2085
1091,2022,2.0deg,SL,29782471017.83306
1092,2022,2.0deg,SN,36357382008.326675
1093,2022,2.0deg,SO,92356388561.21628
1094,2022,2.0deg,SS,21379831954.40793
1095,2022,2.0deg,SZ,2754515222.6080046
1096,2022,2.0deg,TD,67798976870.596985
1097,2022,2.0deg,TG,11167877800.222752
1098,2022,2.0deg,TN,165408462289.08942
1099,2022,2.0deg,TZ,57949066496.60514
1100,2022,2.0deg,UG,77011370286.4296
1101,2022,2.0deg,ZA,730613398064.0901
1102,2022,2.0deg,ZM,136875033789.9454
1103,2022,2.0deg,ZW,49894918099.37808
1104,2022,Reference,AO,219715768324.59045
1105,2022,Reference,BF,59562766016.03325
1106,2022,Reference,BI,21179601206.640915
1107,2022,Reference,BJ,26152423340.570763
1108,2022,Reference,BW,5569832373.344717
1109,2022,Reference,CD,120717754737.73898
1110,2022,Reference,CF,16101159234.715616
1111,2022,Reference,CG,53703286375.52875
1112,2022,Reference,CI,38083014276.11505
1113,2022,Reference,CM,114184205631.64157
1114,2022,Reference,DJ,3924289796.373347
1115,2022,Reference,DZ,1031710810196.1769
1116,2022,Reference,EG,1838497553770.5337
1117,2022,Reference,ER,9453077658.01727
1118,2022,Reference,ET,393906915386.3564
1119,2022,Reference,GA,38185775140.11772
1120,2022,Reference,GH,234753480895.296
1121,2022,Reference,GM,2187294889.4528666
1122,2022,Reference,GN,66265872361.88759
1123,2022,Reference,GQ,31186714641.33246
1124,2022,Reference,GW,9357747451.813484
1125,2022,Reference,KE,243210875770.62216
1126,2022,Reference,LR,10707082806.53451
1127,2022,Reference,LS,3290870065.0013485
1128,2022,Reference,LY,512364303124.67017
1129,2022,Reference,MA,402314026483.0116
1130,2022,Reference,ML,137301338593.32841
1131,2022,Reference,MR,82135936938.75296
1132,2022,Reference,MW,19501503714.07133
1133,2022,Reference,MZ,106011032073.34789
1134,2022,Reference,NE,68656867613.636795
1135,2022,Reference,NG,1086917052846.365
1136,2022,Reference,NM,20465460695.586994
1137,2022,Reference,RW,23440286108.70623
1138,2022,Reference,SD,308620707311.9009
1139,2022,Reference,SL,40878705154.48743
1140,2022,Reference,SN,68819381372.04825
1141,2022,Reference,SO,89446785773.2476
1142,2022,Reference,SS,21622411206.34079
1143,2022,Reference,SZ,2754515222.6080046
1144,2022,Reference,TD,49237909985.13987
1145,2022,Reference,TG,11529976083.23448
1146,2022,Reference,TN,179635755840.4323
1147,2022,Reference,TZ,57949066496.60514
1148,2022,Reference,UG,75343637929.39116
1149,2022,Reference,ZA,727300506900.8135
1150,2022,Reference,ZM,136784810953.68802
1151,2022,Reference,ZW,62823098678.0888
1152,2023,1.5deg,AO,201977648597.89264
1153,2023,1.5deg,BF,69692528652.87025
1154,2023,1.5deg,BI,29696985740.05377
1155,2023,1.5deg,BJ,46547496664.79445
1156,2023,1.5deg,BW,7427061426.21229
1157,2023,1.5deg,CD,117649613850.87256
1158,2023,1.5deg,CF,24934191484.543037
1159,2023,1.5deg,CG,68632471588.443985
1160,2023,1.5deg,CI,95328829591.27383
