r,t,f,y,ProductionByTechnologyAnnual
REGION,CMNGGCP01N,CMEL01,2040.0,0.3987
REGION,CMNGGCP01N,CMEL01,2041.0,0.4571
REGION,CMNGGCP01N,CMEL01,2042.0,0.598
REGION,CMNGGCP01N,CMEL01,2043.0,0.677
REGION,CMNGGCP01N,CMEL01,2044.0,0.8022
REGION,CMNGGCP01N,CMEL01,2045.0,1.0171
REGION,CMNGGCP01N,CMEL01,2046.0,1.1118
REGION,CMNGGCP01N,CMEL01,2047.0,1.17
REGION,CMNGGCP01N,CMEL01,2048.0,1.2457
REGION,CMNGGCP01N,CMEL01,2049.0,1.5841
REGION,CMNGGCP01N,CMEL01,2050.0,1.9836
REGION,CMNGGCP01N,CMEL01,2051.0,2.2148
REGION,CMNGGCP01N,CMEL01,2052.0,2.4774
REGION,CMNGGCP01N,CMEL01,2053.0,2.7659
REGION,CMNGGCP01N,CMEL01,2054.0,3.0001
REGION,CMNGGCP01N,CMEL01,2055.0,3.2862
REGION,CMNGGCP01N,CMEL01,2056.0,3.597
REGION,CMNGGCP01N,CMEL01,2057.0,3.9154
REGION,CMNGGCP01N,CMEL01,2058.0,4.0921
REGION,CMNGGCP01N,CMEL01,2059.0,4.0921
REGION,CMNGGCP01N,CMEL01,2060.0,4.0921
REGION,CMNGGCP01N,CMEL01,2061.0,4.0921
REGION,CMNGGCP01N,CMEL01,2062.0,4.0921
REGION,CMNGGCP01N,CMEL01,2063.0,4.4806
REGION,CMNGGCP01N,CMEL01,2064.0,4.8657
REGION,CMNGGCP01N,CMEL01,2065.0,5.0107
REGION,CMNGGCP01N,CMEL01,2066.0,5.2792
REGION,CMNGGCP01N,CMEL01,2067.0,6.0688
REGION,CMNGGCP01N,CMEL01,2068.0,6.9394
REGION,CMNGGCP01N,CMEL01,2069.0,7.4348
REGION,CMNGGCP01N,CMEL01,2070.0,7.7007
REGION,CMNGGCP01N,CMWAT2,2015.0,0.0
REGION,CMNGGCP01N,CMWAT2,2016.0,0.0
REGION,CMNGGCP01N,CMWAT2,2017.0,0.0
REGION,CMNGGCP01N,CMWAT2,2018.0,0.0
REGION,CMNGGCP01N,CMWAT2,2019.0,0.0
REGION,CMNGGCP01N,CMWAT2,2020.0,0.0
REGION,CMNGGCP01N,CMWAT2,2021.0,0.0
REGION,CMNGGCP01N,CMWAT2,2022.0,0.0
REGION,CMNGGCP01N,CMWAT2,2025.0,0.0
REGION,CMNGGCP01N,CMWAT2,2026.0,0.0
REGION,CMNGGCP01N,CMWAT2,2027.0,0.0
REGION,CMNGGCP01N,CMWAT2,2028.0,0.0
REGION,CMNGGCP01N,CMWAT2,2029.0,0.0
REGION,CMNGGCP01N,CMWAT2,2030.0,0.0
REGION,CMNGGCP01N,CMWAT2,2031.0,0.0
REGION,CMNGGCP01N,CMWAT2,2032.0,0.0
REGION,CMNGGCP01N,CMWAT2,2033.0,0.0
REGION,CMNGGCP01N,CMWAT2,2034.0,0.0
REGION,CMNGGCP01N,CMWAT2,2035.0,0.0
REGION,CMNGGCP01N,CMWAT2,2036.0,0.0
REGION,CMNGGCP01N,CMWAT2,2037.0,0.0
REGION,CMNGGCP01N,CMWAT2,2038.0,0.0
REGION,CMNGGCP01N,CMWAT2,2039.0,0.0
REGION,CMNGGCP01N,CMWAT2,2040.0,0.0
REGION,CMNGGCP01N,CMWAT2,2041.0,0.0
REGION,CMNGGCP01N,CMWAT2,2042.0,0.0
REGION,CMNGGCP01N,CMWAT2,2043.0,0.0
REGION,CMNGGCP01N,CMWAT2,2044.0,0.0
REGION,CMNGGCP01N,CMWAT2,2045.0,0.0
REGION,CMNGGCP01N,CMWAT2,2046.0,0.0
REGION,CMNGGCP01N,CMWAT2,2047.0,0.0
REGION,CMNGGCP01N,CMWAT2,2048.0,0.0
REGION,CMNGGCP01N,CMWAT2,2049.0,0.0
REGION,CMNGGCP01N,CMWAT2,2050.0,0.0
REGION,CMNGGCP01N,CMWAT2,2051.0,0.0
REGION,CMNGGCP01N,CMWAT2,2052.0,0.0
REGION,CMNGGCP01N,CMWAT2,2053.0,0.0
REGION,CMNGGCP01N,CMWAT2,2054.0,0.0
REGION,CMNGGCP01N,CMWAT2,2055.0,0.0
REGION,CMNGGCP01N,CMWAT2,2056.0,0.0
REGION,CMNGGCP01N,CMWAT2,2057.0,0.0
REGION,CMNGGCP01N,CMWAT2,2058.0,0.0
REGION,CMNGGCP01N,CMWAT2,2059.0,0.0
REGION,CMNGGCP01N,CMWAT2,2060.0,0.0
REGION,CMNGGCP01N,CMWAT2,2061.0,0.0
REGION,CMNGGCP01N,CMWAT2,2062.0,0.0
REGION,CMNGGCP01N,CMWAT2,2063.0,0.0
REGION,CMNGGCP01N,CMWAT2,2064.0,0.0
REGION,CMNGGCP01N,CMWAT2,2065.0,0.0
REGION,CMNGGCP01N,CMWAT2,2066.0,0.0
REGION,CMNGGCP01N,CMWAT2,2067.0,0.0
REGION,CMNGGCP01N,CMWAT2,2068.0,0.0
REGION,CMNGGCP01N,CMWAT2,2069.0,0.0
REGION,CMNGGCP01N,CMWAT2,2070.0,0.0
REGION,CMNGGCP01O,CMEL01,2015.0,3.7898
REGION,CMNGGCP01O,CMEL01,2016.0,3.7898
REGION,CMNGGCP01O,CMEL01,2017.0,3.7898
REGION,CMNGGCP01O,CMEL01,2018.0,3.7898
REGION,CMNGGCP01O,CMEL01,2019.0,3.7898
REGION,CMNGGCP01O,CMEL01,2020.0,3.7898
REGION,CMNGGCP01O,CMEL01,2021.0,0.7201
REGION,CMNGGCP01O,CMEL01,2022.0,0.6822
REGION,CMNGGCP01O,CMEL01,2023.0,0.6443
REGION,CMNGGCP01O,CMEL01,2024.0,0.6064
REGION,CMNGGCP01O,CMEL01,2025.0,0.5685
REGION,CMNGGCP01O,CMEL01,2026.0,0.5306
REGION,CMNGGCP01O,CMEL01,2027.0,0.4927
REGION,CMNGGCP01O,CMEL01,2028.0,0.4548
REGION,CMNGGCP01O,CMEL01,2029.0,0.4169
REGION,CMNGGCP01O,CMEL01,2030.0,0.379
REGION,CMNGGCP01O,CMEL01,2031.0,0.3411
REGION,CMNGGCP01O,CMEL01,2032.0,0.3032
REGION,CMNGGCP01O,CMEL01,2033.0,0.2653
REGION,CMNGGCP01O,CMEL01,2034.0,0.2274
REGION,CMNGGCP01O,CMEL01,2035.0,0.1895
REGION,CMNGGCP01O,CMEL01,2036.0,0.1516
REGION,CMNGGCP01O,CMEL01,2037.0,0.1137
REGION,CMNGGCP01O,CMEL01,2038.0,0.0758
REGION,CMNGGCP01O,CMEL01,2039.0,0.0379
REGION,CMNGGCP01O,CMEL01,2070.0,0.0
REGION,CMNGGCP01O,CMWAT2,2015.0,0.0
REGION,CMNGGCP01O,CMWAT2,2016.0,0.0
REGION,CMNGGCP01O,CMWAT2,2017.0,0.0
REGION,CMNGGCP01O,CMWAT2,2018.0,0.0
REGION,CMNGGCP01O,CMWAT2,2019.0,0.0
REGION,CMNGGCP01O,CMWAT2,2020.0,0.0
REGION,CMNGGCP01O,CMWAT2,2021.0,0.0
REGION,CMNGGCP01O,CMWAT2,2022.0,0.0
REGION,CMNGGCP01O,CMWAT2,2023.0,0.0
REGION,CMNGGCP01O,CMWAT2,2024.0,0.0
REGION,CMNGGCP01O,CMWAT2,2025.0,0.0
REGION,CMNGGCP01O,CMWAT2,2026.0,0.0
REGION,CMNGGCP01O,CMWAT2,2027.0,0.0
REGION,CMNGGCP01O,CMWAT2,2028.0,0.0
REGION,CMNGGCP01O,CMWAT2,2029.0,0.0
REGION,CMNGGCP01O,CMWAT2,2030.0,0.0
REGION,CMNGGCP01O,CMWAT2,2031.0,0.0
REGION,CMNGGCP01O,CMWAT2,2032.0,0.0
REGION,CMNGGCP01O,CMWAT2,2033.0,0.0
REGION,CMNGGCP01O,CMWAT2,2034.0,0.0
REGION,CMNGGCP01O,CMWAT2,2035.0,0.0
REGION,CMNGGCP01O,CMWAT2,2036.0,0.0
REGION,CMNGGCP01O,CMWAT2,2037.0,0.0
REGION,CMNGGCP01O,CMWAT2,2038.0,0.0
REGION,CMNGGCP01O,CMWAT2,2039.0,0.0
REGION,CMNGGCP01O,CMWAT2,2070.0,0.0
REGION,CMNGGCP02N,CMEL01,2070.0,0.0
REGION,CMNGGCP02N,CMWAT2,2070.0,0.0
REGION,CMNGGCP02O,CMEL01,2070.0,0.0
REGION,CMNGGCP02O,CMWAT2,2070.0,0.0
REGION,CMNGGCP03N,CMEL01,2070.0,0.0
REGION,CMNGGCP03N,CMWAT2,2070.0,0.0
REGION,CMNGGCP03O,CMEL01,2070.0,0.0
REGION,CMNGGCP03O,CMWAT2,2070.0,0.0
REGION,CMNGGCP04N,CMEL01,2070.0,0.0
REGION,CMNGGCP04N,CMWAT2,2070.0,0.0
REGION,CMNGGCP04O,CMEL01,2070.0,0.0
REGION,CMNGGCP04O,CMWAT2,2070.0,0.0
REGION,CMNPCHA00X,CMCH3X,2070.0,0.0
REGION,CMNULWP04N,CMEL01,2070.0,0.0
REGION,CMNULWP04N,CMWAT2,2070.0,0.0
REGION,CMNULWP04O,CMEL01,2070.0,0.0
REGION,CMNULWP04O,CMWAT2,2070.0,0.0
REGION,CMSOC1P00X,CMEL01,2070.0,0.0
REGION,CMSOC1P00X,CMWAT2,2070.0,0.0
REGION,CMSOC2P00X,CMEL01,2070.0,0.0
REGION,CMSOC2P00X,CMWAT2,2070.0,0.0
REGION,CMSOLAR00X,CMSOLA,2015.0,0.0335
REGION,CMSOLAR00X,CMSOLA,2016.0,0.0431
REGION,CMSOLAR00X,CMSOLA,2017.0,0.0431
REGION,CMSOLAR00X,CMSOLA,2018.0,0.0431
REGION,CMSOLAR00X,CMSOLA,2019.0,0.0431
REGION,CMSOLAR00X,CMSOLA,2020.0,0.0416
REGION,CMSOLAR00X,CMSOLA,2021.0,0.0402
REGION,CMSOLAR00X,CMSOLA,2022.0,0.0387
REGION,CMSOLAR00X,CMSOLA,2023.0,0.0373
REGION,CMSOLAR00X,CMSOLA,2024.0,0.0359
REGION,CMSOLAR00X,CMSOLA,2025.0,0.0344
REGION,CMSOLAR00X,CMSOLA,2026.0,0.033
REGION,CMSOLAR00X,CMSOLA,2027.0,0.0316
REGION,CMSOLAR00X,CMSOLA,2028.0,0.0301
REGION,CMSOLAR00X,CMSOLA,2029.0,2.0117
REGION,CMSOLAR00X,CMSOLA,2030.0,3.9933
REGION,CMSOLAR00X,CMSOLA,2031.0,6.2166
REGION,CMSOLAR00X,CMSOLA,2032.0,8.6244
REGION,CMSOLAR00X,CMSOLA,2033.0,11.2294
REGION,CMSOLAR00X,CMSOLA,2034.0,14.1241
REGION,CMSOLAR00X,CMSOLA,2035.0,15.6956
REGION,CMSOLAR00X,CMSOLA,2036.0,18.4203
REGION,CMSOLAR00X,CMSOLA,2037.0,20.5257
REGION,CMSOLAR00X,CMSOLA,2038.0,23.8153
REGION,CMSOLAR00X,CMSOLA,2039.0,27.0546
REGION,CMSOLAR00X,CMSOLA,2040.0,29.3096
REGION,CMSOLAR00X,CMSOLA,2041.0,31.1854
REGION,CMSOLAR00X,CMSOLA,2042.0,33.3429
REGION,CMSOLAR00X,CMSOLA,2043.0,36.321
REGION,CMSOLAR00X,CMSOLA,2044.0,39.1293
REGION,CMSOLAR00X,CMSOLA,2045.0,41.5078
REGION,CMSOLAR00X,CMSOLA,2046.0,45.4738
REGION,CMSOLAR00X,CMSOLA,2047.0,49.4399
REGION,CMSOLAR00X,CMSOLA,2048.0,53.4059
REGION,CMSOLAR00X,CMSOLA,2049.0,55.3889
REGION,CMSOLAR00X,CMSOLA,2050.0,57.372
REGION,CMSOLAR00X,CMSOLA,2051.0,59.1133
REGION,CMSOLAR00X,CMSOLA,2052.0,60.6701
REGION,CMSOLAR00X,CMSOLA,2053.0,62.2147
REGION,CMSOLAR00X,CMSOLA,2054.0,64.028
REGION,CMSOLAR00X,CMSOLA,2055.0,66.4164
REGION,CMSOLAR00X,CMSOLA,2056.0,68.397
REGION,CMSOLAR00X,CMSOLA,2057.0,70.6823
REGION,CMSOLAR00X,CMSOLA,2058.0,72.5534
REGION,CMSOLAR00X,CMSOLA,2059.0,76.1654
REGION,CMSOLAR00X,CMSOLA,2060.0,82.4814
REGION,CMSOLAR00X,CMSOLA,2061.0,85.7859
REGION,CMSOLAR00X,CMSOLA,2062.0,90.7493
REGION,CMSOLAR00X,CMSOLA,2063.0,95.7188
REGION,CMSOLAR00X,CMSOLA,2064.0,100.8419
REGION,CMSOLAR00X,CMSOLA,2065.0,107.4202
REGION,CMSOLAR00X,CMSOLA,2066.0,113.8841
REGION,CMSOLAR00X,CMSOLA,2067.0,121.4522
REGION,CMSOLAR00X,CMSOLA,2068.0,129.2662
REGION,CMSOLAR00X,CMSOLA,2069.0,136.2743
REGION,CMSOLAR00X,CMSOLA,2070.0,143.2675
REGION,CMSOU1P03X,CMEL01,2070.0,0.0
REGION,CMSOU1P03X,CMWAT2,2070.0,0.0
REGION,CMSOV1F01X,CMEL03,2015.0,0.0335
REGION,CMSOV1F01X,CMEL03,2016.0,0.0431
REGION,CMSOV1F01X,CMEL03,2017.0,0.0431
REGION,CMSOV1F01X,CMEL03,2018.0,0.0431
REGION,CMSOV1F01X,CMEL03,2019.0,0.0431
REGION,CMSOV1F01X,CMEL03,2020.0,0.0416
REGION,CMSOV1F01X,CMEL03,2021.0,0.0402
REGION,CMSOV1F01X,CMEL03,2022.0,0.0387
REGION,CMSOV1F01X,CMEL03,2023.0,0.0373
REGION,CMSOV1F01X,CMEL03,2024.0,0.0359
REGION,CMSOV1F01X,CMEL03,2025.0,0.0344
REGION,CMSOV1F01X,CMEL03,2026.0,0.033
REGION,CMSOV1F01X,CMEL03,2027.0,0.0316
REGION,CMSOV1F01X,CMEL03,2028.0,0.0301
REGION,CMSOV1F01X,CMEL03,2029.0,0.0287
REGION,CMSOV1F01X,CMEL03,2030.0,0.0273
REGION,CMSOV1F01X,CMEL03,2031.0,0.0258
REGION,CMSOV1F01X,CMEL03,2032.0,0.0244
REGION,CMSOV1F01X,CMEL03,2033.0,0.023
REGION,CMSOV1F01X,CMEL03,2034.0,0.0215
REGION,CMSOV1F01X,CMEL03,2035.0,0.0153
REGION,CMSOV1F01X,CMEL03,2036.0,0.0043
REGION,CMSOV1F01X,CMEL03,2037.0,0.0029
REGION,CMSOV1F01X,CMEL03,2038.0,0.0014
REGION,CMSOV1F01X,CMEL03,2053.0,0.185
REGION,CMSOV1F01X,CMEL03,2054.0,0.9284
REGION,CMSOV1F01X,CMEL03,2055.0,0.9284
REGION,CMSOV1F01X,CMEL03,2056.0,1.6787
REGION,CMSOV1F01X,CMEL03,2057.0,2.1047
REGION,CMSOV1F01X,CMEL03,2058.0,3.3007
REGION,CMSOV1F01X,CMEL03,2059.0,6.1875
REGION,CMSOV1F01X,CMEL03,2060.0,10.7924
REGION,CMSOV1F01X,CMEL03,2061.0,12.0068
REGION,CMSOV1F01X,CMEL03,2062.0,15.1616
REGION,CMSOV1F01X,CMEL03,2063.0,19.1432
REGION,CMSOV1F01X,CMEL03,2064.0,23.1085
REGION,CMSOV1F01X,CMEL03,2065.0,28.0991
REGION,CMSOV1F01X,CMEL03,2066.0,34.563
REGION,CMSOV1F01X,CMEL03,2067.0,42.1312
REGION,CMSOV1F01X,CMEL03,2068.0,49.9451
REGION,CMSOV1F01X,CMEL03,2069.0,56.9532
REGION,CMSOV1F01X,CMEL03,2070.0,63.9464
REGION,CMSOV1F01X,CMWAT2,2015.0,0.0
REGION,CMSOV1F01X,CMWAT2,2016.0,0.0
REGION,CMSOV1F01X,CMWAT2,2017.0,0.0
REGION,CMSOV1F01X,CMWAT2,2018.0,0.0
REGION,CMSOV1F01X,CMWAT2,2019.0,0.0
REGION,CMSOV1F01X,CMWAT2,2020.0,0.0
REGION,CMSOV1F01X,CMWAT2,2021.0,0.0
REGION,CMSOV1F01X,CMWAT2,2022.0,0.0
REGION,CMSOV1F01X,CMWAT2,2023.0,0.0
REGION,CMSOV1F01X,CMWAT2,2024.0,0.0
REGION,CMSOV1F01X,CMWAT2,2025.0,0.0
REGION,CMSOV1F01X,CMWAT2,2026.0,0.0
REGION,CMSOV1F01X,CMWAT2,2027.0,0.0
REGION,CMSOV1F01X,CMWAT2,2028.0,0.0
REGION,CMSOV1F01X,CMWAT2,2029.0,0.0
REGION,CMSOV1F01X,CMWAT2,2030.0,0.0
REGION,CMSOV1F01X,CMWAT2,2031.0,0.0
REGION,CMSOV1F01X,CMWAT2,2032.0,0.0
REGION,CMSOV1F01X,CMWAT2,2033.0,0.0
REGION,CMSOV1F01X,CMWAT2,2034.0,0.0
REGION,CMSOV1F01X,CMWAT2,2035.0,0.0
REGION,CMSOV1F01X,CMWAT2,2036.0,0.0
REGION,CMSOV1F01X,CMWAT2,2037.0,0.0
REGION,CMSOV1F01X,CMWAT2,2038.0,0.0
REGION,CMSOV1F01X,CMWAT2,2053.0,0.0
REGION,CMSOV1F01X,CMWAT2,2054.0,0.0
REGION,CMSOV1F01X,CMWAT2,2055.0,0.0
REGION,CMSOV1F01X,CMWAT2,2056.0,0.0
REGION,CMSOV1F01X,CMWAT2,2057.0,0.0
REGION,CMSOV1F01X,CMWAT2,2058.0,0.0
REGION,CMSOV1F01X,CMWAT2,2059.0,0.0
REGION,CMSOV1F01X,CMWAT2,2060.0,0.0
REGION,CMSOV1F01X,CMWAT2,2061.0,0.0
REGION,CMSOV1F01X,CMWAT2,2062.0,0.0
REGION,CMSOV1F01X,CMWAT2,2063.0,0.0
REGION,CMSOV1F01X,CMWAT2,2064.0,0.0
REGION,CMSOV1F01X,CMWAT2,2065.0,0.0
REGION,CMSOV1F01X,CMWAT2,2066.0,0.0
REGION,CMSOV1F01X,CMWAT2,2067.0,0.0
REGION,CMSOV1F01X,CMWAT2,2068.0,0.0
REGION,CMSOV1F01X,CMWAT2,2069.0,0.0
REGION,CMSOV1F01X,CMWAT2,2070.0,0.0
REGION,CMSOV2F01X,CMEL03,2029.0,1.983
REGION,CMSOV2F01X,CMEL03,2030.0,3.9661
REGION,CMSOV2F01X,CMEL03,2031.0,6.1908
REGION,CMSOV2F01X,CMEL03,2032.0,8.6
REGION,CMSOV2F01X,CMEL03,2033.0,11.2064
REGION,CMSOV2F01X,CMEL03,2034.0,14.1026
REGION,CMSOV2F01X,CMEL03,2035.0,15.6803
REGION,CMSOV2F01X,CMEL03,2036.0,18.416
REGION,CMSOV2F01X,CMEL03,2037.0,20.5228
REGION,CMSOV2F01X,CMEL03,2038.0,23.8138
REGION,CMSOV2F01X,CMEL03,2039.0,27.0546
REGION,CMSOV2F01X,CMEL03,2040.0,29.3096
REGION,CMSOV2F01X,CMEL03,2041.0,31.1854
REGION,CMSOV2F01X,CMEL03,2042.0,33.3429
REGION,CMSOV2F01X,CMEL03,2043.0,36.321
REGION,CMSOV2F01X,CMEL03,2044.0,39.1293
REGION,CMSOV2F01X,CMEL03,2045.0,41.5078
REGION,CMSOV2F01X,CMEL03,2046.0,45.4738
REGION,CMSOV2F01X,CMEL03,2047.0,49.4399
REGION,CMSOV2F01X,CMEL03,2048.0,53.4059
REGION,CMSOV2F01X,CMEL03,2049.0,55.3889
REGION,CMSOV2F01X,CMEL03,2050.0,57.372
REGION,CMSOV2F01X,CMEL03,2051.0,59.1133
REGION,CMSOV2F01X,CMEL03,2052.0,60.6701
REGION,CMSOV2F01X,CMEL03,2053.0,62.0298
REGION,CMSOV2F01X,CMEL03,2054.0,63.0996
REGION,CMSOV2F01X,CMEL03,2055.0,65.488
REGION,CMSOV2F01X,CMEL03,2056.0,66.7183
REGION,CMSOV2F01X,CMEL03,2057.0,68.5776
REGION,CMSOV2F01X,CMEL03,2058.0,69.2526
REGION,CMSOV2F01X,CMEL03,2059.0,69.9779
REGION,CMSOV2F01X,CMEL03,2060.0,71.689
REGION,CMSOV2F01X,CMEL03,2061.0,73.7792
REGION,CMSOV2F01X,CMEL03,2062.0,75.5878
REGION,CMSOV2F01X,CMEL03,2063.0,76.5757
REGION,CMSOV2F01X,CMEL03,2064.0,77.7335
REGION,CMSOV2F01X,CMEL03,2065.0,79.3211
REGION,CMSOV2F01X,CMEL03,2066.0,79.3211
REGION,CMSOV2F01X,CMEL03,2067.0,79.3211
REGION,CMSOV2F01X,CMEL03,2068.0,79.3211
REGION,CMSOV2F01X,CMEL03,2069.0,79.3211
REGION,CMSOV2F01X,CMEL03,2070.0,79.3211
REGION,CMSOV2F01X,CMWAT2,2029.0,0.0
REGION,CMSOV2F01X,CMWAT2,2030.0,0.0
REGION,CMSOV2F01X,CMWAT2,2031.0,0.0
REGION,CMSOV2F01X,CMWAT2,2032.0,0.0
REGION,CMSOV2F01X,CMWAT2,2033.0,0.0
REGION,CMSOV2F01X,CMWAT2,2034.0,0.0
REGION,CMSOV2F01X,CMWAT2,2035.0,0.0
REGION,CMSOV2F01X,CMWAT2,2036.0,0.0
REGION,CMSOV2F01X,CMWAT2,2037.0,0.0
REGION,CMSOV2F01X,CMWAT2,2038.0,0.0
REGION,CMSOV2F01X,CMWAT2,2039.0,0.0
REGION,CMSOV2F01X,CMWAT2,2040.0,0.0
REGION,CMSOV2F01X,CMWAT2,2041.0,0.0
REGION,CMSOV2F01X,CMWAT2,2042.0,0.0
REGION,CMSOV2F01X,CMWAT2,2043.0,0.0
REGION,CMSOV2F01X,CMWAT2,2044.0,0.0
REGION,CMSOV2F01X,CMWAT2,2045.0,0.0
REGION,CMSOV2F01X,CMWAT2,2046.0,0.0
REGION,CMSOV2F01X,CMWAT2,2047.0,0.0
REGION,CMSOV2F01X,CMWAT2,2048.0,0.0
REGION,CMSOV2F01X,CMWAT2,2049.0,0.0
REGION,CMSOV2F01X,CMWAT2,2050.0,0.0
REGION,CMSOV2F01X,CMWAT2,2051.0,0.0
REGION,CMSOV2F01X,CMWAT2,2052.0,0.0
REGION,CMSOV2F01X,CMWAT2,2053.0,0.0
REGION,CMSOV2F01X,CMWAT2,2054.0,0.0
REGION,CMSOV2F01X,CMWAT2,2055.0,0.0
REGION,CMSOV2F01X,CMWAT2,2056.0,0.0
REGION,CMSOV2F01X,CMWAT2,2057.0,0.0
REGION,CMSOV2F01X,CMWAT2,2058.0,0.0
REGION,CMSOV2F01X,CMWAT2,2059.0,0.0
REGION,CMSOV2F01X,CMWAT2,2060.0,0.0
REGION,CMSOV2F01X,CMWAT2,2061.0,0.0
REGION,CMSOV2F01X,CMWAT2,2062.0,0.0
REGION,CMSOV2F01X,CMWAT2,2063.0,0.0
REGION,CMSOV2F01X,CMWAT2,2064.0,0.0
REGION,CMSOV2F01X,CMWAT2,2065.0,0.0
REGION,CMSOV2F01X,CMWAT2,2066.0,0.0
REGION,CMSOV2F01X,CMWAT2,2067.0,0.0
REGION,CMSOV2F01X,CMWAT2,2068.0,0.0
REGION,CMSOV2F01X,CMWAT2,2069.0,0.0
REGION,CMSOV2F01X,CMWAT2,2070.0,0.0
REGION,CMUR00I00X,CMURAN,2070.0,0.0
REGION,CMUR00X00X,CMURAN,2070.0,0.0
REGION,CMUR00X00X,CMWAT2,2070.0,0.0
REGION,CMWA00000X,CMWAT1,2015.0,32.9847
REGION,CMWA00000X,CMWAT1,2016.0,16.6531
REGION,CMWA00000X,CMWAT1,2017.0,30.8916
REGION,CMWA00000X,CMWAT1,2018.0,27.5072
REGION,CMWA00000X,CMWAT1,2019.0,27.1528
REGION,CMWA00000X,CMWAT1,2020.0,18.4031
REGION,CMWA00000X,CMWAT1,2021.0,13.4862
REGION,CMWA00000X,CMWAT1,2022.0,9.3889
REGION,CMWA00000X,CMWAT1,2023.0,8.7452
REGION,CMWA00000X,CMWAT1,2024.0,7.6715
REGION,CMWA00000X,CMWAT1,2025.0,8.3264
REGION,CMWA00000X,CMWAT1,2026.0,8.3423
REGION,CMWA00000X,CMWAT1,2027.0,7.7242
REGION,CMWA00000X,CMWAT1,2028.0,6.6408
REGION,CMWA00000X,CMWAT1,2029.0,5.0033
REGION,CMWA00000X,CMWAT1,2030.0,4.161
REGION,CMWA00000X,CMWAT1,2031.0,3.3168
REGION,CMWA00000X,CMWAT1,2032.0,2.4782
REGION,CMWA00000X,CMWAT1,2033.0,1.6416
REGION,CMWA00000X,CMWAT1,2034.0,0.8064
REGION,CMWA00000X,CMWAT1,2035.0,0.7617
REGION,CMWA00000X,CMWAT1,2036.0,0.6998
REGION,CMWA00000X,CMWAT1,2037.0,0.5829
REGION,CMWA00000X,CMWAT1,2038.0,0.4747
REGION,CMWA00000X,CMWAT1,2039.0,0.3717
REGION,CMWA00000X,CMWAT1,2040.0,0.2515
REGION,CMWA00000X,CMWAT1,2041.0,0.2688
REGION,CMWA00000X,CMWAT1,2042.0,0.2979
REGION,CMWA00000X,CMWAT1,2043.0,0.3276
REGION,CMWA00000X,CMWAT1,2044.0,0.3602
REGION,CMWA00000X,CMWAT1,2045.0,0.3972
REGION,CMWA00000X,CMWAT1,2046.0,0.4347
REGION,CMWA00000X,CMWAT1,2047.0,0.4691
REGION,CMWA00000X,CMWAT1,2048.0,0.5038
REGION,CMWA00000X,CMWAT1,2049.0,0.5498
REGION,CMWA00000X,CMWAT1,2050.0,0.5976
REGION,CMWA00000X,CMWAT1,2051.0,0.6323
REGION,CMWA00000X,CMWAT1,2052.0,0.6693
REGION,CMWA00000X,CMWAT1,2053.0,0.709
REGION,CMWA00000X,CMWAT1,2054.0,0.7446
REGION,CMWA00000X,CMWAT1,2055.0,0.7891
REGION,CMWA00000X,CMWAT1,2056.0,0.8335
REGION,CMWA00000X,CMWAT1,2057.0,0.8805
REGION,CMWA00000X,CMWAT1,2058.0,0.911
REGION,CMWA00000X,CMWAT1,2059.0,0.9385
REGION,CMWA00000X,CMWAT1,2060.0,0.9795
REGION,CMWA00000X,CMWAT1,2061.0,1.0031
REGION,CMWA00000X,CMWAT1,2062.0,1.0362
REGION,CMWA00000X,CMWAT1,2063.0,1.1076
REGION,CMWA00000X,CMWAT1,2064.0,1.1795
REGION,CMWA00000X,CMWAT1,2065.0,1.2364
REGION,CMWA00000X,CMWAT1,2066.0,1.305
REGION,CMWA00000X,CMWAT1,2067.0,1.431
REGION,CMWA00000X,CMWAT1,2068.0,1.5687
REGION,CMWA00000X,CMWAT1,2069.0,1.666
REGION,CMWA00000X,CMWAT1,2070.0,1.7412
REGION,CMWIND000X,CMWIND,2070.0,0.0
REGION,CMWINDP00X,CMEL01,2070.0,0.0
REGION,CMWINDP00X,CMWAT2,2070.0,0.0
REGION,CMWINDP01X,CMEL01,2070.0,0.0
REGION,CMWINDP01X,CMWAT2,2070.0,0.0
REGION,DJBACKSTOP,DJEL01,2070.0,0.0
REGION,DJBIOFUELX,DJBO3X,2070.0,0.0
REGION,DJBIOFUELX,DJWAT2,2070.0,0.0
REGION,DJBM00E00X,DJFWEX,2015.0,1.016
REGION,DJBM00E00X,DJFWEX,2016.0,1.012
REGION,DJBM00E00X,DJFWEX,2017.0,1.014
REGION,DJBM00E00X,DJFWEX,2018.0,1.014
REGION,DJBM00E00X,DJFWEX,2019.0,1.014
REGION,DJBM00E00X,DJFWEX,2020.0,1.014
REGION,DJBM00E00X,DJFWEX,2021.0,1.014
REGION,DJBM00E00X,DJFWEX,2022.0,1.014
REGION,DJBM00E00X,DJFWEX,2023.0,1.014
REGION,DJBM00E00X,DJFWEX,2024.0,1.014
REGION,DJBM00E00X,DJFWEX,2025.0,1.014
REGION,DJBM00E00X,DJFWEX,2026.0,1.014
REGION,DJBM00E00X,DJFWEX,2027.0,1.014
REGION,DJBM00E00X,DJFWEX,2028.0,1.014
REGION,DJBM00E00X,DJFWEX,2029.0,1.014
REGION,DJBM00E00X,DJFWEX,2030.0,1.014
REGION,DJBM00E00X,DJFWEX,2031.0,1.014
