r,t,f,y,UseByTechnologyAnnual
REGION,SOBM00E00X,SOBIOM,2060.0,1.007
REGION,SOBM00E00X,SOBIOM,2061.0,1.007
REGION,SOBM00E00X,SOBIOM,2062.0,1.007
REGION,SOBM00E00X,SOBIOM,2063.0,1.007
REGION,SOBM00E00X,SOBIOM,2064.0,1.007
REGION,SOBM00E00X,SOBIOM,2065.0,1.007
REGION,SOBM00E00X,SOBIOM,2066.0,1.007
REGION,SOBM00E00X,SOBIOM,2067.0,1.007
REGION,SOBM00E00X,SOBIOM,2068.0,1.007
REGION,SOBM00E00X,SOBIOM,2069.0,1.007
REGION,SOBM00E00X,SOBIOM,2070.0,1.007
REGION,SOBMCHC01N,SOBIOM,2070.0,0.0
REGION,SOBMCHC01N,SOWAT1,2070.0,0.0
REGION,SOBMCHC02N,SOBIOM,2070.0,0.0
REGION,SOBMCHC02N,SOWAT1,2070.0,0.0
REGION,SOBMCHC03N,SOBIOM,2070.0,0.0
REGION,SOBMCHC03N,SOWAT1,2070.0,0.0
REGION,SOBMCHC04N,SOBIOM,2070.0,0.0
REGION,SOBMCHC04N,SOWAT1,2070.0,0.0
REGION,SOBMCHP01N,SOBIOM,2070.0,0.0
REGION,SOBMCHP01N,SOWAT1,2070.0,0.0
REGION,SOBMCHP01O,SOBIOM,2070.0,0.0
REGION,SOBMCHP01O,SOWAT1,2070.0,0.0
REGION,SOBMCHP02N,SOBIOM,2070.0,0.0
REGION,SOBMCHP02N,SOWAT1,2070.0,0.0
REGION,SOBMCHP02O,SOBIOM,2070.0,0.0
REGION,SOBMCHP02O,SOWAT1,2070.0,0.0
REGION,SOBMCHP03N,SOBIOM,2070.0,0.0
REGION,SOBMCHP03N,SOWAT1,2070.0,0.0
REGION,SOBMCHP03O,SOBIOM,2070.0,0.0
REGION,SOBMCHP03O,SOWAT1,2070.0,0.0
REGION,SOBMCHP04N,SOBIOM,2070.0,0.0
REGION,SOBMCHP04N,SOWAT1,2070.0,0.0
REGION,SOBMCHP04O,SOBIOM,2070.0,0.0
REGION,SOBMCHP04O,SOWAT1,2070.0,0.0
REGION,SOCO00P00X,SOCOAL,2070.0,0.0
REGION,SOCO00X00X,SOWAT1,2070.0,0.0
REGION,SOCOSCC01N,SOCOAL,2070.0,0.0
REGION,SOCOSCC01N,SOWAT1,2070.0,0.0
REGION,SOCOSCC02N,SOCOAL,2070.0,0.0
REGION,SOCOSCC02N,SOWAT1,2070.0,0.0
REGION,SOCOSCC03N,SOCOAL,2070.0,0.0
REGION,SOCOSCC03N,SOWAT1,2070.0,0.0
REGION,SOCOSCC04N,SOCOAL,2070.0,0.0
REGION,SOCOSCC04N,SOWAT1,2070.0,0.0
REGION,SOCOSCP01N,SOCOAL,2070.0,0.0
REGION,SOCOSCP01N,SOWAT1,2070.0,0.0
REGION,SOCOSCP01O,SOCOAL,2070.0,0.0
REGION,SOCOSCP01O,SOWAT1,2070.0,0.0
REGION,SOCOSCP02N,SOCOAL,2070.0,0.0
REGION,SOCOSCP02N,SOWAT1,2070.0,0.0
REGION,SOCOSCP02O,SOCOAL,2070.0,0.0
REGION,SOCOSCP02O,SOWAT1,2070.0,0.0
REGION,SOCOSCP03N,SOCOAL,2070.0,0.0
REGION,SOCOSCP03N,SOWAT1,2070.0,0.0
REGION,SOCOSCP03O,SOCOAL,2070.0,0.0
REGION,SOCOSCP03O,SOWAT1,2070.0,0.0
REGION,SOCOSCP04N,SOCOAL,2023.0,0.3971
REGION,SOCOSCP04N,SOCOAL,2024.0,0.3971
REGION,SOCOSCP04N,SOCOAL,2025.0,0.3971
REGION,SOCOSCP04N,SOCOAL,2026.0,0.3971
REGION,SOCOSCP04N,SOCOAL,2027.0,0.3971
REGION,SOCOSCP04N,SOCOAL,2028.0,0.4508
REGION,SOCOSCP04N,SOCOAL,2029.0,0.4591
REGION,SOCOSCP04N,SOCOAL,2030.0,0.5219
REGION,SOCOSCP04N,SOCOAL,2031.0,0.3971
REGION,SOCOSCP04N,SOCOAL,2032.0,0.3971
REGION,SOCOSCP04N,SOCOAL,2033.0,0.3971
REGION,SOCOSCP04N,SOCOAL,2034.0,0.3971
REGION,SOCOSCP04N,SOCOAL,2035.0,0.3971
REGION,SOCOSCP04N,SOCOAL,2036.0,0.2737
REGION,SOCOSCP04N,SOCOAL,2037.0,0.2737
REGION,SOCOSCP04N,SOCOAL,2038.0,0.2743
REGION,SOCOSCP04N,SOCOAL,2039.0,0.275
REGION,SOCOSCP04N,SOCOAL,2040.0,0.4733
REGION,SOCOSCP04N,SOCOAL,2041.0,0.3993
REGION,SOCOSCP04N,SOCOAL,2042.0,0.3993
REGION,SOCOSCP04N,SOCOAL,2043.0,0.3993
REGION,SOCOSCP04N,SOCOAL,2044.0,0.3269
REGION,SOCOSCP04N,SOCOAL,2045.0,0.3993
REGION,SOCOSCP04N,SOCOAL,2046.0,0.4161
REGION,SOCOSCP04N,SOCOAL,2047.0,0.4478
REGION,SOCOSCP04N,SOCOAL,2048.0,0.4478
REGION,SOCOSCP04N,SOCOAL,2049.0,0.4478
REGION,SOCOSCP04N,SOCOAL,2050.0,0.4478
REGION,SOCOSCP04N,SOCOAL,2051.0,0.4478
REGION,SOCOSCP04N,SOCOAL,2052.0,0.4478
REGION,SOCOSCP04N,SOCOAL,2070.0,0.0
REGION,SOCOSCP04N,SOWAT1,2023.0,4.4115
REGION,SOCOSCP04N,SOWAT1,2024.0,4.4115
REGION,SOCOSCP04N,SOWAT1,2025.0,4.4115
REGION,SOCOSCP04N,SOWAT1,2026.0,4.4115
REGION,SOCOSCP04N,SOWAT1,2027.0,4.4115
REGION,SOCOSCP04N,SOWAT1,2028.0,5.0074
REGION,SOCOSCP04N,SOWAT1,2029.0,5.0999
REGION,SOCOSCP04N,SOWAT1,2030.0,5.7976
REGION,SOCOSCP04N,SOWAT1,2031.0,4.4115
REGION,SOCOSCP04N,SOWAT1,2032.0,4.4115
REGION,SOCOSCP04N,SOWAT1,2033.0,4.4115
REGION,SOCOSCP04N,SOWAT1,2034.0,4.4115
REGION,SOCOSCP04N,SOWAT1,2035.0,4.4115
REGION,SOCOSCP04N,SOWAT1,2036.0,3.0404
REGION,SOCOSCP04N,SOWAT1,2037.0,3.0404
REGION,SOCOSCP04N,SOWAT1,2038.0,3.0476
REGION,SOCOSCP04N,SOWAT1,2039.0,3.0547
REGION,SOCOSCP04N,SOWAT1,2040.0,5.2582
REGION,SOCOSCP04N,SOWAT1,2041.0,4.4356
REGION,SOCOSCP04N,SOWAT1,2042.0,4.4356
REGION,SOCOSCP04N,SOWAT1,2043.0,4.4356
REGION,SOCOSCP04N,SOWAT1,2044.0,3.631
REGION,SOCOSCP04N,SOWAT1,2045.0,4.4356
REGION,SOCOSCP04N,SOWAT1,2046.0,4.6228
REGION,SOCOSCP04N,SOWAT1,2047.0,4.975
REGION,SOCOSCP04N,SOWAT1,2048.0,4.975
REGION,SOCOSCP04N,SOWAT1,2049.0,4.975
REGION,SOCOSCP04N,SOWAT1,2050.0,4.975
REGION,SOCOSCP04N,SOWAT1,2051.0,4.975
REGION,SOCOSCP04N,SOWAT1,2052.0,4.975
REGION,SOCOSCP04N,SOWAT1,2070.0,0.0
REGION,SOCOSCP04O,SOCOAL,2070.0,0.0
REGION,SOCOSCP04O,SOWAT1,2070.0,0.0
REGION,SOCR00P00X,SOCRU1,2070.0,0.0
REGION,SOCR00X00X,SOWAT1,2070.0,0.0
REGION,SOCRUDPROX,SOCRU1,2070.0,0.0
REGION,SOCRUDPROX,SOWAT1,2070.0,0.0
REGION,SOCRUDRE1X,SOCRU2,2070.0,0.0
REGION,SOCRUDRE2X,SOCRU2,2070.0,0.0
REGION,SOEL00T00X,SOEL01,2015.0,0.4257
REGION,SOEL00T00X,SOEL01,2016.0,0.4257
REGION,SOEL00T00X,SOEL01,2017.0,0.4418
REGION,SOEL00T00X,SOEL01,2018.0,0.4418
REGION,SOEL00T00X,SOEL01,2019.0,0.4418
REGION,SOEL00T00X,SOEL01,2020.0,0.4418
REGION,SOEL00T00X,SOEL01,2021.0,8.8704
REGION,SOEL00T00X,SOEL01,2022.0,8.7956
REGION,SOEL00T00X,SOEL01,2023.0,8.4749
REGION,SOEL00T00X,SOEL01,2024.0,8.0696
REGION,SOEL00T00X,SOEL01,2025.0,10.6558
REGION,SOEL00T00X,SOEL01,2026.0,10.5426
REGION,SOEL00T00X,SOEL01,2027.0,10.4466
REGION,SOEL00T00X,SOEL01,2028.0,10.3668
REGION,SOEL00T00X,SOEL01,2029.0,9.977
REGION,SOEL00T00X,SOEL01,2030.0,9.7031
REGION,SOEL00T00X,SOEL01,2031.0,9.1206
REGION,SOEL00T00X,SOEL01,2032.0,8.7431
REGION,SOEL00T00X,SOEL01,2033.0,8.7396
REGION,SOEL00T00X,SOEL01,2034.0,8.6283
REGION,SOEL00T00X,SOEL01,2035.0,8.1675
REGION,SOEL00T00X,SOEL01,2036.0,7.8745
REGION,SOEL00T00X,SOEL01,2037.0,7.6748
REGION,SOEL00T00X,SOEL01,2038.0,7.4544
REGION,SOEL00T00X,SOEL01,2039.0,7.2822
REGION,SOEL00T00X,SOEL01,2040.0,8.6807
REGION,SOEL00T00X,SOEL01,2041.0,8.7785
REGION,SOEL00T00X,SOEL01,2042.0,8.9109
REGION,SOEL00T00X,SOEL01,2043.0,9.6602
REGION,SOEL00T00X,SOEL01,2044.0,11.098
REGION,SOEL00T00X,SOEL01,2045.0,11.2189
REGION,SOEL00T00X,SOEL01,2046.0,11.404
REGION,SOEL00T00X,SOEL01,2047.0,11.6711
REGION,SOEL00T00X,SOEL01,2048.0,13.3474
REGION,SOEL00T00X,SOEL01,2049.0,15.4028
REGION,SOEL00T00X,SOEL01,2050.0,17.8422
REGION,SOEL00T00X,SOEL01,2051.0,20.3157
REGION,SOEL00T00X,SOEL01,2052.0,22.8863
REGION,SOEL00T00X,SOEL01,2053.0,25.4417
REGION,SOEL00T00X,SOEL01,2054.0,28.3447
REGION,SOEL00T00X,SOEL01,2055.0,30.567
REGION,SOEL00T00X,SOEL01,2056.0,32.3817
REGION,SOEL00T00X,SOEL01,2057.0,34.6751
REGION,SOEL00T00X,SOEL01,2058.0,37.6969
REGION,SOEL00T00X,SOEL01,2059.0,41.3552
REGION,SOEL00T00X,SOEL01,2060.0,45.9857
REGION,SOEL00T00X,SOEL01,2061.0,49.8366
REGION,SOEL00T00X,SOEL01,2062.0,54.0506
REGION,SOEL00T00X,SOEL01,2063.0,57.8882
REGION,SOEL00T00X,SOEL01,2064.0,61.0212
REGION,SOEL00T00X,SOEL01,2065.0,64.3804
REGION,SOEL00T00X,SOEL01,2066.0,69.696
REGION,SOEL00T00X,SOEL01,2067.0,75.5105
REGION,SOEL00T00X,SOEL01,2068.0,80.07
REGION,SOEL00T00X,SOEL01,2069.0,85.1719
REGION,SOEL00T00X,SOEL01,2070.0,90.5881
REGION,SOEL00TDTX,SOEL02,2015.0,0.4044
REGION,SOEL00TDTX,SOEL02,2016.0,0.4044
REGION,SOEL00TDTX,SOEL02,2017.0,0.4197
REGION,SOEL00TDTX,SOEL02,2018.0,0.4197
REGION,SOEL00TDTX,SOEL02,2019.0,0.4197
REGION,SOEL00TDTX,SOEL02,2020.0,0.4197
REGION,SOEL00TDTX,SOEL02,2021.0,8.4269
REGION,SOEL00TDTX,SOEL02,2022.0,8.3558
REGION,SOEL00TDTX,SOEL02,2023.0,8.0512
REGION,SOEL00TDTX,SOEL02,2024.0,7.6662
REGION,SOEL00TDTX,SOEL02,2025.0,10.123
REGION,SOEL00TDTX,SOEL02,2026.0,10.0155
REGION,SOEL00TDTX,SOEL02,2027.0,9.9243
REGION,SOEL00TDTX,SOEL02,2028.0,9.8484
REGION,SOEL00TDTX,SOEL02,2029.0,9.4781
REGION,SOEL00TDTX,SOEL02,2030.0,9.2179
REGION,SOEL00TDTX,SOEL02,2031.0,8.6645
REGION,SOEL00TDTX,SOEL02,2032.0,8.3059
REGION,SOEL00TDTX,SOEL02,2033.0,8.3027
REGION,SOEL00TDTX,SOEL02,2034.0,8.1969
REGION,SOEL00TDTX,SOEL02,2035.0,7.7591
REGION,SOEL00TDTX,SOEL02,2036.0,7.4807
REGION,SOEL00TDTX,SOEL02,2037.0,7.2911
REGION,SOEL00TDTX,SOEL02,2038.0,7.0816
REGION,SOEL00TDTX,SOEL02,2039.0,6.9181
REGION,SOEL00TDTX,SOEL02,2040.0,8.2467
REGION,SOEL00TDTX,SOEL02,2041.0,8.3396
REGION,SOEL00TDTX,SOEL02,2042.0,8.4654
REGION,SOEL00TDTX,SOEL02,2043.0,9.1772
REGION,SOEL00TDTX,SOEL02,2044.0,10.5431
REGION,SOEL00TDTX,SOEL02,2045.0,10.6579
REGION,SOEL00TDTX,SOEL02,2046.0,10.8338
REGION,SOEL00TDTX,SOEL02,2047.0,11.0875
REGION,SOEL00TDTX,SOEL02,2048.0,12.68
REGION,SOEL00TDTX,SOEL02,2049.0,14.6327
REGION,SOEL00TDTX,SOEL02,2050.0,16.9501
REGION,SOEL00TDTX,SOEL02,2051.0,19.2999
REGION,SOEL00TDTX,SOEL02,2052.0,21.742
REGION,SOEL00TDTX,SOEL02,2053.0,24.1696
REGION,SOEL00TDTX,SOEL02,2054.0,26.9275
REGION,SOEL00TDTX,SOEL02,2055.0,29.0387
REGION,SOEL00TDTX,SOEL02,2056.0,30.7627
REGION,SOEL00TDTX,SOEL02,2057.0,32.9414
REGION,SOEL00TDTX,SOEL02,2058.0,35.8121
REGION,SOEL00TDTX,SOEL02,2059.0,39.2875
REGION,SOEL00TDTX,SOEL02,2060.0,43.6864
REGION,SOEL00TDTX,SOEL02,2061.0,47.3448
REGION,SOEL00TDTX,SOEL02,2062.0,51.348
REGION,SOEL00TDTX,SOEL02,2063.0,54.9938
REGION,SOEL00TDTX,SOEL02,2064.0,57.9701
REGION,SOEL00TDTX,SOEL02,2065.0,61.1614
REGION,SOEL00TDTX,SOEL02,2066.0,66.2112
REGION,SOEL00TDTX,SOEL02,2067.0,71.7349
REGION,SOEL00TDTX,SOEL02,2068.0,76.0665
REGION,SOEL00TDTX,SOEL02,2069.0,80.9133
REGION,SOEL00TDTX,SOEL02,2070.0,86.0587
REGION,SOFW00P00X,SOBIOM,2015.0,82.5214
REGION,SOFW00P00X,SOBIOM,2016.0,84.9155
REGION,SOFW00P00X,SOBIOM,2017.0,96.9529
REGION,SOFW00P00X,SOBIOM,2018.0,108.9903
REGION,SOFW00P00X,SOBIOM,2019.0,121.0277
REGION,SOFW00P00X,SOBIOM,2020.0,133.065
REGION,SOFW00P00X,SOBIOM,2021.0,134.8903
REGION,SOFW00P00X,SOBIOM,2022.0,136.7442
REGION,SOFW00P00X,SOBIOM,2023.0,138.6239
REGION,SOFW00P00X,SOBIOM,2024.0,140.5274
REGION,SOFW00P00X,SOBIOM,2025.0,142.4527
REGION,SOFW00P00X,SOBIOM,2026.0,144.3941
REGION,SOFW00P00X,SOBIOM,2027.0,146.3545
REGION,SOFW00P00X,SOBIOM,2028.0,148.3356
REGION,SOFW00P00X,SOBIOM,2029.0,150.3391
REGION,SOFW00P00X,SOBIOM,2030.0,152.3667
REGION,SOFW00P00X,SOBIOM,2031.0,153.9311
REGION,SOFW00P00X,SOBIOM,2032.0,155.3545
REGION,SOFW00P00X,SOBIOM,2033.0,156.6583
REGION,SOFW00P00X,SOBIOM,2034.0,157.86
REGION,SOFW00P00X,SOBIOM,2035.0,153.1485
REGION,SOFW00P00X,SOBIOM,2036.0,153.3594
REGION,SOFW00P00X,SOBIOM,2037.0,153.5744
REGION,SOFW00P00X,SOBIOM,2038.0,153.7946
REGION,SOFW00P00X,SOBIOM,2039.0,154.0206
REGION,SOFW00P00X,SOBIOM,2040.0,154.2532
REGION,SOFW00P00X,SOBIOM,2041.0,153.8367
REGION,SOFW00P00X,SOBIOM,2042.0,153.4274
REGION,SOFW00P00X,SOBIOM,2043.0,153.0253
REGION,SOFW00P00X,SOBIOM,2044.0,152.6301
REGION,SOFW00P00X,SOBIOM,2045.0,152.2415
REGION,SOFW00P00X,SOBIOM,2046.0,151.8436
REGION,SOFW00P00X,SOBIOM,2047.0,151.4528
REGION,SOFW00P00X,SOBIOM,2048.0,151.0688
REGION,SOFW00P00X,SOBIOM,2049.0,150.6909
REGION,SOFW00P00X,SOBIOM,2050.0,150.3186
REGION,SOFW00P00X,SOBIOM,2051.0,149.9032
REGION,SOFW00P00X,SOBIOM,2052.0,149.4922
REGION,SOFW00P00X,SOBIOM,2053.0,149.085
REGION,SOFW00P00X,SOBIOM,2054.0,148.6808
REGION,SOFW00P00X,SOBIOM,2055.0,148.2792
REGION,SOFW00P00X,SOBIOM,2056.0,147.8797
REGION,SOFW00P00X,SOBIOM,2057.0,147.4823
REGION,SOFW00P00X,SOBIOM,2058.0,147.0866
REGION,SOFW00P00X,SOBIOM,2059.0,146.6923
REGION,SOFW00P00X,SOBIOM,2060.0,146.2993
REGION,SOFW00P00X,SOBIOM,2061.0,145.8551
REGION,SOFW00P00X,SOBIOM,2062.0,145.4121
REGION,SOFW00P00X,SOBIOM,2063.0,144.9705
REGION,SOFW00P00X,SOBIOM,2064.0,144.5301
REGION,SOFW00P00X,SOBIOM,2065.0,144.091
REGION,SOFW00P00X,SOBIOM,2066.0,143.653
REGION,SOFW00P00X,SOBIOM,2067.0,143.2162
REGION,SOFW00P00X,SOBIOM,2068.0,142.7805
REGION,SOFW00P00X,SOBIOM,2069.0,142.3459
REGION,SOFW00P00X,SOBIOM,2070.0,141.9123
REGION,SOHE00T00X,SOHE2X,2070.0,0.0
REGION,SOHF00P00X,SOHFOI,2015.0,0.4939
REGION,SOHF00P00X,SOHFOI,2016.0,0.5244
REGION,SOHF00P00X,SOHFOI,2017.0,1.2536
REGION,SOHF00P00X,SOHFOI,2018.0,1.9829
REGION,SOHF00P00X,SOHFOI,2019.0,2.7121
REGION,SOHF00P00X,SOHFOI,2020.0,3.4413
REGION,SOHF00P00X,SOHFOI,2021.0,3.5771
REGION,SOHF00P00X,SOHFOI,2022.0,3.7183
REGION,SOHF00P00X,SOHFOI,2023.0,3.8651
REGION,SOHF00P00X,SOHFOI,2024.0,4.0176
REGION,SOHF00P00X,SOHFOI,2025.0,4.1761
REGION,SOHF00P00X,SOHFOI,2026.0,4.3404
REGION,SOHF00P00X,SOHFOI,2027.0,4.511
REGION,SOHF00P00X,SOHFOI,2028.0,4.6881
REGION,SOHF00P00X,SOHFOI,2029.0,4.8721
REGION,SOHF00P00X,SOHFOI,2030.0,5.0631
REGION,SOHF00P00X,SOHFOI,2031.0,5.2904
REGION,SOHF00P00X,SOHFOI,2032.0,5.5222
REGION,SOHF00P00X,SOHFOI,2033.0,5.7593
REGION,SOHF00P00X,SOHFOI,2034.0,6.0024
REGION,SOHF00P00X,SOHFOI,2035.0,6.0227
REGION,SOHF00P00X,SOHFOI,2036.0,6.2377
REGION,SOHF00P00X,SOHFOI,2037.0,6.4604
REGION,SOHF00P00X,SOHFOI,2038.0,6.6914
REGION,SOHF00P00X,SOHFOI,2039.0,6.9308
REGION,SOHF00P00X,SOHFOI,2040.0,7.1791
REGION,SOHF00P00X,SOHFOI,2041.0,7.3812
REGION,SOHF00P00X,SOHFOI,2042.0,7.5894
REGION,SOHF00P00X,SOHFOI,2043.0,7.8038
REGION,SOHF00P00X,SOHFOI,2044.0,8.0245
REGION,SOHF00P00X,SOHFOI,2045.0,8.2517
REGION,SOHF00P00X,SOHFOI,2046.0,8.4848
REGION,SOHF00P00X,SOHFOI,2047.0,8.7249
REGION,SOHF00P00X,SOHFOI,2048.0,8.972
REGION,SOHF00P00X,SOHFOI,2049.0,9.2265
REGION,SOHF00P00X,SOHFOI,2050.0,9.4886
REGION,SOHF00P00X,SOHFOI,2051.0,9.7095
REGION,SOHF00P00X,SOHFOI,2052.0,9.9358
REGION,SOHF00P00X,SOHFOI,2053.0,10.1675
REGION,SOHF00P00X,SOHFOI,2054.0,10.4048
REGION,SOHF00P00X,SOHFOI,2055.0,10.6478
REGION,SOHF00P00X,SOHFOI,2056.0,10.8965
REGION,SOHF00P00X,SOHFOI,2057.0,11.151
REGION,SOHF00P00X,SOHFOI,2058.0,11.4116
REGION,SOHF00P00X,SOHFOI,2059.0,11.6783
REGION,SOHF00P00X,SOHFOI,2060.0,11.9512
REGION,SOHF00P00X,SOHFOI,2061.0,12.1898
REGION,SOHF00P00X,SOHFOI,2062.0,12.4332
REGION,SOHF00P00X,SOHFOI,2063.0,12.6815
REGION,SOHF00P00X,SOHFOI,2064.0,12.9347
REGION,SOHF00P00X,SOHFOI,2065.0,13.1929
REGION,SOHF00P00X,SOHFOI,2066.0,13.4563
REGION,SOHF00P00X,SOHFOI,2067.0,13.7249
REGION,SOHF00P00X,SOHFOI,2068.0,13.9989
REGION,SOHF00P00X,SOHFOI,2069.0,14.2783
REGION,SOHF00P00X,SOHFOI,2070.0,14.5633
REGION,SOHFGCP01N,SOHFOI,2070.0,0.0
REGION,SOHFGCP01N,SOWAT1,2070.0,0.0
REGION,SOHFGCP01O,SOHFOI,2070.0,0.0
REGION,SOHFGCP01O,SOWAT1,2070.0,0.0
REGION,SOHFGCP02N,SOHFOI,2070.0,0.0
REGION,SOHFGCP02N,SOWAT1,2070.0,0.0
REGION,SOHFGCP02O,SOHFOI,2070.0,0.0
REGION,SOHFGCP02O,SOWAT1,2070.0,0.0
REGION,SOHFGCP03N,SOHFOI,2070.0,0.0
REGION,SOHFGCP03N,SOWAT1,2070.0,0.0
REGION,SOHFGCP03O,SOHFOI,2070.0,0.0
REGION,SOHFGCP03O,SOWAT1,2070.0,0.0
REGION,SOHFGCP04N,SOHFOI,2070.0,0.0
REGION,SOHFGCP04N,SOWAT1,2070.0,0.0
REGION,SOHFGCP04O,SOHFOI,2070.0,0.0
REGION,SOHFGCP04O,SOWAT1,2070.0,0.0
REGION,SOLF00P00X,SOLFOI,2015.0,4.445
REGION,SOLF00P00X,SOLFOI,2016.0,4.7193
REGION,SOLF00P00X,SOLFOI,2017.0,11.2825
REGION,SOLF00P00X,SOLFOI,2018.0,17.8457
REGION,SOLF00P00X,SOLFOI,2019.0,24.4088
REGION,SOLF00P00X,SOLFOI,2020.0,30.972
REGION,SOLF00P00X,SOLFOI,2021.0,32.1939
REGION,SOLF00P00X,SOLFOI,2022.0,33.4647
REGION,SOLF00P00X,SOLFOI,2023.0,34.7859
REGION,SOLF00P00X,SOLFOI,2024.0,36.1587
REGION,SOLF00P00X,SOLFOI,2025.0,37.5845
REGION,SOLF00P00X,SOLFOI,2026.0,39.0637
REGION,SOLF00P00X,SOLFOI,2027.0,40.5992
REGION,SOLF00P00X,SOLFOI,2028.0,42.1932
REGION,SOLF00P00X,SOLFOI,2029.0,43.8486
REGION,SOLF00P00X,SOLFOI,2030.0,45.5681
REGION,SOLF00P00X,SOLFOI,2031.0,47.6132
REGION,SOLF00P00X,SOLFOI,2032.0,49.6999
REGION,SOLF00P00X,SOLFOI,2033.0,51.8341
REGION,SOLF00P00X,SOLFOI,2034.0,54.0213
REGION,SOLF00P00X,SOLFOI,2035.0,54.2046
REGION,SOLF00P00X,SOLFOI,2036.0,56.139
REGION,SOLF00P00X,SOLFOI,2037.0,58.1439
REGION,SOLF00P00X,SOLFOI,2038.0,60.2222
REGION,SOLF00P00X,SOLFOI,2039.0,62.3771
REGION,SOLF00P00X,SOLFOI,2040.0,64.6117
REGION,SOLF00P00X,SOLFOI,2041.0,66.4312
REGION,SOLF00P00X,SOLFOI,2042.0,68.3047
REGION,SOLF00P00X,SOLFOI,2043.0,70.2338
REGION,SOLF00P00X,SOLFOI,2044.0,72.2201
REGION,SOLF00P00X,SOLFOI,2045.0,74.2654
REGION,SOLF00P00X,SOLFOI,2046.0,76.3634
REGION,SOLF00P00X,SOLFOI,2047.0,78.5238
REGION,SOLF00P00X,SOLFOI,2048.0,80.7484
REGION,SOLF00P00X,SOLFOI,2049.0,83.0389
REGION,SOLF00P00X,SOLFOI,2050.0,85.397
REGION,SOLF00P00X,SOLFOI,2051.0,87.3854
REGION,SOLF00P00X,SOLFOI,2052.0,89.422
REGION,SOLF00P00X,SOLFOI,2053.0,91.5078
REGION,SOLF00P00X,SOLFOI,2054.0,93.6435
REGION,SOLF00P00X,SOLFOI,2055.0,95.8299
REGION,SOLF00P00X,SOLFOI,2056.0,98.0681
REGION,SOLF00P00X,SOLFOI,2057.0,100.3592
REGION,SOLF00P00X,SOLFOI,2058.0,102.7043
REGION,SOLF00P00X,SOLFOI,2059.0,105.1045
REGION,SOLF00P00X,SOLFOI,2060.0,107.5609
REGION,SOLF00P00X,SOLFOI,2061.0,109.7086
REGION,SOLF00P00X,SOLFOI,2062.0,111.8991
REGION,SOLF00P00X,SOLFOI,2063.0,114.1334
REGION,SOLF00P00X,SOLFOI,2064.0,116.4122
REGION,SOLF00P00X,SOLFOI,2065.0,118.7364
REGION,SOLF00P00X,SOLFOI,2066.0,121.1068
REGION,SOLF00P00X,SOLFOI,2067.0,123.5245
REGION,SOLF00P00X,SOLFOI,2068.0,125.9902
REGION,SOLF00P00X,SOLFOI,2069.0,128.5049
REGION,SOLF00P00X,SOLFOI,2070.0,131.0695
REGION,SOLFRCFURX,SOLFOI,2015.0,5.7222
REGION,SOLFRCFURX,SOLFOI,2016.0,5.6477
REGION,SOLFRCFURX,SOLFOI,2017.0,18.0754
REGION,SOLFRCFURX,SOLFOI,2018.0,30.5585
REGION,SOLFRCFURX,SOLFOI,2019.0,43.0896
REGION,SOLFRCFURX,SOLFOI,2020.0,46.4368
REGION,SOLFRCFURX,SOLFOI,2021.0,13.4633
REGION,SOLFRCFURX,SOLFOI,2022.0,8.9858
REGION,SOLFRCFURX,SOLFOI,2023.0,5.6815
REGION,SOLFRCFURX,SOLFOI,2024.0,4.076
REGION,SOLFRCFURX,SOLFOI,2025.0,0.9937
REGION,SOLFRCFURX,SOLFOI,2026.0,1.0923
REGION,SOLFRCFURX,SOLFOI,2027.0,1.2347
REGION,SOLFRCFURX,SOLFOI,2028.0,1.4146
REGION,SOLFRCFURX,SOLFOI,2029.0,1.0494
REGION,SOLFRCFURX,SOLFOI,2030.0,0.849
REGION,SOLFRCFURX,SOLFOI,2031.0,0.5281
REGION,SOLFRCFURX,SOLFOI,2032.0,0.3184
REGION,SOLFRCFURX,SOLFOI,2033.0,0.3184
REGION,SOLFRCFURX,SOLFOI,2034.0,0.3184
REGION,SOLFRCFURX,SOLFOI,2035.0,0.3184
REGION,SOLFRCFURX,SOLFOI,2036.0,0.4017
REGION,SOLFRCFURX,SOLFOI,2037.0,0.5232
REGION,SOLFRCFURX,SOLFOI,2038.0,0.5232
REGION,SOLFRCFURX,SOLFOI,2039.0,0.5232
REGION,SOLFRCFURX,SOLFOI,2040.0,0.2049
REGION,SOLFRCFURX,SOLFOI,2041.0,0.2049
REGION,SOLFRCFURX,SOLFOI,2042.0,0.2049
REGION,SOLFRCFURX,SOLFOI,2043.0,0.2049
REGION,SOLFRCFURX,SOLFOI,2044.0,0.2049
REGION,SOLFRCFURX,SOLFOI,2045.0,0.2049
REGION,SOLFRCFURX,SOLFOI,2046.0,0.1215
REGION,SOLFRCFURX,SOLFOI,2070.0,0.0
REGION,SOLFRCP01N,SOLFOI,2070.0,0.0
REGION,SOLFRCP01N,SOWAT1,2070.0,0.0
REGION,SOLFRCP01O,SOLFOI,2070.0,0.0
REGION,SOLFRCP01O,SOWAT1,2070.0,0.0
REGION,SOLFRCP02N,SOLFOI,2070.0,0.0
REGION,SOLFRCP02N,SOWAT1,2070.0,0.0
REGION,SOLFRCP02O,SOLFOI,2015.0,1.078
REGION,SOLFRCP02O,SOLFOI,2016.0,1.078
REGION,SOLFRCP02O,SOLFOI,2017.0,1.078
