r,t,f,y,UseByTechnologyAnnual
REGION,CGHF00E00X,CGHFOI,2044.0,0.0591
REGION,CGHF00E00X,CGHFOI,2045.0,0.0575
REGION,CGHF00E00X,CGHFOI,2046.0,0.0558
REGION,CGHF00E00X,CGHFOI,2047.0,0.0542
REGION,CGHF00E00X,CGHFOI,2048.0,0.0525
REGION,CGHF00E00X,CGHFOI,2049.0,0.0509
REGION,CGHF00E00X,CGHFOI,2050.0,0.0493
REGION,CGHF00E00X,CGHFOI,2051.0,0.048
REGION,CGHF00E00X,CGHFOI,2052.0,0.0468
REGION,CGHF00E00X,CGHFOI,2053.0,0.0456
REGION,CGHF00E00X,CGHFOI,2054.0,0.0443
REGION,CGHF00E00X,CGHFOI,2055.0,0.0431
REGION,CGHF00E00X,CGHFOI,2056.0,0.0419
REGION,CGHF00E00X,CGHFOI,2057.0,0.0406
REGION,CGHF00E00X,CGHFOI,2058.0,0.0394
REGION,CGHF00E00X,CGHFOI,2059.0,0.0382
REGION,CGHF00E00X,CGHFOI,2060.0,0.0369
REGION,CGHF00E00X,CGHFOI,2061.0,0.036
REGION,CGHF00E00X,CGHFOI,2062.0,0.0351
REGION,CGHF00E00X,CGHFOI,2063.0,0.0342
REGION,CGHF00E00X,CGHFOI,2064.0,0.0332
REGION,CGHF00E00X,CGHFOI,2065.0,0.0323
REGION,CGHF00E00X,CGHFOI,2066.0,0.0314
REGION,CGHF00E00X,CGHFOI,2067.0,0.0305
REGION,CGHF00E00X,CGHFOI,2068.0,0.0296
REGION,CGHF00E00X,CGHFOI,2069.0,0.0286
REGION,CGHF00E00X,CGHFOI,2070.0,0.0277
REGION,CGHF00P00X,CGHFOI,2015.0,0.3385
REGION,CGHF00P00X,CGHFOI,2016.0,0.3316
REGION,CGHF00P00X,CGHFOI,2017.0,0.3263
REGION,CGHF00P00X,CGHFOI,2018.0,0.3209
REGION,CGHF00P00X,CGHFOI,2019.0,0.3156
REGION,CGHF00P00X,CGHFOI,2020.0,0.3102
REGION,CGHF00P00X,CGHFOI,2021.0,0.3227
REGION,CGHF00P00X,CGHFOI,2022.0,0.3356
REGION,CGHF00P00X,CGHFOI,2023.0,0.3489
REGION,CGHF00P00X,CGHFOI,2024.0,0.3626
REGION,CGHF00P00X,CGHFOI,2025.0,0.3768
REGION,CGHF00P00X,CGHFOI,2026.0,0.3906
REGION,CGHF00P00X,CGHFOI,2027.0,0.405
REGION,CGHF00P00X,CGHFOI,2028.0,0.4198
REGION,CGHF00P00X,CGHFOI,2029.0,0.4352
REGION,CGHF00P00X,CGHFOI,2030.0,0.4511
REGION,CGHF00P00X,CGHFOI,2031.0,0.4774
REGION,CGHF00P00X,CGHFOI,2032.0,0.5037
REGION,CGHF00P00X,CGHFOI,2033.0,0.5301
REGION,CGHF00P00X,CGHFOI,2034.0,0.5569
REGION,CGHF00P00X,CGHFOI,2035.0,0.5312
REGION,CGHF00P00X,CGHFOI,2036.0,0.5483
REGION,CGHF00P00X,CGHFOI,2037.0,0.566
REGION,CGHF00P00X,CGHFOI,2038.0,0.5842
REGION,CGHF00P00X,CGHFOI,2039.0,0.6031
REGION,CGHF00P00X,CGHFOI,2040.0,0.6226
REGION,CGHF00P00X,CGHFOI,2041.0,0.6385
REGION,CGHF00P00X,CGHFOI,2042.0,0.6547
REGION,CGHF00P00X,CGHFOI,2043.0,0.6714
REGION,CGHF00P00X,CGHFOI,2044.0,0.6884
REGION,CGHF00P00X,CGHFOI,2045.0,0.7059
REGION,CGHF00P00X,CGHFOI,2046.0,0.7237
REGION,CGHF00P00X,CGHFOI,2047.0,0.7419
REGION,CGHF00P00X,CGHFOI,2048.0,0.7606
REGION,CGHF00P00X,CGHFOI,2049.0,0.7798
REGION,CGHF00P00X,CGHFOI,2050.0,0.7994
REGION,CGHF00P00X,CGHFOI,2051.0,0.8155
REGION,CGHF00P00X,CGHFOI,2052.0,0.8318
REGION,CGHF00P00X,CGHFOI,2053.0,0.8485
REGION,CGHF00P00X,CGHFOI,2054.0,0.8655
REGION,CGHF00P00X,CGHFOI,2055.0,0.8829
REGION,CGHF00P00X,CGHFOI,2056.0,0.9006
REGION,CGHF00P00X,CGHFOI,2057.0,0.9187
REGION,CGHF00P00X,CGHFOI,2058.0,0.9372
REGION,CGHF00P00X,CGHFOI,2059.0,0.956
REGION,CGHF00P00X,CGHFOI,2060.0,0.9752
REGION,CGHF00P00X,CGHFOI,2061.0,0.9915
REGION,CGHF00P00X,CGHFOI,2062.0,1.0081
REGION,CGHF00P00X,CGHFOI,2063.0,1.0249
REGION,CGHF00P00X,CGHFOI,2064.0,1.042
REGION,CGHF00P00X,CGHFOI,2065.0,1.0595
REGION,CGHF00P00X,CGHFOI,2066.0,1.0772
REGION,CGHF00P00X,CGHFOI,2067.0,1.0952
REGION,CGHF00P00X,CGHFOI,2068.0,1.1135
REGION,CGHF00P00X,CGHFOI,2069.0,1.1321
REGION,CGHF00P00X,CGHFOI,2070.0,1.151
REGION,CGHFGCP01N,CGHFOI,2070.0,0.0
REGION,CGHFGCP01N,CGWAT1,2070.0,0.0
REGION,CGHFGCP01O,CGHFOI,2070.0,0.0
REGION,CGHFGCP01O,CGWAT1,2070.0,0.0
REGION,CGHFGCP02N,CGHFOI,2070.0,0.0
REGION,CGHFGCP02N,CGWAT1,2070.0,0.0
REGION,CGHFGCP02O,CGHFOI,2070.0,0.0
REGION,CGHFGCP02O,CGWAT1,2070.0,0.0
REGION,CGHFGCP03N,CGHFOI,2070.0,0.0
REGION,CGHFGCP03N,CGWAT1,2070.0,0.0
REGION,CGHFGCP03O,CGHFOI,2070.0,0.0
REGION,CGHFGCP03O,CGWAT1,2070.0,0.0
REGION,CGHFGCP04N,CGHFOI,2070.0,0.0
REGION,CGHFGCP04N,CGWAT1,2070.0,0.0
REGION,CGHFGCP04O,CGHFOI,2015.0,0.264
REGION,CGHFGCP04O,CGHFOI,2016.0,0.9768
REGION,CGHFGCP04O,CGHFOI,2017.0,1.32
REGION,CGHFGCP04O,CGHFOI,2018.0,1.32
REGION,CGHFGCP04O,CGHFOI,2019.0,1.32
REGION,CGHFGCP04O,CGHFOI,2020.0,1.32
REGION,CGHFGCP04O,CGHFOI,2021.0,1.254
REGION,CGHFGCP04O,CGHFOI,2022.0,0.2376
REGION,CGHFGCP04O,CGHFOI,2023.0,0.2244
REGION,CGHFGCP04O,CGHFOI,2024.0,0.2112
REGION,CGHFGCP04O,CGHFOI,2025.0,0.198
REGION,CGHFGCP04O,CGHFOI,2026.0,0.1848
REGION,CGHFGCP04O,CGHFOI,2027.0,0.1716
REGION,CGHFGCP04O,CGHFOI,2028.0,0.1584
REGION,CGHFGCP04O,CGHFOI,2029.0,0.1452
REGION,CGHFGCP04O,CGHFOI,2030.0,0.132
REGION,CGHFGCP04O,CGHFOI,2031.0,0.1188
REGION,CGHFGCP04O,CGHFOI,2032.0,0.1056
REGION,CGHFGCP04O,CGHFOI,2033.0,0.0924
REGION,CGHFGCP04O,CGHFOI,2034.0,0.0792
REGION,CGHFGCP04O,CGHFOI,2035.0,0.066
REGION,CGHFGCP04O,CGHFOI,2036.0,0.0528
REGION,CGHFGCP04O,CGHFOI,2037.0,0.0396
REGION,CGHFGCP04O,CGHFOI,2038.0,0.0686
REGION,CGHFGCP04O,CGHFOI,2039.0,0.0227
REGION,CGHFGCP04O,CGHFOI,2070.0,0.0
REGION,CGHFGCP04O,CGWAT1,2015.0,3.5
REGION,CGHFGCP04O,CGWAT1,2016.0,12.9499
REGION,CGHFGCP04O,CGWAT1,2017.0,17.4998
REGION,CGHFGCP04O,CGWAT1,2018.0,17.4998
REGION,CGHFGCP04O,CGWAT1,2019.0,17.4998
REGION,CGHFGCP04O,CGWAT1,2020.0,17.4998
REGION,CGHFGCP04O,CGWAT1,2021.0,16.6248
REGION,CGHFGCP04O,CGWAT1,2022.0,3.15
REGION,CGHFGCP04O,CGWAT1,2023.0,2.975
REGION,CGHFGCP04O,CGWAT1,2024.0,2.8
REGION,CGHFGCP04O,CGWAT1,2025.0,2.625
REGION,CGHFGCP04O,CGWAT1,2026.0,2.45
REGION,CGHFGCP04O,CGWAT1,2027.0,2.275
REGION,CGHFGCP04O,CGWAT1,2028.0,2.1
REGION,CGHFGCP04O,CGWAT1,2029.0,1.925
REGION,CGHFGCP04O,CGWAT1,2030.0,1.75
REGION,CGHFGCP04O,CGWAT1,2031.0,1.575
REGION,CGHFGCP04O,CGWAT1,2032.0,1.4
REGION,CGHFGCP04O,CGWAT1,2033.0,1.225
REGION,CGHFGCP04O,CGWAT1,2034.0,1.05
REGION,CGHFGCP04O,CGWAT1,2035.0,0.875
REGION,CGHFGCP04O,CGWAT1,2036.0,0.7
REGION,CGHFGCP04O,CGWAT1,2037.0,0.525
REGION,CGHFGCP04O,CGWAT1,2038.0,0.909
REGION,CGHFGCP04O,CGWAT1,2039.0,0.3013
REGION,CGHFGCP04O,CGWAT1,2070.0,0.0
REGION,CGLF00E00X,CGLFOI,2015.0,12.9344
REGION,CGLF00E00X,CGLFOI,2016.0,12.9344
REGION,CGLF00E00X,CGLFOI,2017.0,13.6313
REGION,CGLF00E00X,CGLFOI,2018.0,11.5589
REGION,CGLF00E00X,CGLFOI,2019.0,11.5589
REGION,CGLF00E00X,CGLFOI,2020.0,11.5589
REGION,CGLF00E00X,CGLFOI,2021.0,11.2699
REGION,CGLF00E00X,CGLFOI,2022.0,10.981
REGION,CGLF00E00X,CGLFOI,2023.0,10.692
REGION,CGLF00E00X,CGLFOI,2024.0,10.403
REGION,CGLF00E00X,CGLFOI,2025.0,10.114
REGION,CGLF00E00X,CGLFOI,2026.0,9.8251
REGION,CGLF00E00X,CGLFOI,2027.0,9.5361
REGION,CGLF00E00X,CGLFOI,2028.0,9.2471
REGION,CGLF00E00X,CGLFOI,2029.0,8.9581
REGION,CGLF00E00X,CGLFOI,2030.0,8.6692
REGION,CGLF00E00X,CGLFOI,2031.0,8.4524
REGION,CGLF00E00X,CGLFOI,2032.0,8.2357
REGION,CGLF00E00X,CGLFOI,2033.0,8.019
REGION,CGLF00E00X,CGLFOI,2034.0,7.8023
REGION,CGLF00E00X,CGLFOI,2035.0,7.5855
REGION,CGLF00E00X,CGLFOI,2036.0,7.3688
REGION,CGLF00E00X,CGLFOI,2037.0,7.1521
REGION,CGLF00E00X,CGLFOI,2038.0,6.9353
REGION,CGLF00E00X,CGLFOI,2039.0,6.7186
REGION,CGLF00E00X,CGLFOI,2040.0,6.5019
REGION,CGLF00E00X,CGLFOI,2041.0,6.3393
REGION,CGLF00E00X,CGLFOI,2042.0,6.1768
REGION,CGLF00E00X,CGLFOI,2043.0,6.0142
REGION,CGLF00E00X,CGLFOI,2044.0,5.8517
REGION,CGLF00E00X,CGLFOI,2045.0,5.6891
REGION,CGLF00E00X,CGLFOI,2046.0,5.5266
REGION,CGLF00E00X,CGLFOI,2047.0,5.3641
REGION,CGLF00E00X,CGLFOI,2048.0,5.2015
REGION,CGLF00E00X,CGLFOI,2049.0,5.039
REGION,CGLF00E00X,CGLFOI,2050.0,4.8764
REGION,CGLF00E00X,CGLFOI,2051.0,4.7545
REGION,CGLF00E00X,CGLFOI,2052.0,4.6326
REGION,CGLF00E00X,CGLFOI,2053.0,4.5107
REGION,CGLF00E00X,CGLFOI,2054.0,4.3888
REGION,CGLF00E00X,CGLFOI,2055.0,4.2669
REGION,CGLF00E00X,CGLFOI,2056.0,4.1449
REGION,CGLF00E00X,CGLFOI,2057.0,4.023
REGION,CGLF00E00X,CGLFOI,2058.0,3.9011
REGION,CGLF00E00X,CGLFOI,2059.0,3.7792
REGION,CGLF00E00X,CGLFOI,2060.0,3.6573
REGION,CGLF00E00X,CGLFOI,2061.0,3.5659
REGION,CGLF00E00X,CGLFOI,2062.0,3.4744
REGION,CGLF00E00X,CGLFOI,2063.0,3.383
REGION,CGLF00E00X,CGLFOI,2064.0,3.2916
REGION,CGLF00E00X,CGLFOI,2065.0,3.2001
REGION,CGLF00E00X,CGLFOI,2066.0,3.1087
REGION,CGLF00E00X,CGLFOI,2067.0,3.0173
REGION,CGLF00E00X,CGLFOI,2068.0,2.9258
REGION,CGLF00E00X,CGLFOI,2069.0,2.8344
REGION,CGLF00E00X,CGLFOI,2070.0,2.743
REGION,CGLF00P00X,CGLFOI,2015.0,33.5122
REGION,CGLF00P00X,CGLFOI,2016.0,32.8328
REGION,CGLF00P00X,CGLFOI,2017.0,32.303
REGION,CGLF00P00X,CGLFOI,2018.0,31.7733
REGION,CGLF00P00X,CGLFOI,2019.0,31.2435
REGION,CGLF00P00X,CGLFOI,2020.0,30.7138
REGION,CGLF00P00X,CGLFOI,2021.0,31.9492
REGION,CGLF00P00X,CGLFOI,2022.0,33.2237
REGION,CGLF00P00X,CGLFOI,2023.0,34.5395
REGION,CGLF00P00X,CGLFOI,2024.0,35.8989
REGION,CGLF00P00X,CGLFOI,2025.0,37.3042
REGION,CGLF00P00X,CGLFOI,2026.0,38.673
REGION,CGLF00P00X,CGLFOI,2027.0,40.0909
REGION,CGLF00P00X,CGLFOI,2028.0,41.5598
REGION,CGLF00P00X,CGLFOI,2029.0,43.0816
REGION,CGLF00P00X,CGLFOI,2030.0,44.6582
REGION,CGLF00P00X,CGLFOI,2031.0,47.2585
REGION,CGLF00P00X,CGLFOI,2032.0,49.8634
REGION,CGLF00P00X,CGLFOI,2033.0,52.484
REGION,CGLF00P00X,CGLFOI,2034.0,55.1298
REGION,CGLF00P00X,CGLFOI,2035.0,52.5869
REGION,CGLF00P00X,CGLFOI,2036.0,54.2798
REGION,CGLF00P00X,CGLFOI,2037.0,56.0299
REGION,CGLF00P00X,CGLFOI,2038.0,57.8385
REGION,CGLF00P00X,CGLFOI,2039.0,59.7072
REGION,CGLF00P00X,CGLFOI,2040.0,61.6376
REGION,CGLF00P00X,CGLFOI,2041.0,63.209
REGION,CGLF00P00X,CGLFOI,2042.0,64.8179
REGION,CGLF00P00X,CGLFOI,2043.0,66.4655
REGION,CGLF00P00X,CGLFOI,2044.0,68.1527
REGION,CGLF00P00X,CGLFOI,2045.0,69.8808
REGION,CGLF00P00X,CGLFOI,2046.0,71.6449
REGION,CGLF00P00X,CGLFOI,2047.0,73.452
REGION,CGLF00P00X,CGLFOI,2048.0,75.3034
REGION,CGLF00P00X,CGLFOI,2049.0,77.2005
REGION,CGLF00P00X,CGLFOI,2050.0,79.1447
REGION,CGLF00P00X,CGLFOI,2051.0,80.7323
REGION,CGLF00P00X,CGLFOI,2052.0,82.3518
REGION,CGLF00P00X,CGLFOI,2053.0,84.0039
REGION,CGLF00P00X,CGLFOI,2054.0,85.6894
REGION,CGLF00P00X,CGLFOI,2055.0,87.4092
REGION,CGLF00P00X,CGLFOI,2056.0,89.164
REGION,CGLF00P00X,CGLFOI,2057.0,90.9544
REGION,CGLF00P00X,CGLFOI,2058.0,92.7812
REGION,CGLF00P00X,CGLFOI,2059.0,94.6451
REGION,CGLF00P00X,CGLFOI,2060.0,96.5469
REGION,CGLF00P00X,CGLFOI,2061.0,98.1596
REGION,CGLF00P00X,CGLFOI,2062.0,99.7996
REGION,CGLF00P00X,CGLFOI,2063.0,101.4671
REGION,CGLF00P00X,CGLFOI,2064.0,103.1627
REGION,CGLF00P00X,CGLFOI,2065.0,104.8865
REGION,CGLF00P00X,CGLFOI,2066.0,106.6392
REGION,CGLF00P00X,CGLFOI,2067.0,108.4209
REGION,CGLF00P00X,CGLFOI,2068.0,110.2322
REGION,CGLF00P00X,CGLFOI,2069.0,112.0734
REGION,CGLF00P00X,CGLFOI,2070.0,113.9448
REGION,CGLFRCFURX,CGLFOI,2016.0,0.055
REGION,CGLFRCFURX,CGLFOI,2017.0,2.7453
REGION,CGLFRCFURX,CGLFOI,2018.0,3.119
REGION,CGLFRCFURX,CGLFOI,2019.0,3.119
REGION,CGLFRCFURX,CGLFOI,2020.0,3.119
REGION,CGLFRCFURX,CGLFOI,2021.0,2.266
REGION,CGLFRCFURX,CGLFOI,2022.0,1.3378
REGION,CGLFRCFURX,CGLFOI,2023.0,0.689
REGION,CGLFRCFURX,CGLFOI,2024.0,0.4833
REGION,CGLFRCFURX,CGLFOI,2025.0,0.1205
REGION,CGLFRCFURX,CGLFOI,2026.0,0.1293
REGION,CGLFRCFURX,CGLFOI,2027.0,0.1059
REGION,CGLFRCFURX,CGLFOI,2029.0,0.044
REGION,CGLFRCFURX,CGLFOI,2030.0,0.044
REGION,CGLFRCFURX,CGLFOI,2031.0,0.044
REGION,CGLFRCFURX,CGLFOI,2032.0,0.044
REGION,CGLFRCFURX,CGLFOI,2033.0,0.044
REGION,CGLFRCFURX,CGLFOI,2034.0,0.045
REGION,CGLFRCFURX,CGLFOI,2036.0,0.045
REGION,CGLFRCFURX,CGLFOI,2037.0,0.045
REGION,CGLFRCFURX,CGLFOI,2038.0,0.0572
REGION,CGLFRCFURX,CGLFOI,2039.0,0.059
REGION,CGLFRCFURX,CGLFOI,2040.0,0.0665
REGION,CGLFRCFURX,CGLFOI,2041.0,0.0719
REGION,CGLFRCFURX,CGLFOI,2042.0,0.0782
REGION,CGLFRCFURX,CGLFOI,2043.0,0.0852
REGION,CGLFRCFURX,CGLFOI,2044.0,0.0842
REGION,CGLFRCFURX,CGLFOI,2045.0,0.0842
REGION,CGLFRCFURX,CGLFOI,2046.0,0.0842
REGION,CGLFRCFURX,CGLFOI,2047.0,0.0842
REGION,CGLFRCFURX,CGLFOI,2048.0,0.072
REGION,CGLFRCFURX,CGLFOI,2049.0,0.0263
REGION,CGLFRCFURX,CGLFOI,2050.0,0.0188
REGION,CGLFRCFURX,CGLFOI,2051.0,0.0133
REGION,CGLFRCFURX,CGLFOI,2052.0,0.1665
REGION,CGLFRCFURX,CGLFOI,2053.0,0.1661
REGION,CGLFRCFURX,CGLFOI,2054.0,0.1709
REGION,CGLFRCFURX,CGLFOI,2055.0,0.1726
REGION,CGLFRCFURX,CGLFOI,2056.0,0.1726
REGION,CGLFRCFURX,CGLFOI,2057.0,0.1726
REGION,CGLFRCFURX,CGLFOI,2058.0,0.1726
REGION,CGLFRCFURX,CGLFOI,2059.0,0.1726
REGION,CGLFRCFURX,CGLFOI,2060.0,0.1726
REGION,CGLFRCFURX,CGLFOI,2061.0,0.1637
REGION,CGLFRCFURX,CGLFOI,2062.0,0.0132
REGION,CGLFRCFURX,CGLFOI,2063.0,0.0065
REGION,CGLFRCFURX,CGLFOI,2064.0,0.0017
REGION,CGLFRCFURX,CGLFOI,2070.0,0.0
REGION,CGLFRCP01N,CGLFOI,2070.0,0.0
REGION,CGLFRCP01N,CGWAT1,2070.0,0.0
REGION,CGLFRCP01O,CGLFOI,2070.0,0.0
REGION,CGLFRCP01O,CGWAT1,2070.0,0.0
REGION,CGLFRCP02N,CGLFOI,2070.0,0.0
REGION,CGLFRCP02N,CGWAT1,2070.0,0.0
REGION,CGLFRCP02O,CGLFOI,2070.0,0.0
REGION,CGLFRCP02O,CGWAT1,2070.0,0.0
REGION,CGLFRCP03N,CGLFOI,2070.0,0.0
REGION,CGLFRCP03N,CGWAT1,2070.0,0.0
REGION,CGLFRCP03O,CGLFOI,2070.0,0.0
REGION,CGLFRCP03O,CGWAT1,2070.0,0.0
REGION,CGLFRCP04N,CGLFOI,2070.0,0.0
REGION,CGLFRCP04N,CGWAT1,2070.0,0.0
REGION,CGLFRCP04O,CGLFOI,2015.0,0.4737
REGION,CGLFRCP04O,CGLFOI,2016.0,0.4737
REGION,CGLFRCP04O,CGLFOI,2017.0,0.4737
REGION,CGLFRCP04O,CGLFOI,2018.0,0.4737
REGION,CGLFRCP04O,CGLFOI,2019.0,0.4737
REGION,CGLFRCP04O,CGLFOI,2020.0,0.5771
REGION,CGLFRCP04O,CGLFOI,2021.0,0.9374
REGION,CGLFRCP04O,CGLFOI,2022.0,0.4263
REGION,CGLFRCP04O,CGLFOI,2023.0,0.4026
REGION,CGLFRCP04O,CGLFOI,2024.0,0.3789
REGION,CGLFRCP04O,CGLFOI,2025.0,0.3552
REGION,CGLFRCP04O,CGLFOI,2026.0,0.3316
REGION,CGLFRCP04O,CGLFOI,2027.0,0.3079
REGION,CGLFRCP04O,CGLFOI,2028.0,0.2842
REGION,CGLFRCP04O,CGLFOI,2029.0,0.2605
REGION,CGLFRCP04O,CGLFOI,2030.0,0.2368
REGION,CGLFRCP04O,CGLFOI,2031.0,0.2131
REGION,CGLFRCP04O,CGLFOI,2032.0,0.1895
REGION,CGLFRCP04O,CGLFOI,2033.0,0.1658
REGION,CGLFRCP04O,CGLFOI,2034.0,0.1421
REGION,CGLFRCP04O,CGLFOI,2035.0,0.1184
REGION,CGLFRCP04O,CGLFOI,2036.0,0.0947
REGION,CGLFRCP04O,CGLFOI,2037.0,0.071
REGION,CGLFRCP04O,CGLFOI,2038.0,0.0474
REGION,CGLFRCP04O,CGLFOI,2039.0,0.0237
REGION,CGLFRCP04O,CGLFOI,2070.0,0.0
REGION,CGLFRCP04O,CGWAT1,2015.0,6.2798
REGION,CGLFRCP04O,CGWAT1,2016.0,6.2798
REGION,CGLFRCP04O,CGWAT1,2017.0,6.2798
REGION,CGLFRCP04O,CGWAT1,2018.0,6.2798
REGION,CGLFRCP04O,CGWAT1,2019.0,6.2798
REGION,CGLFRCP04O,CGWAT1,2020.0,7.6507
REGION,CGLFRCP04O,CGWAT1,2021.0,12.4288
REGION,CGLFRCP04O,CGWAT1,2022.0,5.6519
REGION,CGLFRCP04O,CGWAT1,2023.0,5.3379
REGION,CGLFRCP04O,CGWAT1,2024.0,5.0239
REGION,CGLFRCP04O,CGWAT1,2025.0,4.7099
REGION,CGLFRCP04O,CGWAT1,2026.0,4.3959
REGION,CGLFRCP04O,CGWAT1,2027.0,4.0819
REGION,CGLFRCP04O,CGWAT1,2028.0,3.7679
REGION,CGLFRCP04O,CGWAT1,2029.0,3.4539
REGION,CGLFRCP04O,CGWAT1,2030.0,3.1399
REGION,CGLFRCP04O,CGWAT1,2031.0,2.8259
REGION,CGLFRCP04O,CGWAT1,2032.0,2.5119
REGION,CGLFRCP04O,CGWAT1,2033.0,2.1979
REGION,CGLFRCP04O,CGWAT1,2034.0,1.884
REGION,CGLFRCP04O,CGWAT1,2035.0,1.57
REGION,CGLFRCP04O,CGWAT1,2036.0,1.256
REGION,CGLFRCP04O,CGWAT1,2037.0,0.942
REGION,CGLFRCP04O,CGWAT1,2038.0,0.628
REGION,CGLFRCP04O,CGWAT1,2039.0,0.314
REGION,CGLFRCP04O,CGWAT1,2070.0,0.0
REGION,CGNG00ELGX,CGGASF,2025.0,831.9955
REGION,CGNG00ELGX,CGGASF,2026.0,831.9955
REGION,CGNG00ELGX,CGGASF,2027.0,831.9955
REGION,CGNG00ELGX,CGGASF,2028.0,831.9955
REGION,CGNG00ELGX,CGGASF,2070.0,0.0
REGION,CGNG00P00X,CGGASF,2070.0,0.0
REGION,CGNG00X00X,CGWAT1,2015.0,0.0024
REGION,CGNG00X00X,CGWAT1,2016.0,0.0024
REGION,CGNG00X00X,CGWAT1,2017.0,0.0057
REGION,CGNG00X00X,CGWAT1,2018.0,0.011
REGION,CGNG00X00X,CGWAT1,2019.0,0.0107
REGION,CGNG00X00X,CGWAT1,2020.0,0.0118
REGION,CGNG00X00X,CGWAT1,2021.0,0.0116
REGION,CGNG00X00X,CGWAT1,2022.0,0.0025
REGION,CGNG00X00X,CGWAT1,2023.0,0.0024
REGION,CGNG00X00X,CGWAT1,2024.0,0.0023
REGION,CGNG00X00X,CGWAT1,2025.0,0.4413
REGION,CGNG00X00X,CGWAT1,2026.0,0.4411
REGION,CGNG00X00X,CGWAT1,2027.0,0.441
REGION,CGNG00X00X,CGWAT1,2028.0,0.4409
REGION,CGNG00X00X,CGWAT1,2029.0,0.0017
REGION,CGNG00X00X,CGWAT1,2030.0,0.0012
REGION,CGNG00X00X,CGWAT1,2031.0,0.0
REGION,CGNG00X00X,CGWAT1,2070.0,0.0
REGION,CGNGCCC01N,CGGASF,2070.0,0.0
REGION,CGNGCCC01N,CGWAT1,2070.0,0.0
REGION,CGNGCCC02N,CGGASF,2070.0,0.0
REGION,CGNGCCC02N,CGWAT1,2070.0,0.0
REGION,CGNGCCC03N,CGGASF,2070.0,0.0
REGION,CGNGCCC03N,CGWAT1,2070.0,0.0
REGION,CGNGCCC04N,CGGASF,2070.0,0.0
REGION,CGNGCCC04N,CGWAT1,2070.0,0.0
REGION,CGNGCCP01N,CGGASF,2020.0,0.702
REGION,CGNGCCP01N,CGGASF,2021.0,0.7007
REGION,CGNGCCP01N,CGGASF,2022.0,0.6995
REGION,CGNGCCP01N,CGGASF,2023.0,0.6983
REGION,CGNGCCP01N,CGGASF,2024.0,0.6971
REGION,CGNGCCP01N,CGGASF,2025.0,0.696
REGION,CGNGCCP01N,CGGASF,2026.0,0.6948
REGION,CGNGCCP01N,CGGASF,2027.0,0.6936
REGION,CGNGCCP01N,CGGASF,2028.0,0.6924
REGION,CGNGCCP01N,CGGASF,2029.0,0.6912
REGION,CGNGCCP01N,CGGASF,2030.0,0.0353
REGION,CGNGCCP01N,CGGASF,2034.0,0.5911
REGION,CGNGCCP01N,CGGASF,2035.0,0.4107
REGION,CGNGCCP01N,CGGASF,2036.0,0.3548
REGION,CGNGCCP01N,CGGASF,2037.0,0.3542
REGION,CGNGCCP01N,CGGASF,2038.0,1.7355
REGION,CGNGCCP01N,CGGASF,2039.0,1.9418
REGION,CGNGCCP01N,CGGASF,2040.0,1.7279
REGION,CGNGCCP01N,CGGASF,2041.0,1.6917
REGION,CGNGCCP01N,CGGASF,2042.0,1.6561
REGION,CGNGCCP01N,CGGASF,2043.0,1.6208
REGION,CGNGCCP01N,CGGASF,2044.0,1.6045
REGION,CGNGCCP01N,CGGASF,2045.0,1.5897
REGION,CGNGCCP01N,CGGASF,2046.0,1.5715
REGION,CGNGCCP01N,CGGASF,2047.0,1.5537
REGION,CGNGCCP01N,CGGASF,2048.0,1.5265
REGION,CGNGCCP01N,CGGASF,2049.0,1.4694
REGION,CGNGCCP01N,CGGASF,2050.0,1.1005
REGION,CGNGCCP01N,CGGASF,2051.0,0.8219
REGION,CGNGCCP01N,CGGASF,2052.0,1.2024
REGION,CGNGCCP01N,CGGASF,2053.0,1.1794
REGION,CGNGCCP01N,CGGASF,2054.0,1.1662
REGION,CGNGCCP01N,CGGASF,2055.0,1.1487
REGION,CGNGCCP01N,CGGASF,2056.0,1.1346
REGION,CGNGCCP01N,CGGASF,2057.0,1.119
REGION,CGNGCCP01N,CGGASF,2058.0,1.7035
REGION,CGNGCCP01N,CGGASF,2059.0,1.8777
REGION,CGNGCCP01N,CGGASF,2060.0,2.3406
REGION,CGNGCCP01N,CGGASF,2061.0,2.6381
REGION,CGNGCCP01N,CGGASF,2062.0,2.9594
REGION,CGNGCCP01N,CGGASF,2063.0,4.0158
REGION,CGNGCCP01N,CGGASF,2064.0,4.1745
REGION,CGNGCCP01N,CGGASF,2065.0,4.3302
REGION,CGNGCCP01N,CGGASF,2066.0,4.4842
REGION,CGNGCCP01N,CGGASF,2067.0,4.638
REGION,CGNGCCP01N,CGGASF,2068.0,4.7915
REGION,CGNGCCP01N,CGGASF,2069.0,4.9449
REGION,CGNGCCP01N,CGGASF,2070.0,5.3668
REGION,CGNGCCP01N,CGWAT1,2020.0,0.0017
REGION,CGNGCCP01N,CGWAT1,2021.0,0.0017
REGION,CGNGCCP01N,CGWAT1,2022.0,0.0017
REGION,CGNGCCP01N,CGWAT1,2023.0,0.0017
REGION,CGNGCCP01N,CGWAT1,2024.0,0.0017
REGION,CGNGCCP01N,CGWAT1,2025.0,0.0017
REGION,CGNGCCP01N,CGWAT1,2026.0,0.0017
REGION,CGNGCCP01N,CGWAT1,2027.0,0.0017
