r,t,y,TotalCapacityAnnual
REGION,NGELNEBP00,2061,0.8221
REGION,NGELNEBP00,2062,0.8221
REGION,NGELNEBP00,2063,0.8221
REGION,NGELNEBP00,2064,0.8221
REGION,NGELNEBP00,2065,0.8221
REGION,NGELNEBP00,2066,0.8221
REGION,NGELNEBP00,2067,0.8221
REGION,NGELNEBP00,2068,0.8221
REGION,NGELNEBP00,2069,0.8221
REGION,NGELNEBP00,2070,0.8221
REGION,NGELTGBP00,2020,0.6467
REGION,NGELTGBP00,2021,0.6467
REGION,NGELTGBP00,2022,0.6467
REGION,NGELTGBP00,2023,0.6467
REGION,NGELTGBP00,2024,0.6467
REGION,NGELTGBP00,2025,0.6467
REGION,NGELTGBP00,2026,0.6467
REGION,NGELTGBP00,2027,0.6467
REGION,NGELTGBP00,2028,0.6467
REGION,NGELTGBP00,2029,0.6467
REGION,NGELTGBP00,2030,0.6467
REGION,NGELTGBP00,2031,0.6467
REGION,NGELTGBP00,2032,0.6467
REGION,NGELTGBP00,2033,0.6467
REGION,NGELTGBP00,2034,0.6467
REGION,NGELTGBP00,2035,0.6467
REGION,NGELTGBP00,2036,0.6467
REGION,NGELTGBP00,2037,0.6467
REGION,NGELTGBP00,2038,0.6467
REGION,NGELTGBP00,2039,0.6467
REGION,NGELTGBP00,2040,0.6467
REGION,NGELTGBP00,2041,0.6467
REGION,NGELTGBP00,2042,0.6467
REGION,NGELTGBP00,2043,0.6467
REGION,NGELTGBP00,2044,0.6467
REGION,NGELTGBP00,2045,0.6467
REGION,NGELTGBP00,2046,0.6467
REGION,NGELTGBP00,2047,0.6467
REGION,NGELTGBP00,2048,0.6467
REGION,NGELTGBP00,2049,0.6467
REGION,NGELTGBP00,2050,0.6467
REGION,NGELTGBP00,2051,0.6467
REGION,NGELTGBP00,2052,0.6467
REGION,NGELTGBP00,2053,0.6467
REGION,NGELTGBP00,2054,0.6467
REGION,NGELTGBP00,2055,0.6467
REGION,NGELTGBP00,2056,0.6467
REGION,NGELTGBP00,2057,0.6467
REGION,NGELTGBP00,2058,0.6467
REGION,NGELTGBP00,2059,0.6467
REGION,NGELTGBP00,2060,0.6467
REGION,NGELTGBP00,2061,0.6467
REGION,NGELTGBP00,2062,0.6467
REGION,NGELTGBP00,2063,0.6467
REGION,NGELTGBP00,2064,0.6467
REGION,NGELTGBP00,2065,0.6467
REGION,NGELTGBP00,2066,0.6467
REGION,NGELTGBP00,2067,0.6467
REGION,NGELTGBP00,2068,0.6467
REGION,NGELTGBP00,2069,0.6467
REGION,NGELTGBP00,2070,0.6467
REGION,NGETHANOLX,2070,999999999.0
REGION,NGFW00P00X,2015,999999999.0
REGION,NGFW00P00X,2016,999999999.0
REGION,NGFW00P00X,2017,999999999.0
REGION,NGFW00P00X,2018,999999999.0
REGION,NGFW00P00X,2019,999999999.0
REGION,NGFW00P00X,2020,999999999.0
REGION,NGFW00P00X,2021,999999999.0
REGION,NGFW00P00X,2022,999999999.0
REGION,NGFW00P00X,2023,999999999.0
REGION,NGFW00P00X,2024,999999999.0
REGION,NGFW00P00X,2025,999999999.0
REGION,NGFW00P00X,2026,15925.6869279151
REGION,NGFW00P00X,2027,999999999.0
REGION,NGFW00P00X,2028,999999999.0
REGION,NGFW00P00X,2029,999999999.0
REGION,NGFW00P00X,2030,999999999.0
REGION,NGFW00P00X,2031,999999999.0
REGION,NGFW00P00X,2032,999999999.0
REGION,NGFW00P00X,2033,999999999.0
REGION,NGFW00P00X,2034,999999999.0
REGION,NGFW00P00X,2035,999999999.0
REGION,NGFW00P00X,2036,999999999.0
REGION,NGFW00P00X,2037,999999999.0
REGION,NGFW00P00X,2038,999999999.0
REGION,NGFW00P00X,2039,999999999.0
REGION,NGFW00P00X,2040,999999999.0
REGION,NGFW00P00X,2041,999999999.0
REGION,NGFW00P00X,2042,999999999.0
REGION,NGFW00P00X,2043,999999999.0
REGION,NGFW00P00X,2044,999999999.0
REGION,NGFW00P00X,2045,999999999.0
REGION,NGFW00P00X,2046,999999999.0
REGION,NGFW00P00X,2047,999999999.0
REGION,NGFW00P00X,2048,999999999.0
REGION,NGFW00P00X,2049,999999999.0
REGION,NGFW00P00X,2050,999999999.0
REGION,NGFW00P00X,2051,999999999.0
REGION,NGFW00P00X,2052,999999999.0
REGION,NGFW00P00X,2053,999999999.0
REGION,NGFW00P00X,2054,999999999.0
REGION,NGFW00P00X,2055,999999999.0
REGION,NGFW00P00X,2056,999999999.0
REGION,NGFW00P00X,2057,999999999.0
REGION,NGFW00P00X,2058,999999999.0
REGION,NGFW00P00X,2059,999999999.0
REGION,NGFW00P00X,2060,999999999.0
REGION,NGFW00P00X,2061,999999999.0
REGION,NGFW00P00X,2062,999999999.0
REGION,NGFW00P00X,2063,999999999.0
REGION,NGFW00P00X,2064,999999999.0
REGION,NGFW00P00X,2065,999999999.0
REGION,NGFW00P00X,2066,999999999.0
REGION,NGFW00P00X,2067,999999999.0
REGION,NGFW00P00X,2068,999999999.0
REGION,NGFW00P00X,2069,999999999.0
REGION,NGFW00P00X,2070,999999999.0
REGION,NGGOCVP02N,2070,0.0
REGION,NGGOCVP02O,2070,0.0
REGION,NGHE00T00X,2070,0.0
REGION,NGHF00E00X,2015,0.645742912227713
REGION,NGHF00E00X,2016,1.33098698934479
REGION,NGHF00E00X,2017,1.76580227870155
REGION,NGHF00E00X,2018,1.76580227870155
REGION,NGHF00E00X,2019,1.76580227870155
REGION,NGHF00E00X,2020,1.76580227870155
REGION,NGHF00E00X,2021,1.76580227870155
REGION,NGHF00E00X,2022,1.76580227870155
REGION,NGHF00E00X,2023,1.76580227870155
REGION,NGHF00E00X,2024,1.76580227870155
REGION,NGHF00E00X,2025,1.76580227870155
REGION,NGHF00E00X,2026,1.76580227870155
REGION,NGHF00E00X,2027,1.76580227870155
REGION,NGHF00E00X,2028,1.76580227870155
REGION,NGHF00E00X,2029,1.78578451620316
REGION,NGHF00E00X,2030,1.78578451620316
REGION,NGHF00E00X,2031,1.98717054180759
REGION,NGHF00E00X,2032,1.98717054180759
REGION,NGHF00E00X,2033,1.98717054180759
REGION,NGHF00E00X,2034,1.98717054180759
REGION,NGHF00E00X,2035,1.98717054180759
REGION,NGHF00E00X,2036,1.98717054180759
REGION,NGHF00E00X,2037,1.98717054180759
REGION,NGHF00E00X,2038,1.98717054180759
REGION,NGHF00E00X,2039,1.98717054180759
REGION,NGHF00E00X,2040,2.36942299255094
REGION,NGHF00E00X,2041,2.36942299255094
REGION,NGHF00E00X,2042,2.36942299255094
REGION,NGHF00E00X,2043,2.36942299255094
REGION,NGHF00E00X,2044,2.36942299255094
REGION,NGHF00E00X,2045,2.36942299255094
REGION,NGHF00E00X,2046,2.36942299255094
REGION,NGHF00E00X,2047,2.36942299255094
REGION,NGHF00E00X,2048,2.74229534769448
REGION,NGHF00E00X,2049,2.74229534769448
REGION,NGHF00E00X,2050,2.74229534769448
REGION,NGHF00E00X,2051,2.74229534769448
REGION,NGHF00E00X,2052,2.74229534769448
REGION,NGHF00E00X,2053,2.74229534769448
REGION,NGHF00E00X,2054,2.74229534769448
REGION,NGHF00E00X,2055,2.74229534769448
REGION,NGHF00E00X,2056,2.74229534769448
REGION,NGHF00E00X,2057,2.74229534769448
REGION,NGHF00E00X,2058,2.74229534769448
REGION,NGHF00E00X,2059,2.74229534769448
REGION,NGHF00E00X,2060,2.74229534769448
REGION,NGHF00E00X,2061,2.74229534769448
REGION,NGHF00E00X,2062,2.74229534769448
REGION,NGHF00E00X,2063,2.74229534769448
REGION,NGHF00E00X,2064,2.74229534769448
REGION,NGHF00E00X,2065,2.74229534769448
REGION,NGHF00E00X,2066,2.74229534769448
REGION,NGHF00E00X,2067,2.74229534769448
REGION,NGHF00E00X,2068,2.74229534769448
REGION,NGHF00E00X,2069,2.74229534769448
REGION,NGHF00E00X,2070,999999999.0
REGION,NGHF00I00X,2015,105.578657974027
REGION,NGHF00I00X,2016,112.15494625471
REGION,NGHF00I00X,2017,125.653754739331
REGION,NGHF00I00X,2018,125.653754739331
REGION,NGHF00I00X,2019,125.653754739331
REGION,NGHF00I00X,2020,125.653754739331
REGION,NGHF00I00X,2021,125.653754739331
REGION,NGHF00I00X,2022,125.653754739331
REGION,NGHF00I00X,2023,125.653754739331
REGION,NGHF00I00X,2024,125.653754739331
REGION,NGHF00I00X,2025,125.653754739331
REGION,NGHF00I00X,2026,125.653754739331
REGION,NGHF00I00X,2027,125.653754739331
REGION,NGHF00I00X,2028,125.653754739331
REGION,NGHF00I00X,2029,125.653754739331
REGION,NGHF00I00X,2030,125.653754739331
REGION,NGHF00I00X,2031,125.653754739331
REGION,NGHF00I00X,2032,125.653754739331
REGION,NGHF00I00X,2033,125.653754739331
REGION,NGHF00I00X,2034,125.653754739331
REGION,NGHF00I00X,2035,125.653754739331
REGION,NGHF00I00X,2036,125.653754739331
REGION,NGHF00I00X,2037,125.653754739331
REGION,NGHF00I00X,2038,125.653754739331
REGION,NGHF00I00X,2039,125.653754739331
REGION,NGHF00I00X,2040,125.653754739331
REGION,NGHF00I00X,2041,125.653754739331
REGION,NGHF00I00X,2042,125.653754739331
REGION,NGHF00I00X,2043,125.653754739331
REGION,NGHF00I00X,2044,125.653754739331
REGION,NGHF00I00X,2045,125.653754739331
REGION,NGHF00I00X,2046,125.653754739331
REGION,NGHF00I00X,2047,125.653754739331
REGION,NGHF00I00X,2048,125.653754739331
REGION,NGHF00I00X,2049,125.653754739331
REGION,NGHF00I00X,2050,125.653754739331
REGION,NGHF00I00X,2051,125.653754739331
REGION,NGHF00I00X,2052,125.653754739331
REGION,NGHF00I00X,2053,125.653754739331
REGION,NGHF00I00X,2054,134.057542564919
REGION,NGHF00I00X,2055,134.057542564919
REGION,NGHF00I00X,2056,134.057542564919
REGION,NGHF00I00X,2057,134.057542564919
REGION,NGHF00I00X,2058,134.057542564919
REGION,NGHF00I00X,2059,134.057542564919
REGION,NGHF00I00X,2060,134.057542564919
REGION,NGHF00I00X,2061,134.057542564919
REGION,NGHF00I00X,2062,134.057542564919
REGION,NGHF00I00X,2063,134.057542564919
REGION,NGHF00I00X,2064,134.057542564919
REGION,NGHF00I00X,2065,134.057542564919
REGION,NGHF00I00X,2066,134.057542564919
REGION,NGHF00I00X,2067,134.057542564919
REGION,NGHF00I00X,2068,191.711924936987
REGION,NGHF00I00X,2069,196.334340041754
REGION,NGHF00I00X,2070,999999999.0
REGION,NGHF00P00X,2015,36.7465058727098
REGION,NGHF00P00X,2016,36.7465058727098
REGION,NGHF00P00X,2017,37.9734794116712
REGION,NGHF00P00X,2018,43.7369948882044
REGION,NGHF00P00X,2019,43.7369948882044
REGION,NGHF00P00X,2020,44.4792698371344
REGION,NGHF00P00X,2021,49.7468600320915
REGION,NGHF00P00X,2022,51.8726426365621
REGION,NGHF00P00X,2023,57.409677258699
REGION,NGHF00P00X,2024,57.409677258699
REGION,NGHF00P00X,2025,57.409677258699
REGION,NGHF00P00X,2026,57.409677258699
REGION,NGHF00P00X,2027,57.409677258699
REGION,NGHF00P00X,2028,65.6949889657526
REGION,NGHF00P00X,2029,65.6949889657526
REGION,NGHF00P00X,2030,65.6949889657526
REGION,NGHF00P00X,2031,65.6949889657526
REGION,NGHF00P00X,2032,65.6949889657526
REGION,NGHF00P00X,2033,65.6949889657526
REGION,NGHF00P00X,2034,65.6949889657526
REGION,NGHF00P00X,2035,67.0343133669522
REGION,NGHF00P00X,2036,67.0343133669522
REGION,NGHF00P00X,2037,69.9087370118383
REGION,NGHF00P00X,2038,71.805718683866
REGION,NGHF00P00X,2039,74.6516118379424
REGION,NGHF00P00X,2040,78.7341111946254
REGION,NGHF00P00X,2041,83.9561984294358
REGION,NGHF00P00X,2042,85.6135169333773
REGION,NGHF00P00X,2043,87.5578024425837
REGION,NGHF00P00X,2044,87.5578024425837
REGION,NGHF00P00X,2045,90.1563190579391
REGION,NGHF00P00X,2046,96.0673912089757
REGION,NGHF00P00X,2047,98.7026739058495
REGION,NGHF00P00X,2048,100.98917426011
REGION,NGHF00P00X,2049,100.98917426011
REGION,NGHF00P00X,2050,100.98917426011
REGION,NGHF00P00X,2051,108.929521708028
REGION,NGHF00P00X,2052,108.929521708028
REGION,NGHF00P00X,2053,114.150882444565
REGION,NGHF00P00X,2054,123.292624335672
REGION,NGHF00P00X,2055,123.292624335672
REGION,NGHF00P00X,2056,123.292624335672
REGION,NGHF00P00X,2057,123.292624335672
REGION,NGHF00P00X,2058,123.292624335672
REGION,NGHF00P00X,2059,123.292624335672
REGION,NGHF00P00X,2060,131.916311398283
REGION,NGHF00P00X,2061,131.916311398283
REGION,NGHF00P00X,2062,135.721982433476
REGION,NGHF00P00X,2063,135.721982433476
REGION,NGHF00P00X,2064,135.721982433476
REGION,NGHF00P00X,2065,135.721982433476
REGION,NGHF00P00X,2066,135.721982433476
REGION,NGHF00P00X,2067,152.962134374033
REGION,NGHF00P00X,2068,204.419320178176
REGION,NGHF00P00X,2069,204.419320178176
REGION,NGHF00P00X,2070,999999999.0
REGION,NGHFGCP01N,2070,0.0
REGION,NGHFGCP01O,2070,0.0
REGION,NGHFGCP02N,2070,0.0
REGION,NGHFGCP02O,2015,1.338497
REGION,NGHFGCP02O,2016,1.338497
REGION,NGHFGCP02O,2017,1.338497
REGION,NGHFGCP02O,2018,1.338497
REGION,NGHFGCP02O,2019,1.338497
REGION,NGHFGCP02O,2020,1.338497
REGION,NGHFGCP02O,2021,1.27157215
REGION,NGHFGCP02O,2022,1.2046473
REGION,NGHFGCP02O,2023,1.13772245
REGION,NGHFGCP02O,2024,1.0707976
REGION,NGHFGCP02O,2025,1.00387275
REGION,NGHFGCP02O,2026,0.9369479
REGION,NGHFGCP02O,2027,0.87002305
REGION,NGHFGCP02O,2028,0.8030982
REGION,NGHFGCP02O,2029,0.73617335
REGION,NGHFGCP02O,2030,0.6692485
REGION,NGHFGCP02O,2031,0.60232365
REGION,NGHFGCP02O,2032,0.5353988
REGION,NGHFGCP02O,2033,0.46847395
REGION,NGHFGCP02O,2034,0.4015491
REGION,NGHFGCP02O,2035,0.33462425
REGION,NGHFGCP02O,2036,0.2676994
REGION,NGHFGCP02O,2037,0.20077455
REGION,NGHFGCP02O,2038,0.1338497
REGION,NGHFGCP02O,2039,0.0669248500000001
REGION,NGHFGCP02O,2070,0.0
REGION,NGHFGCP03N,2017,0.16
REGION,NGHFGCP03N,2018,0.16
REGION,NGHFGCP03N,2019,0.16
REGION,NGHFGCP03N,2020,0.16
REGION,NGHFGCP03N,2021,0.16
REGION,NGHFGCP03N,2022,0.16
REGION,NGHFGCP03N,2023,0.16
REGION,NGHFGCP03N,2024,0.16
REGION,NGHFGCP03N,2025,0.16
REGION,NGHFGCP03N,2026,0.16
REGION,NGHFGCP03N,2027,0.16
REGION,NGHFGCP03N,2028,0.16
REGION,NGHFGCP03N,2029,0.16
REGION,NGHFGCP03N,2030,0.16
REGION,NGHFGCP03N,2031,0.16
REGION,NGHFGCP03N,2032,0.16
REGION,NGHFGCP03N,2033,0.16
REGION,NGHFGCP03N,2034,0.16
REGION,NGHFGCP03N,2035,0.16
REGION,NGHFGCP03N,2036,0.16
REGION,NGHFGCP03N,2037,0.16
REGION,NGHFGCP03N,2038,0.16
REGION,NGHFGCP03N,2039,0.16
REGION,NGHFGCP03N,2040,0.16
REGION,NGHFGCP03N,2041,0.16
REGION,NGHFGCP03N,2070,0.0
REGION,NGHFGCP03O,2015,0.16
REGION,NGHFGCP03O,2016,0.16
REGION,NGHFGCP03O,2017,0.16
REGION,NGHFGCP03O,2018,0.16
REGION,NGHFGCP03O,2019,0.16
REGION,NGHFGCP03O,2020,0.16
REGION,NGHFGCP03O,2021,0.152
REGION,NGHFGCP03O,2022,0.144
REGION,NGHFGCP03O,2023,0.136
REGION,NGHFGCP03O,2024,0.128
REGION,NGHFGCP03O,2025,0.12
REGION,NGHFGCP03O,2026,0.112
REGION,NGHFGCP03O,2027,0.104
REGION,NGHFGCP03O,2028,0.096
REGION,NGHFGCP03O,2029,0.088
REGION,NGHFGCP03O,2030,0.08
REGION,NGHFGCP03O,2031,0.072
REGION,NGHFGCP03O,2032,0.064
REGION,NGHFGCP03O,2033,0.056
REGION,NGHFGCP03O,2034,0.048
REGION,NGHFGCP03O,2035,0.04
REGION,NGHFGCP03O,2036,0.032
REGION,NGHFGCP03O,2037,0.024
REGION,NGHFGCP03O,2038,0.016
REGION,NGHFGCP03O,2039,0.008
REGION,NGHFGCP03O,2070,0.0
REGION,NGHFGCP04N,2070,0.0
REGION,NGHFGCP04O,2070,0.0
REGION,NGHYDMS01X,2015,0.031
REGION,NGHYDMS01X,2016,0.031
REGION,NGHYDMS01X,2017,0.041
REGION,NGHYDMS01X,2018,0.041
REGION,NGHYDMS01X,2019,0.041
REGION,NGHYDMS01X,2020,0.041
REGION,NGHYDMS01X,2021,0.041
REGION,NGHYDMS01X,2022,0.041
REGION,NGHYDMS01X,2023,0.041
REGION,NGHYDMS01X,2024,0.041
REGION,NGHYDMS01X,2025,0.041
REGION,NGHYDMS01X,2026,0.041
REGION,NGHYDMS01X,2027,0.041
REGION,NGHYDMS01X,2028,0.041
REGION,NGHYDMS01X,2029,0.041
REGION,NGHYDMS01X,2030,0.041
REGION,NGHYDMS01X,2031,0.041
REGION,NGHYDMS01X,2032,0.041
REGION,NGHYDMS01X,2033,0.041
REGION,NGHYDMS01X,2034,0.041
REGION,NGHYDMS01X,2035,0.041
REGION,NGHYDMS01X,2036,0.041
REGION,NGHYDMS01X,2037,0.041
REGION,NGHYDMS01X,2038,0.041
REGION,NGHYDMS01X,2039,0.041
REGION,NGHYDMS01X,2040,0.041
REGION,NGHYDMS01X,2041,0.041
REGION,NGHYDMS01X,2042,0.041
REGION,NGHYDMS01X,2043,0.041
REGION,NGHYDMS01X,2044,0.041
REGION,NGHYDMS01X,2045,0.041
REGION,NGHYDMS01X,2046,0.041
REGION,NGHYDMS01X,2047,0.041
REGION,NGHYDMS01X,2048,0.041
REGION,NGHYDMS01X,2049,0.041
REGION,NGHYDMS01X,2050,0.041
REGION,NGHYDMS01X,2051,0.041
REGION,NGHYDMS01X,2052,0.041
REGION,NGHYDMS01X,2053,0.041
REGION,NGHYDMS01X,2054,0.041
REGION,NGHYDMS01X,2055,0.041
REGION,NGHYDMS01X,2056,0.041
REGION,NGHYDMS01X,2057,0.041
REGION,NGHYDMS01X,2058,0.041
REGION,NGHYDMS01X,2059,0.041
REGION,NGHYDMS01X,2060,0.041
REGION,NGHYDMS01X,2061,0.041
REGION,NGHYDMS01X,2062,0.041
REGION,NGHYDMS01X,2063,0.041
REGION,NGHYDMS01X,2064,0.041
REGION,NGHYDMS01X,2065,0.041
REGION,NGHYDMS01X,2066,0.041
REGION,NGHYDMS01X,2067,0.041
REGION,NGHYDMS01X,2068,0.041
REGION,NGHYDMS01X,2069,0.041
REGION,NGHYDMS01X,2070,0.041
REGION,NGHYDMS02X,2020,0.065
REGION,NGHYDMS02X,2021,0.065
REGION,NGHYDMS02X,2022,0.065
REGION,NGHYDMS02X,2023,0.315
REGION,NGHYDMS02X,2024,0.355
REGION,NGHYDMS02X,2025,0.605
REGION,NGHYDMS02X,2026,0.855
REGION,NGHYDMS02X,2027,1.105
REGION,NGHYDMS02X,2028,1.355
REGION,NGHYDMS02X,2029,1.605
REGION,NGHYDMS02X,2030,1.855
REGION,NGHYDMS02X,2031,2.105
REGION,NGHYDMS02X,2032,2.355
REGION,NGHYDMS02X,2033,2.605
REGION,NGHYDMS02X,2034,2.855
REGION,NGHYDMS02X,2035,3.0
REGION,NGHYDMS02X,2036,3.0
REGION,NGHYDMS02X,2037,3.0
REGION,NGHYDMS02X,2038,3.0
REGION,NGHYDMS02X,2039,3.0
REGION,NGHYDMS02X,2040,3.0
REGION,NGHYDMS02X,2041,3.0
REGION,NGHYDMS02X,2042,3.0
REGION,NGHYDMS02X,2043,3.0
REGION,NGHYDMS02X,2044,3.0
REGION,NGHYDMS02X,2045,3.0
REGION,NGHYDMS02X,2046,3.0
REGION,NGHYDMS02X,2047,3.0
REGION,NGHYDMS02X,2048,3.0
REGION,NGHYDMS02X,2049,3.0
REGION,NGHYDMS02X,2050,3.0
REGION,NGHYDMS02X,2051,3.0
REGION,NGHYDMS02X,2052,3.0
REGION,NGHYDMS02X,2053,3.0
REGION,NGHYDMS02X,2054,3.0
REGION,NGHYDMS02X,2055,3.0
REGION,NGHYDMS02X,2056,3.0
REGION,NGHYDMS02X,2057,3.0
REGION,NGHYDMS02X,2058,3.0
REGION,NGHYDMS02X,2059,3.0
REGION,NGHYDMS02X,2060,3.0
REGION,NGHYDMS02X,2061,3.0
REGION,NGHYDMS02X,2062,3.0
REGION,NGHYDMS02X,2063,3.0
REGION,NGHYDMS02X,2064,3.0
REGION,NGHYDMS02X,2065,3.0
REGION,NGHYDMS02X,2066,3.0
REGION,NGHYDMS02X,2067,3.0
REGION,NGHYDMS02X,2068,3.0
REGION,NGHYDMS02X,2069,3.0
REGION,NGHYDMS02X,2070,3.0
REGION,NGHYDMS03X,2015,1.9384
REGION,NGHYDMS03X,2016,1.9384
REGION,NGHYDMS03X,2017,1.9384
REGION,NGHYDMS03X,2018,1.9384
REGION,NGHYDMS03X,2019,2.2348
REGION,NGHYDMS03X,2020,2.9348
REGION,NGHYDMS03X,2021,2.9348
REGION,NGHYDMS03X,2022,2.9348
REGION,NGHYDMS03X,2023,3.4348
REGION,NGHYDMS03X,2024,3.9348
REGION,NGHYDMS03X,2025,4.4348
REGION,NGHYDMS03X,2026,4.9348
REGION,NGHYDMS03X,2027,5.4348
REGION,NGHYDMS03X,2028,5.9348
REGION,NGHYDMS03X,2029,6.4348
REGION,NGHYDMS03X,2030,6.9348
REGION,NGHYDMS03X,2031,7.4348
REGION,NGHYDMS03X,2032,7.9348
REGION,NGHYDMS03X,2033,8.4348
REGION,NGHYDMS03X,2034,8.9348
REGION,NGHYDMS03X,2035,9.4348
REGION,NGHYDMS03X,2036,9.9348
REGION,NGHYDMS03X,2037,10.4348
REGION,NGHYDMS03X,2038,10.9348
REGION,NGHYDMS03X,2039,11.4348
REGION,NGHYDMS03X,2040,11.9348
REGION,NGHYDMS03X,2041,12.0
REGION,NGHYDMS03X,2042,12.0
REGION,NGHYDMS03X,2043,12.0
REGION,NGHYDMS03X,2044,12.0
REGION,NGHYDMS03X,2045,12.0
REGION,NGHYDMS03X,2046,12.0
REGION,NGHYDMS03X,2047,12.0
REGION,NGHYDMS03X,2048,12.0
REGION,NGHYDMS03X,2049,12.0
REGION,NGHYDMS03X,2050,12.0
REGION,NGHYDMS03X,2051,12.0
REGION,NGHYDMS03X,2052,12.0
REGION,NGHYDMS03X,2053,12.0
REGION,NGHYDMS03X,2054,12.0
REGION,NGHYDMS03X,2055,12.0
REGION,NGHYDMS03X,2056,12.0
REGION,NGHYDMS03X,2057,12.0
REGION,NGHYDMS03X,2058,12.0
REGION,NGHYDMS03X,2059,12.0
REGION,NGHYDMS03X,2060,12.0
REGION,NGHYDMS03X,2061,12.0
REGION,NGHYDMS03X,2062,12.0
REGION,NGHYDMS03X,2063,12.0
REGION,NGHYDMS03X,2064,12.0
REGION,NGHYDMS03X,2065,12.0
REGION,NGHYDMS03X,2066,12.0
REGION,NGHYDMS03X,2067,12.0
REGION,NGHYDMS03X,2068,12.0
REGION,NGHYDMS03X,2069,12.0
REGION,NGHYDMS03X,2070,12.0
REGION,NGLF00E00X,2015,16.8948514990886
REGION,NGLF00E00X,2016,18.1568525075228
REGION,NGLF00E00X,2017,39.1596102740334
REGION,NGLF00E00X,2018,39.1596102740334
REGION,NGLF00E00X,2019,39.1596102740334
REGION,NGLF00E00X,2020,39.1596102740334
REGION,NGLF00E00X,2021,39.1596102740334
REGION,NGLF00E00X,2022,39.1596102740334
REGION,NGLF00E00X,2023,39.1596102740334
REGION,NGLF00E00X,2024,39.1596102740334
REGION,NGLF00E00X,2025,39.2482370381166
REGION,NGLF00E00X,2026,39.2482370381166
REGION,NGLF00E00X,2027,39.2482370381166
REGION,NGLF00E00X,2028,43.8317699016741
REGION,NGLF00E00X,2029,43.8317699016741
REGION,NGLF00E00X,2030,43.8317699016741
REGION,NGLF00E00X,2031,43.8317699016741
REGION,NGLF00E00X,2032,43.8317699016741
REGION,NGLF00E00X,2033,43.8317699016741
REGION,NGLF00E00X,2034,43.8317699016741
REGION,NGLF00E00X,2035,43.8317699016741
REGION,NGLF00E00X,2036,43.8317699016741
REGION,NGLF00E00X,2037,43.8317699016741
REGION,NGLF00E00X,2038,43.8317699016741
REGION,NGLF00E00X,2039,43.8317699016741
REGION,NGLF00E00X,2040,43.8317699016741
REGION,NGLF00E00X,2041,43.8317699016741
REGION,NGLF00E00X,2042,43.8317699016741
REGION,NGLF00E00X,2043,43.8317699016741
REGION,NGLF00E00X,2044,43.8317699016741
REGION,NGLF00E00X,2045,43.8317699016741
REGION,NGLF00E00X,2046,43.8317699016741
REGION,NGLF00E00X,2047,43.8317699016741
REGION,NGLF00E00X,2048,43.8317699016741
REGION,NGLF00E00X,2049,43.8317699016741
REGION,NGLF00E00X,2050,43.8317699016741
REGION,NGLF00E00X,2051,43.8317699016741
REGION,NGLF00E00X,2052,43.8317699016741
REGION,NGLF00E00X,2053,43.8317699016741
REGION,NGLF00E00X,2054,43.8317699016741
REGION,NGLF00E00X,2055,43.8317699016741
REGION,NGLF00E00X,2056,43.8317699016741
REGION,NGLF00E00X,2057,43.8317699016741
REGION,NGLF00E00X,2058,43.8317699016741
REGION,NGLF00E00X,2059,43.8317699016741
REGION,NGLF00E00X,2060,43.8317699016741
REGION,NGLF00E00X,2061,43.8317699016741
REGION,NGLF00E00X,2062,43.8317699016741
REGION,NGLF00E00X,2063,43.8317699016741
REGION,NGLF00E00X,2064,43.8317699016741
REGION,NGLF00E00X,2065,43.8317699016741
REGION,NGLF00E00X,2066,43.8317699016741
REGION,NGLF00E00X,2067,43.8317699016741
REGION,NGLF00E00X,2068,43.8317699016741
REGION,NGLF00E00X,2069,43.8317699016741
REGION,NGLF00E00X,2070,999999999.0
REGION,NGLF00I00X,2038,70.5688839222701
REGION,NGLF00I00X,2039,137.840304216229
REGION,NGLF00I00X,2040,221.02041510521
REGION,NGLF00I00X,2041,239.954452200393
REGION,NGLF00I00X,2042,298.278575862257
REGION,NGLF00I00X,2043,558.499600099506
REGION,NGLF00I00X,2044,558.499600099506
REGION,NGLF00I00X,2045,558.499600099506
REGION,NGLF00I00X,2046,558.499600099506
REGION,NGLF00I00X,2047,700.894485048084
REGION,NGLF00I00X,2048,700.894485048084
REGION,NGLF00I00X,2049,700.894485048084
REGION,NGLF00I00X,2050,789.36317787918
REGION,NGLF00I00X,2051,789.36317787918
REGION,NGLF00I00X,2052,806.644856745403
REGION,NGLF00I00X,2053,806.644856745403
REGION,NGLF00I00X,2054,1127.43605869288
REGION,NGLF00I00X,2055,1170.58528106695
REGION,NGLF00I00X,2056,1209.92443793835
REGION,NGLF00I00X,2057,1253.16692261705
REGION,NGLF00I00X,2058,1290.71576989476
REGION,NGLF00I00X,2059,1388.88139070188
REGION,NGLF00I00X,2060,1528.76351950745
REGION,NGLF00I00X,2061,1657.01249726083
REGION,NGLF00I00X,2062,2227.00552432239
REGION,NGLF00I00X,2063,2366.22425307058
REGION,NGLF00I00X,2064,2683.67911498284
REGION,NGLF00I00X,2065,2683.67911498284
REGION,NGLF00I00X,2066,3388.77447662895
REGION,NGLF00I00X,2067,3508.34536018017
REGION,NGLF00I00X,2068,4160.49944353561
REGION,NGLF00I00X,2069,4285.90108123511
REGION,NGLF00I00X,2070,999999999.0
REGION,NGLF00P00X,2015,926.425345172476
REGION,NGLF00P00X,2016,926.425345172476
REGION,NGLF00P00X,2017,926.425345172476
