r,t,y,NewCapacity
REGION,GNEL00T00X,2026,0.032138751994692
REGION,GNEL00T00X,2027,0.0343994703455038
REGION,GNEL00T00X,2028,0.0368209174269809
REGION,GNEL00T00X,2029,0.0394172251097319
REGION,GNEL00T00X,2030,0.0422003100760422
REGION,GNEL00T00X,2031,0.0453673938473068
REGION,GNEL00T00X,2032,0.0489635424434588
REGION,GNEL00T00X,2033,0.0528155506479567
REGION,GNEL00T00X,2034,0.0569482399398032
REGION,GNEL00T00X,2035,0.0743907077174124
REGION,GNEL00T00X,2036,0.0719030117207491
REGION,GNEL00T00X,2037,0.0774321162163046
REGION,GNEL00T00X,2038,0.083390062606254
REGION,GNEL00T00X,2039,0.089808709041626
REGION,GNEL00T00X,2040,0.0967237759529047
REGION,GNEL00T00X,2041,0.080003641582325
REGION,GNEL00T00X,2042,0.00661701038860496
REGION,GNEL00T00X,2043,0.0852462422455686
REGION,GNEL00T00X,2044,0.0903762543349564
REGION,GNEL00T00X,2045,0.095810341777907
REGION,GNEL00T00X,2046,0.0618472876108338
REGION,GNEL00T00X,2047,0.0138747193003037
REGION,GNEL00T00X,2048,0.0152385016613015
REGION,GNEL00T00X,2049,0.0228079231074414
REGION,GNEL00T00X,2050,0.0308175346990311
REGION,GNEL00T00X,2053,0.0273708223788356
REGION,GNEL00T00X,2054,0.0708433771366586
REGION,GNEL00T00X,2055,0.0735125912310022
REGION,GNEL00T00X,2056,0.0762805549325529
REGION,GNEL00T00X,2057,0.079151616063835
REGION,GNEL00T00X,2058,0.0821298163796405
REGION,GNEL00T00X,2059,0.0852193853452365
REGION,GNEL00T00X,2060,0.0884250967367062
REGION,GNEL00T00X,2061,0.0660591833750388
REGION,GNEL00T00X,2062,0.0678338872049116
REGION,GNEL00T00X,2063,0.0696559569697723
REGION,GNEL00T00X,2064,0.0715270839654378
REGION,GNEL00T00X,2065,0.0734474255247148
REGION,GNEL00T00X,2066,0.0670785318342118
REGION,GNEL00T00X,2067,0.0857840116744542
REGION,GNEL00T00X,2068,0.088211407536126
REGION,GNEL00T00X,2069,0.0905801752548014
REGION,GNEL00T00X,2070,0.0930131391765507
REGION,GNEL00TDTX,2016,0.0615746810652447
REGION,GNEL00TDTX,2017,0.0256574386005419
REGION,GNEL00TDTX,2018,0.0255428964639323
REGION,GNEL00TDTX,2019,0.0254291196422669
REGION,GNEL00TDTX,2020,0.0253161013327455
REGION,GNEL00TDTX,2021,0.0225960545832851
REGION,GNEL00TDTX,2022,0.0242005674727518
REGION,GNEL00TDTX,2023,0.0259167430935656
REGION,GNEL00TDTX,2024,0.0277510848236221
REGION,GNEL00TDTX,2025,0.0297120599996319
REGION,GNEL00TDTX,2026,0.0305318143949574
REGION,GNEL00TDTX,2027,0.0326794968282286
REGION,GNEL00TDTX,2028,0.0349798715556319
REGION,GNEL00TDTX,2029,0.0374463638542452
REGION,GNEL00TDTX,2030,0.0400902945722402
REGION,GNEL00TDTX,2031,0.0437822302417178
REGION,GNEL00TDTX,2032,0.0472964984929495
REGION,GNEL00TDTX,2033,0.0510653893967229
REGION,GNEL00TDTX,2034,0.0551136060824403
REGION,GNEL00TDTX,2035,0.0718850592899364
REGION,GNEL00TDTX,2036,0.0696556033325616
REGION,GNEL00TDTX,2037,0.0750907623582494
REGION,GNEL00TDTX,2038,0.0809533392322549
REGION,GNEL00TDTX,2039,0.0872756012889878
REGION,GNEL00TDTX,2040,0.0940936829418986
REGION,GNEL00TDTX,2041,0.0768034959190317
REGION,GNEL00TDTX,2042,0.00635232997306079
REGION,GNEL00TDTX,2043,0.0818363925557462
REGION,GNEL00TDTX,2044,0.0867612041615584
REGION,GNEL00TDTX,2045,0.0919779281067905
REGION,GNEL00TDTX,2046,0.0593733961064005
REGION,GNEL00TDTX,2047,0.0133197305282917
REGION,GNEL00TDTX,2048,0.0146289615948494
REGION,GNEL00TDTX,2049,0.0218956061831437
REGION,GNEL00TDTX,2050,0.02958483331107
REGION,GNEL00TDTX,2053,0.0262759894836819
REGION,GNEL00TDTX,2054,0.0680096420511926
REGION,GNEL00TDTX,2055,0.0705720875817619
REGION,GNEL00TDTX,2056,0.0732293327352507
REGION,GNEL00TDTX,2057,0.0759855514212768
REGION,GNEL00TDTX,2058,0.0788446237244549
REGION,GNEL00TDTX,2059,0.0818106099314262
REGION,GNEL00TDTX,2060,0.0848880928672431
REGION,GNEL00TDTX,2061,0.0634168160400326
REGION,GNEL00TDTX,2062,0.0651205317167149
REGION,GNEL00TDTX,2063,0.0668697186909815
REGION,GNEL00TDTX,2064,0.0686660006068203
REGION,GNEL00TDTX,2065,0.070509528503726
REGION,GNEL00TDTX,2066,0.064395390560843
REGION,GNEL00TDTX,2067,0.0823526512074757
REGION,GNEL00TDTX,2068,0.0846829512346807
REGION,GNEL00TDTX,2069,0.0869569682446096
REGION,GNEL00TDTX,2070,0.089292613609488
REGION,GNELMLBP00,2020,0.3213
REGION,GNELMLBP00,2070,0.0
REGION,GNELSNBP00,2019,0.2863
REGION,GNELSNBP00,2070,0.0
REGION,GNETHANOLX,2070,999999999.0
REGION,GNFW00P00X,2015,999999999.0
REGION,GNFW00P00X,2016,999999999.0
REGION,GNFW00P00X,2017,999999999.0
REGION,GNFW00P00X,2018,999999999.0
REGION,GNFW00P00X,2019,999999999.0
REGION,GNFW00P00X,2020,999999999.0
REGION,GNFW00P00X,2021,999999999.0
REGION,GNFW00P00X,2022,999999999.0
REGION,GNFW00P00X,2023,999999999.0
REGION,GNFW00P00X,2024,999999999.0
REGION,GNFW00P00X,2025,999999999.0
REGION,GNFW00P00X,2026,999999999.0
REGION,GNFW00P00X,2027,999999999.0
REGION,GNFW00P00X,2028,999999999.0
REGION,GNFW00P00X,2029,999999999.0
REGION,GNFW00P00X,2030,999999999.0
REGION,GNFW00P00X,2031,999999999.0
REGION,GNFW00P00X,2032,999999999.0
REGION,GNFW00P00X,2033,999999999.0
REGION,GNFW00P00X,2034,999999999.0
REGION,GNFW00P00X,2035,999999999.0
REGION,GNFW00P00X,2036,999999999.0
REGION,GNFW00P00X,2037,999999999.0
REGION,GNFW00P00X,2038,999999999.0
REGION,GNFW00P00X,2039,999999999.0
REGION,GNFW00P00X,2040,999999999.0
REGION,GNFW00P00X,2041,999999999.0
REGION,GNFW00P00X,2042,999999999.0
REGION,GNFW00P00X,2043,999999999.0
REGION,GNFW00P00X,2044,999999999.0
REGION,GNFW00P00X,2045,999999999.0
REGION,GNFW00P00X,2046,999999999.0
REGION,GNFW00P00X,2047,999999999.0
REGION,GNFW00P00X,2048,999999999.0
REGION,GNFW00P00X,2049,999999999.0
REGION,GNFW00P00X,2050,999999999.0
REGION,GNFW00P00X,2051,999999999.0
REGION,GNFW00P00X,2052,999999999.0
REGION,GNFW00P00X,2053,999999999.0
REGION,GNFW00P00X,2054,999999999.0
REGION,GNFW00P00X,2055,999999999.0
REGION,GNFW00P00X,2056,999999999.0
REGION,GNFW00P00X,2057,999999999.0
REGION,GNFW00P00X,2058,999999999.0
REGION,GNFW00P00X,2059,999999999.0
REGION,GNFW00P00X,2060,999999999.0
REGION,GNFW00P00X,2061,999999999.0
REGION,GNFW00P00X,2062,999999999.0
REGION,GNFW00P00X,2063,999999999.0
REGION,GNFW00P00X,2064,999999999.0
REGION,GNFW00P00X,2065,999999999.0
REGION,GNFW00P00X,2066,999999999.0
REGION,GNFW00P00X,2067,999999999.0
REGION,GNFW00P00X,2068,999999999.0
REGION,GNFW00P00X,2069,999999999.0
REGION,GNFW00P00X,2070,999999999.0
REGION,GNHE00T00X,2070,0.0
REGION,GNHF00I00X,2015,9.0752255606659
REGION,GNHF00I00X,2016,6.2858471567081
REGION,GNHF00I00X,2017,5.55270832382042
REGION,GNHF00I00X,2046,1.79855184880354
REGION,GNHF00I00X,2070,999999976.287667
REGION,GNHF00P00X,2015,4.23942815568574
REGION,GNHF00P00X,2016,0.942666219433405
REGION,GNHF00P00X,2020,0.401464468980092
REGION,GNHF00P00X,2023,0.972255429280219
REGION,GNHF00P00X,2024,2.77158869345035
REGION,GNHF00P00X,2029,0.653387220473975
REGION,GNHF00P00X,2033,3.7117968074823
REGION,GNHF00P00X,2040,0.274928502993442
REGION,GNHF00P00X,2041,4.82896654637548
REGION,GNHF00P00X,2044,1.75449114338102
REGION,GNHF00P00X,2049,2.16135970246193
REGION,GNHF00P00X,2070,999999976.287667
REGION,GNHFGCP01N,2070,0.0
REGION,GNHFGCP01O,2070,0.0
REGION,GNHFGCP02N,2070,0.0
REGION,GNHFGCP02O,2070,0.0
REGION,GNHFGCP03N,2070,0.0
REGION,GNHFGCP03O,2070,0.0
REGION,GNHFGCP04N,2070,0.0
REGION,GNHFGCP04O,2070,0.0
REGION,GNHYDMS01X,2015,0.02
REGION,GNHYDMS01X,2070,0.0
REGION,GNHYDMS02X,2015,0.027
REGION,GNHYDMS02X,2033,0.298806548096181
REGION,GNHYDMS02X,2034,0.0444016438737182
REGION,GNHYDMS02X,2036,0.0547918080301013
REGION,GNHYDMS02X,2070,0.0
REGION,GNHYDMS03X,2017,0.24
REGION,GNHYDMS03X,2020,0.28
REGION,GNHYDMS03X,2021,0.809
REGION,GNHYDMS03X,2027,0.0650099323707694
REGION,GNHYDMS03X,2028,0.133917605511019
REGION,GNHYDMS03X,2029,0.603956695841606
REGION,GNHYDMS03X,2030,0.33196143989199
REGION,GNHYDMS03X,2032,0.320604469349148
REGION,GNHYDMS03X,2034,0.267979388040831
REGION,GNHYDMS03X,2035,0.447570468994636
REGION,GNHYDMS03X,2070,0.0
REGION,GNLF00I00X,2015,36.4862260836746
REGION,GNLF00I00X,2016,2.65296489199067
REGION,GNLF00I00X,2017,0.192487792381347
REGION,GNLF00I00X,2018,12.4810593671609
REGION,GNLF00I00X,2019,1.22070382442108
REGION,GNLF00I00X,2021,1.47568991994213
REGION,GNLF00I00X,2024,0.0315443782893015
REGION,GNLF00I00X,2025,18.1976975905132
REGION,GNLF00I00X,2030,76.3237786687306
REGION,GNLF00I00X,2039,15.250783896119
REGION,GNLF00I00X,2041,45.7050553216062
REGION,GNLF00I00X,2045,25.033764097614
REGION,GNLF00I00X,2047,36.6010262481472
REGION,GNLF00I00X,2052,7.86076087035568
REGION,GNLF00I00X,2060,48.4883405922454
REGION,GNLF00I00X,2063,45.2538731622607
REGION,GNLF00I00X,2070,999999625.744243
REGION,GNLF00P00X,2015,35.8878399481298
REGION,GNLF00P00X,2016,2.3143070001571
REGION,GNLF00P00X,2018,13.5836758222999
REGION,GNLF00P00X,2019,0.772277473978663
REGION,GNLF00P00X,2024,1.70954967314429
REGION,GNLF00P00X,2025,18.1538469708202
REGION,GNLF00P00X,2028,0.316876959843265
REGION,GNLF00P00X,2030,38.0515767703324
REGION,GNLF00P00X,2031,38.2722018983982
REGION,GNLF00P00X,2038,15.250783896119
REGION,GNLF00P00X,2041,45.7050553216063
REGION,GNLF00P00X,2045,61.6347903457611
REGION,GNLF00P00X,2053,7.86076087035559
REGION,GNLF00P00X,2060,48.4883405922455
REGION,GNLF00P00X,2063,45.253873162261
REGION,GNLF00P00X,2070,999999625.744243
REGION,GNLFRCFURX,2070,0.0
REGION,GNLFRCP01N,2070,0.0
REGION,GNLFRCP01O,2070,0.0
REGION,GNLFRCP02N,2015,0.075
REGION,GNLFRCP02N,2070,0.0
REGION,GNLFRCP02O,2070,0.0
REGION,GNLFRCP03N,2070,0.0
REGION,GNLFRCP03O,2070,0.0
REGION,GNLFRCP04N,2070,0.0
REGION,GNLFRCP04O,2070,0.0
REGION,GNNG00ELGX,2070,0.0
REGION,GNNG00ILGX,2056,5.27199707967435
REGION,GNNG00ILGX,2057,5.74230762273905
REGION,GNNG00ILGX,2058,5.90679083633127
REGION,GNNG00ILGX,2059,5.99440590611778
REGION,GNNG00ILGX,2062,0.345700690323011
REGION,GNNG00ILGX,2067,6.34456787313352
REGION,GNNG00ILGX,2068,0.371336045071512
REGION,GNNG00ILGX,2070,0.0
REGION,GNNG00P00X,2070,999999999.0
REGION,GNNG00X00X,2070,999999999.0
REGION,GNNGCCC01N,2070,0.0
REGION,GNNGCCC02N,2070,0.0
REGION,GNNGCCC03N,2070,0.0
REGION,GNNGCCC04N,2070,0.0
REGION,GNNGCCP01N,2070,0.0
REGION,GNNGCCP01O,2070,0.0
REGION,GNNGCCP02N,2070,0.0
REGION,GNNGCCP02O,2070,0.0
REGION,GNNGCCP03N,2070,0.0
REGION,GNNGCCP03O,2070,0.0
REGION,GNNGCCP04N,2070,0.0
REGION,GNNGCCP04O,2070,0.0
REGION,GNNGGCP01N,2070,0.0
REGION,GNNGGCP01O,2070,0.0
REGION,GNNGGCP02N,2070,0.0
REGION,GNNGGCP02O,2070,0.0
REGION,GNNGGCP03N,2070,0.0
REGION,GNNGGCP03O,2070,0.0
REGION,GNNGGCP04N,2056,0.0766421334579347
REGION,GNNGGCP04N,2057,0.0842038468764201
REGION,GNNGGCP04N,2058,0.0873721450847243
REGION,GNNGGCP04N,2059,0.0894402559213928
REGION,GNNGGCP04N,2060,0.00150740348812679
REGION,GNNGGCP04N,2061,0.00150740348812672
REGION,GNNGGCP04N,2062,0.00666950160265956
REGION,GNNGGCP04N,2063,0.0015301440084553
REGION,GNNGGCP04N,2064,0.0015301440084548
REGION,GNNGGCP04N,2066,0.00306028801691077
REGION,GNNGGCP04N,2067,0.0983557410230667
REGION,GNNGGCP04N,2068,0.00763894905634539
REGION,GNNGGCP04N,2069,0.00197192255808054
REGION,GNNGGCP04N,2070,0.0
REGION,GNNGGCP04O,2070,0.0
REGION,GNNPCHA00X,2070,0.0
REGION,GNNULWP04N,2070,0.0
REGION,GNNULWP04O,2070,0.0
REGION,GNSOC1P00X,2070,0.0
REGION,GNSOC2P00X,2070,0.0
REGION,GNSOLAR00X,2042,2.90584371449432
REGION,GNSOLAR00X,2044,2.31576644731731
REGION,GNSOLAR00X,2047,4.20204913068187
REGION,GNSOLAR00X,2048,4.44057101999999
REGION,GNSOLAR00X,2049,4.44057102000001
REGION,GNSOLAR00X,2050,4.44057102000001
REGION,GNSOLAR00X,2051,3.75581203270067
REGION,GNSOLAR00X,2052,3.89752251859607
REGION,GNSOLAR00X,2053,2.91169962665284
REGION,GNSOLAR00X,2054,2.57749592605511
REGION,GNSOLAR00X,2056,1.36199993529194
REGION,GNSOLAR00X,2057,1.41326313177213
REGION,GNSOLAR00X,2058,1.46643931331683
REGION,GNSOLAR00X,2059,4.27994234088182
REGION,GNSOLAR00X,2062,1.21118350627545
REGION,GNSOLAR00X,2063,1.24371681576425
REGION,GNSOLAR00X,2064,1.27712604894904
REGION,GNSOLAR00X,2065,3.80227413598644
REGION,GNSOLAR00X,2067,0.238521889318108
REGION,GNSOLAR00X,2068,1.16779177062043
REGION,GNSOLAR00X,2069,1.19915083772531
REGION,GNSOLAR00X,2070,999999944.450687
REGION,GNSOU1P03X,2070,0.0
REGION,GNSOV1F01X,2068,0.0799381904780318
REGION,GNSOV1F01X,2069,0.0820847949862245
REGION,GNSOV1F01X,2070,0.0842895748308192
REGION,GNSOV2F01X,2042,0.154175861979825
REGION,GNSOV2F01X,2043,0.0094204244778231
REGION,GNSOV2F01X,2044,0.00999803612015127
REGION,GNSOV2F01X,2045,0.0106105492755701
REGION,GNSOV2F01X,2046,0.109766902176021
REGION,GNSOV2F01X,2047,0.236571440460933
REGION,GNSOV2F01X,2048,0.25
REGION,GNSOV2F01X,2049,0.25
REGION,GNSOV2F01X,2050,0.25
REGION,GNSOV2F01X,2051,0.211448708723765
REGION,GNSOV2F01X,2052,0.219426876692317
REGION,GNSOV2F01X,2053,0.16392596884155
REGION,GNSOV2F01X,2054,0.0712137224341922
REGION,GNSOV2F01X,2055,0.0738968902801568
REGION,GNSOV2F01X,2056,0.0766793239629312
REGION,GNSOV2F01X,2057,0.0795653940341747
REGION,GNSOV2F01X,2058,0.0825591633774179
REGION,GNSOV2F01X,2059,0.0856648835680959
REGION,GNSOV2F01X,2060,0.0888873533383958
REGION,GNSOV2F01X,2061,0.0664045185200772
REGION,GNSOV2F01X,2062,0.222364361883349
REGION,GNSOV2F01X,2063,0.0794405193126189
REGION,GNSOV2F01X,2064,0.0818990395720177
REGION,GNSOV2F01X,2065,0.0844419331849812
REGION,GNSOV2F01X,2066,0.25
REGION,GNSOV2F01X,2067,0.25
REGION,GNSOV2F01X,2068,0.25
REGION,GNSOV2F01X,2069,0.25
REGION,GNSOV2F01X,2070,0.25
REGION,GNUR00I00X,2070,999999999.0
REGION,GNUR00X00X,2070,999999999.0
REGION,GNWA00000X,2015,3.43925188248853
REGION,GNWA00000X,2016,2.58057557375555
REGION,GNWA00000X,2017,2.10705633048872
REGION,GNWA00000X,2019,0.198158301516817
REGION,GNWA00000X,2028,487.124558087723
REGION,GNWA00000X,2061,150.180431065328
REGION,GNWA00000X,2064,269.623510033389
REGION,GNWA00000X,2067,171.599417013029
REGION,GNWA00000X,2068,112.492263748292
REGION,GNWA00000X,2069,95.1043518265597
REGION,GNWA00000X,2070,0.000324595660458726
REGION,GNWIND000X,2070,999999999.0
REGION,GNWINDP00X,2070,0.0
REGION,GNWINDP01X,2070,0.0
REGION,GQBACKSTOP,2070,0.0
REGION,GQBIOFUELX,2070,0.0
REGION,GQBM00I00X,2070,999999999.0
REGION,GQBM00X00X,2015,98.6664851955585
REGION,GQBM00X00X,2021,36.8408027593993
REGION,GQBM00X00X,2024,175.187759579084
REGION,GQBM00X00X,2049,100.483581526903
REGION,GQBM00X00X,2060,151.436624815491
REGION,GQBM00X00X,2070,999999747.079794
REGION,GQBMCHC01N,2070,0.0
REGION,GQBMCHC02N,2070,0.0
REGION,GQBMCHC03N,2070,0.0
REGION,GQBMCHC04N,2070,0.0
REGION,GQBMCHP01N,2070,0.0
REGION,GQBMCHP01O,2070,0.0
REGION,GQBMCHP02N,2070,0.0
REGION,GQBMCHP02O,2070,0.0
REGION,GQBMCHP03N,2070,0.0
REGION,GQBMCHP03O,2070,0.0
REGION,GQBMCHP04N,2070,0.0
REGION,GQBMCHP04O,2070,0.0
REGION,GQCH00I00X,2070,999999999.0
REGION,GQCO00I00X,2045,0.829083073021176
REGION,GQCO00I00X,2046,1.36631175900299
REGION,GQCO00I00X,2047,1.94979762057036
REGION,GQCO00I00X,2048,3.89697852104323
REGION,GQCO00I00X,2049,4.61871085228679
REGION,GQCO00I00X,2050,15.7614615589841
REGION,GQCO00I00X,2051,6.80572781569846
REGION,GQCO00I00X,2052,5.0616766384378
REGION,GQCO00I00X,2053,1.70074326920412
REGION,GQCO00I00X,2054,5.89522526257471
REGION,GQCO00I00X,2055,4.02904447590618
REGION,GQCO00I00X,2056,2.60778413085159
REGION,GQCO00I00X,2057,3.85063617140894
REGION,GQCO00I00X,2058,5.01851326881472
REGION,GQCO00I00X,2059,5.80547780835864
REGION,GQCO00I00X,2060,6.18265694001401
REGION,GQCO00I00X,2061,7.31787514074935
REGION,GQCO00I00X,2062,0.127605667413873
REGION,GQCO00I00X,2063,6.14033874520531
REGION,GQCO00I00X,2064,6.2905470182934
REGION,GQCO00I00X,2065,6.44457398717387
REGION,GQCO00I00X,2066,6.60251638350874
REGION,GQCO00I00X,2067,6.57452252099191
REGION,GQCO00I00X,2068,7.25930588827352
REGION,GQCO00I00X,2069,6.77973605135303
REGION,GQCO00I00X,2070,999999870.083149
REGION,GQCO00P00X,2015,999999999.0
REGION,GQCO00P00X,2016,999999999.0
REGION,GQCO00P00X,2017,999999999.0
REGION,GQCO00P00X,2018,999999999.0
REGION,GQCO00P00X,2019,999999999.0
REGION,GQCO00P00X,2020,999999999.0
REGION,GQCO00P00X,2021,999999999.0
REGION,GQCO00P00X,2022,999999999.0
REGION,GQCO00P00X,2023,999999999.0
REGION,GQCO00P00X,2024,999999999.0
REGION,GQCO00P00X,2025,999999999.0
REGION,GQCO00P00X,2026,999999999.0
REGION,GQCO00P00X,2027,999999999.0
REGION,GQCO00P00X,2028,999999999.0
REGION,GQCO00P00X,2029,999999999.0
REGION,GQCO00P00X,2030,999999999.0
REGION,GQCO00P00X,2031,999999999.0
REGION,GQCO00P00X,2032,999999999.0
REGION,GQCO00P00X,2033,999999999.0
REGION,GQCO00P00X,2034,999999999.0
REGION,GQCO00P00X,2035,999999999.0
REGION,GQCO00P00X,2036,999999999.0
REGION,GQCO00P00X,2037,999999999.0
REGION,GQCO00P00X,2038,999999999.0
REGION,GQCO00P00X,2039,999999999.0
REGION,GQCO00P00X,2040,999999999.0
REGION,GQCO00P00X,2041,999999999.0
REGION,GQCO00P00X,2042,999999999.0
REGION,GQCO00P00X,2043,999999999.0
REGION,GQCO00P00X,2044,999999999.0
REGION,GQCO00P00X,2045,999999999.0
REGION,GQCO00P00X,2046,999999999.0
REGION,GQCO00P00X,2047,999999999.0
REGION,GQCO00P00X,2048,999999999.0
REGION,GQCO00P00X,2049,999999999.0
REGION,GQCO00P00X,2050,999999999.0
REGION,GQCO00P00X,2051,999999999.0
REGION,GQCO00P00X,2052,999999999.0
REGION,GQCO00P00X,2053,999999999.0
REGION,GQCO00P00X,2054,999999999.0
REGION,GQCO00P00X,2055,999999999.0
REGION,GQCO00P00X,2056,999999999.0
REGION,GQCO00P00X,2057,999999999.0
REGION,GQCO00P00X,2058,999999999.0
REGION,GQCO00P00X,2059,999999999.0
REGION,GQCO00P00X,2060,999999999.0
REGION,GQCO00P00X,2061,999999999.0
REGION,GQCO00P00X,2062,999999999.0
REGION,GQCO00P00X,2063,999999999.0
REGION,GQCO00P00X,2064,999999999.0
REGION,GQCO00P00X,2065,999999999.0
REGION,GQCO00P00X,2066,999999999.0
REGION,GQCO00P00X,2067,999999999.0
REGION,GQCO00P00X,2068,999999999.0
REGION,GQCO00P00X,2069,999999999.0
REGION,GQCO00P00X,2070,999999999.0
REGION,GQCO00X00X,2070,999999999.0
REGION,GQCOSCC01N,2070,0.0
REGION,GQCOSCC02N,2070,0.0
REGION,GQCOSCC03N,2070,0.0
REGION,GQCOSCC04N,2070,0.0
REGION,GQCOSCP01N,2070,0.0
REGION,GQCOSCP01O,2070,0.0
REGION,GQCOSCP02N,2045,0.0109080109962666
REGION,GQCOSCP02N,2046,0.0179761765455224
REGION,GQCOSCP02N,2047,0.0256529346428145
REGION,GQCOSCP02N,2048,0.0512714418409897
REGION,GQCOSCP02N,2049,0.0607670695552033
REGION,GQCOSCP02N,2050,0.232608707166953
REGION,GQCOSCP02N,2051,0.0643014069870497
REGION,GQCOSCP02N,2052,0.0665950448492814
REGION,GQCOSCP02N,2053,0.0689701106104991
REGION,GQCOSCP02N,2054,0.0714289041383495
REGION,GQCOSCP02N,2055,0.0739747153739189
REGION,GQCOSCP02N,2056,0.0350164912895649
REGION,GQCOSCP02N,2057,0.0392461409678391
REGION,GQCOSCP02N,2058,0.0635794001332944
REGION,GQCOSCP02N,2059,0.0806825044269079
REGION,GQCOSCP02N,2060,0.0869131340091102
REGION,GQCOSCP02N,2061,0.0381380621787273
REGION,GQCOSCP02N,2062,0.0520453220245752
REGION,GQCOSCP02N,2063,0.098562533711771
REGION,GQCOSCP02N,2064,0.100946620218471
REGION,GQCOSCP02N,2065,0.103391461981661
REGION,GQCOSCP02N,2066,0.105898596872272
REGION,GQCOSCP02N,2067,0.0995787303783393
REGION,GQCOSCP02N,2068,0.0930504636808933
REGION,GQCOSCP02N,2069,0.095349887573444
REGION,GQCOSCP02N,2070,0.0963114197356217
REGION,GQCOSCP02O,2070,0.0
REGION,GQCOSCP03N,2070,0.0
REGION,GQCOSCP03O,2070,0.0
REGION,GQCOSCP04N,2070,0.0
REGION,GQCOSCP04O,2070,0.0
REGION,GQCR00E00X,2015,558.706
REGION,GQCR00E00X,2016,26.3163872147895
REGION,GQCR00E00X,2018,713.217511348185
REGION,GQCR00E00X,2024,1484.03872462543
REGION,GQCR00E00X,2033,999997216.721377
REGION,GQCR00E00X,2070,0.0
REGION,GQCR00I00X,2017,12.3329411764705
REGION,GQCR00I00X,2070,999999986.667059
REGION,GQCR00P00X,2070,999999999.0
REGION,GQCR00X00X,2015,558.705999999999
REGION,GQCR00X00X,2016,26.3163872147897
REGION,GQCR00X00X,2019,6.86444075413351
REGION,GQCR00X00X,2022,0.656842334861039
REGION,GQCR00X00X,2023,2202.06789406109
REGION,GQCR00X00X,2070,999999999.0
REGION,GQCRUDPROX,2020,12.3329411764705
REGION,GQCRUDPROX,2070,0.0
REGION,GQCRUDRE1X,2015,999999.0
REGION,GQCRUDRE1X,2016,999999.0
REGION,GQCRUDRE1X,2017,999999.0
REGION,GQCRUDRE1X,2018,999999.0
REGION,GQCRUDRE1X,2019,999999.0
REGION,GQCRUDRE1X,2020,999999.0
REGION,GQCRUDRE1X,2021,999999.0
REGION,GQCRUDRE1X,2022,999999.0
REGION,GQCRUDRE1X,2023,999999.0
REGION,GQCRUDRE1X,2024,999999.0
REGION,GQCRUDRE1X,2025,999999.0
REGION,GQCRUDRE1X,2026,999999.0
REGION,GQCRUDRE1X,2027,999999.0
REGION,GQCRUDRE1X,2028,999999.0
REGION,GQCRUDRE1X,2029,999999.0
REGION,GQCRUDRE1X,2030,999999.0
REGION,GQCRUDRE1X,2031,999999.0
REGION,GQCRUDRE1X,2032,999999.0
REGION,GQCRUDRE1X,2033,999999.0
REGION,GQCRUDRE1X,2034,999999.0
REGION,GQCRUDRE1X,2035,999999.0
REGION,GQCRUDRE1X,2036,999999.0
REGION,GQCRUDRE1X,2037,999999.0
REGION,GQCRUDRE1X,2038,999999.0
REGION,GQCRUDRE1X,2039,999999.0
REGION,GQCRUDRE1X,2040,999999.0
REGION,GQCRUDRE1X,2041,999999.0
REGION,GQCRUDRE1X,2042,999999.0
REGION,GQCRUDRE1X,2043,999999.0
REGION,GQCRUDRE1X,2044,999999.0
REGION,GQCRUDRE1X,2045,999999.0
REGION,GQCRUDRE1X,2046,999999.0
REGION,GQCRUDRE1X,2047,999999.0
REGION,GQCRUDRE1X,2048,999999.0
REGION,GQCRUDRE1X,2049,999999.0
REGION,GQCRUDRE1X,2050,999999.0
REGION,GQCRUDRE1X,2051,999999.0
REGION,GQCRUDRE1X,2052,999999.0
REGION,GQCRUDRE1X,2053,999999.0
REGION,GQCRUDRE1X,2054,999999.0
REGION,GQCRUDRE1X,2055,999999.0
REGION,GQCRUDRE1X,2056,999999.0
REGION,GQCRUDRE1X,2057,999999.0
REGION,GQCRUDRE1X,2058,999999.0
REGION,GQCRUDRE1X,2059,999999.0
REGION,GQCRUDRE1X,2060,999999.0
REGION,GQCRUDRE1X,2061,999999.0
REGION,GQCRUDRE1X,2062,999999.0
REGION,GQCRUDRE1X,2063,999999.0
REGION,GQCRUDRE1X,2064,999999.0
REGION,GQCRUDRE1X,2065,999999.0
REGION,GQCRUDRE1X,2066,999999.0
REGION,GQCRUDRE1X,2067,999999.0
REGION,GQCRUDRE1X,2068,999999.0
REGION,GQCRUDRE1X,2069,999999.0
REGION,GQCRUDRE1X,2070,999999.0
REGION,GQCRUDRE2X,2015,999999.0
REGION,GQCRUDRE2X,2016,999999.0
REGION,GQCRUDRE2X,2017,999999.0
REGION,GQCRUDRE2X,2018,999999.0
REGION,GQCRUDRE2X,2019,999999.0
REGION,GQCRUDRE2X,2020,999999.0
REGION,GQCRUDRE2X,2021,999999.0
REGION,GQCRUDRE2X,2022,999999.0
REGION,GQCRUDRE2X,2023,999999.0
REGION,GQCRUDRE2X,2024,999999.0
REGION,GQCRUDRE2X,2025,999999.0
REGION,GQCRUDRE2X,2026,999999.0
REGION,GQCRUDRE2X,2027,999999.0
REGION,GQCRUDRE2X,2028,999999.0
REGION,GQCRUDRE2X,2029,999999.0
REGION,GQCRUDRE2X,2030,999999.0
REGION,GQCRUDRE2X,2031,999999.0
REGION,GQCRUDRE2X,2032,999999.0
